Ticker,Sektor,Harga,Skor,Sinyal,Strength,Konfirmasi,Confidence%,RSI,ADX,Stoch,MACD,Volume,CCI,VWAP_Signal,Pattern,Divergence,Ichimoku,BB_Width%,Support,Resistance,Stop_Loss,Target_1,Target_2,Target_3,Risk%,Reward%,RRR,Position_Shares,Position_IDR,Risk_Amount,Regime,Weekly_Trend,Monthly_Trend,MM_Activity,MM_Confidence,MM_Signals,VPT_Trend,CMF_Signal,AD_Trend,Volume_Spike,MM_Shares,MM_Value_IDR,MM_Float_Pct,MM_Float_Shares,MM_Shares_Outstanding,MM_Float_Estimated,MM_Intensity,MM_Volume_Base,Retail_Shares,Retail_Value_IDR,Institutional_Shares,MM_vs_Retail_Ratio,MM_vs_Float_Ratio,Dominance,Float_Shares,Float_Source,Shares_Outstanding,Market_Cap_IDR,Sentiment_Score,Sentiment_Label,News_Count,AI_Win_Prob%,AI_Verdict,IHSG_Change,USD_Change,RSI_1d,MACD_1d
WIFI,Teknologi & Telco,2320,1.6,HINDARI,F,Macro_Defensive- | Sector_COLD- | RS_Strong* | MACD+OBV** | RSI49* | OBV+Trend,14,48.6,17.6,35.9,UP,67,3.0,BELOW,REVERSAL,NONE,BEARISH,23.3,2130,2530,2147,2608,2824,3040,7.5,12.4,1.65,5780,13409600,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",6028793.247071609,-0.12581235300650048,-76600050.71259165,NO,5841739,13552834480.0,0.27,2124268974,5308549015,False,-0.8,27724653,1374933095,3189844780400.0,743494140,0.42,0.27,RETAIL_DOMINANT,2124268974,reported,5308549015,12315834449920,0.15,POSITIVE,5,0.0,TIDAK DIUJI,-0.32,-0.8,45.04,35.337
RALS,Consumer & Retail,440,2.1,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | MACD* | RSI44*,14,44.4,22.4,52.2,UP,95,17.4,BELOW,CONTINUATION,NONE,BEARISH,9.8,414,460,425,465,483,501,3.4,5.7,1.68,66666,29333040,1000000,TRENDING,Bear,Bull,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-1246425.6329183956,-0.2676911953561333,-36000559.52380952,NO,3703866,1629701040.0,0.22,1646162872,5931263500,False,-1.8,7662003,1066302001,469172880440.0,576157005,0.35,0.22,RETAIL_DOMINANT,1646162872,reported,5931263500,2609755979776,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,46.21,-3.836
ASSA,Transportasi & Logistik,850,2.1,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | ADX34X | MACD*,14,37.0,33.8,17.6,UP,86,-39.1,BELOW,CONTINUATION,NONE,BEARISH,16.6,775,915,803,928,986,1045,5.5,9.2,1.67,21276,18084600,1000000,TRENDING,Bear,Bear,DISTRIBUTION,40,"AD_FALLING, VWAP_BELOW_DELTA_NEG",22012.618077097926,-0.2368096211977759,-13510277.948717952,NO,2735594,2325254900.0,0.27,994761561,3691137517,False,-0.8,6923410,643859421,547280507850.0,348166546,0.42,0.27,RETAIL_DOMINANT,994761561,reported,3691137517,3137466793984,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,37.7,-33.78
ALKA,Industri Dasar & Logam,645,2.2,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | RS_Strong* | RSI45* | Stoch14UP,14,45.3,12.4,13.9,DN,100,-86.8,BELOW,CONTINUATION,NONE,BEARISH,37.1,580,905,560,787,893,999,13.2,22.0,1.67,11764,7587780,1000000,TRENDING,Bull,Bull,ACCUMULATION,40,"CMF_POSITIVE, AD_RISING, VWAP_BELOW_DELTA_NEG",1676411.860457777,0.1577758129888554,4223469.505822394,NO,155188,100096260.0,0.7,22169733,107250000,False,0.8,1635820,14255139,9194564655.0,7759406,1.09,0.7,RETAIL_DOMINANT,22169733,reported,107250000,237050249216,-0.05,NEGATIVE,5,0.0,TIDAK DIUJI,-0.32,-0.8,44.79,-0.819
BRIS,Perbankan,1840,1.3,HINDARI,F,Macro_Defensive- | PER_Murah* | Stoch4UP | Vol UP | CCI-OS | KC-LO,13,20.7,20.6,4.3,DN,100,-231.7,BELOW,NONE,NONE,BEARISH,16.1,1840,2160,1768,1960,2049,2139,3.9,6.5,1.67,13888,25553920,1000000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-2394862.131516923,-0.5289683717070046,-141501535.15151513,NO,10271141,18898899440.0,0.22,4564951583,46129260138,False,-1.8,12024430,2956947388,5440783193920.0,1597733054,0.35,0.22,RETAIL_DOMINANT,4564951583,reported,46129260138,84877831569408,0.03,NEUTRAL,5,0.0,TIDAK DIUJI,-0.32,-0.8,22.85,-61.615
LPKR,Konglomerat & Investasi,83,1.8,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | News_BEARISH---,12,44.8,18.1,35.0,UP,100,-2.8,BELOW,CONTINUATION,NONE,BEARISH,30.2,75,93,77,93,100,107,7.2,12.0,1.67,166666,13833278,1000000,RANGING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",24488635.85762286,-0.007690292768973488,-47361059.52380991,NO,169113280,14036402240.0,0.5,33822656039,70877317769,False,0.0,110251806,21815613146,1810695891118.0,11837929613,0.78,0.5,RETAIL_DOMINANT,33822656039,reported,70877317769,5882817019904,-0.49,NEGATIVE,1,0.0,TIDAK DIUJI,-0.32,-0.8,46.15,0.865
TMAS,Transportasi & Logistik,126,1.7,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | MACD+OBV** | RSI46* | OBV+Trend,12,46.1,21.4,16.7,UP,100,-53.0,BELOW,CONTINUATION,NONE,BEARISH,10.0,124,138,119,137,146,155,5.6,8.7,1.55,142857,17999982,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",2398336.727459222,-0.23292932948809272,-40469701.90476185,NO,23336419,2940388794.0,0.27,8485970692,56868856000,False,-0.8,10089493,5492544531,692060610906.0,2970089742,0.42,0.27,RETAIL_DOMINANT,8485970692,reported,56868856000,7165476077568,0.14,POSITIVE,5,0.0,TIDAK DIUJI,-0.32,-0.8,47.39,-0.447
SMCB,Industri Dasar & Logam,775,0.3,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | W+M** | Entry*,12,100.0,0.0,,DN,100,0.0,BELOW,NONE,NONE,BEARISH,0.0,775,775,775,775,775,775,0.0,0.0,0.0,0,0,0,RANGING,Bull,Bull,NEUTRAL,50,NEUTRAL,0.0,0.0,0.0,NO,593926,460292650.0,0.5,118785261,9019381973,False,0.0,0,76616494,59377782850.0,41574841,0.78,0.5,RETAIL_DOMINANT,118785261,reported,9019381973,6990021001216,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-0.32,-0.8,100.0,0.0
ABMM,Konglomerat & Investasi,3000,0.3,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | RSI45* | OBV+Trend,12,45.4,21.4,21.1,DN,91,-192.2,BELOW,CONTINUATION,NONE,BEARISH,4.5,3000,3140,2908,3153,3268,3383,3.1,5.1,1.65,10869,32607000,1000000,RANGING,Bull,Bull,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-107607.29854605324,-0.031372847574068836,-4800307.7158135995,NO,752653,2257959000.0,0.27,273692133,2753165000,False,-0.8,1667106,177147234,531441702000.0,95792246,0.42,0.27,RETAIL_DOMINANT,273692133,reported,2753165000,8259495264256,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,48.84,24.423
BSIM,Perbankan,880,1.9,HINDARI,LOW_LIQ,Macro_Defensive- | MACD+OBV** | RSI42* | OBV+Trend | Entry* | KC-LO,12,41.9,10.4,25.0,UP,100,-93.7,BELOW,CONTINUATION,NONE,BEARISH,5.8,865,915,826,969,1036,1103,6.1,10.1,1.66,18518,16295840,1000000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-964.8718830030411,-0.2633971411627889,-127224.60317460308,NO,17750756,15620665280.0,0.22,7889225224,19716162403,False,-1.8,82023,5110245640,4497016163200.0,2761228828,0.35,0.22,RETAIL_DOMINANT,7889225224,reported,19716162403,17350221889536,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,43.98,-15.764
NISP,Perbankan,1345,1.8,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | ADX26 | MACD* | RSI43*,11,43.0,26.5,30.8,UP,100,-43.6,BELOW,CONTINUATION,NONE,BEARISH,14.9,1305,1455,1304,1414,1466,1518,3.0,5.1,1.7,24390,32804550,1000000,RANGING,Bear,Bull,DISTRIBUTION,80,"VPT_FALLING, CMF_NEGATIVE",-2486264.9528380134,-0.22662797861636774,-29799349.607843034,NO,5982584,8046575480.0,0.17,3418619796,22945296972,False,-3.2,6416503,2216120284,2980681781980.0,1196516928,0.27,0.17,RETAIL_DOMINANT,3418619796,reported,22945296972,30861424590848,0.0,NEUTRAL,4,0.0,TIDAK DIUJI,-0.32,-0.8,43.82,-16.311
BVIC,Perbankan,104,1.8,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | MACD* | RSI40 | BullDiv,11,39.9,21.4,0.0,UP,100,-101.4,BELOW,CONTINUATION,BULLISH_DIV,BEARISH,9.5,104,112,99,112,118,124,4.8,7.7,1.6,200000,20800000,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-36398.375323817134,-0.06187919629133662,-1673647.1428571418,NO,11592537,1205623848.0,0.27,4215468193,18419418828,False,-0.8,2626263,2728461789,283760026056.0,1475413867,0.42,0.27,RETAIL_DOMINANT,4215468193,reported,18419418828,1915619639296,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,41.41,-0.74
MBMA,Energi & Tambang,680,0.7,HINDARI,F,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | News_BULLISH*** | RSI43* | Stoch23UP,10,43.2,11.2,23.3,DN,90,-127.5,BELOW,REVERSAL,NONE,BEARISH,16.5,660,780,627,768,833,899,7.8,12.9,1.65,18867,12829560,1000000,RANGING,Bear,Bull,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",15632664.565185785,-0.2344875129897034,-713116675.4761901,NO,35178158,23921147440.0,0.27,12792057487,107995419900,False,-0.8,168375856,8279659209,5630168262120.0,4477220120,0.42,0.27,RETAIL_DOMINANT,12792057487,reported,107995419900,73436885942272,0.45,POSITIVE,3,0.0,TIDAK DIUJI,-0.32,-0.8,39.23,-9.487
ISAT,Teknologi & Telco,2010,0.8,HINDARI,F,Macro_Defensive- | Sector_COLD- | PER_Murah* | RSI43* | Stoch38UP | Vol UP,10,43.3,18.7,37.7,DN,90,-103.2,BELOW,CONTINUATION,NONE,BEARISH,11.3,1955,2170,1915,2168,2286,2405,4.7,7.9,1.68,10526,21157260,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-209433.76847881172,-0.018045731831185973,-2985619.1464091428,NO,23039818,46310034180.0,0.27,8378115670,32250810956,False,-0.8,13798606,5422735368,10899698089680.0,2932340484,0.42,0.27,RETAIL_DOMINANT,8378115670,reported,32250810956,64824130142208,0.0,NEUTRAL,2,0.0,TIDAK DIUJI,-0.32,-0.8,38.5,-43.966
HRUM,Energi & Tambang,995,1.4,HINDARI,F,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | MACD+OBV** | RSI44* | Stoch24UP,9,44.4,10.0,23.8,UP,100,-58.3,BELOW,CONTINUATION,NONE,BEARISH,9.9,975,1075,950,1071,1127,1184,4.5,7.6,1.69,22222,22110890,1000000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-858075.8978672558,-0.35319335314481254,-119664957.85714287,NO,5226353,5200221235.0,0.22,2322823974,13148556400,False,-1.8,17636546,1504609231,1497086184845.0,812988390,0.35,0.22,RETAIL_DOMINANT,2322823974,reported,13148556400,13082813267968,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,41.23,-15.366
MLPL,Konglomerat & Investasi,100,1.4,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | RS_Strong* | MACD+OBV** | RSI46*,9,46.3,20.8,28.6,UP,100,0.5,BELOW,CONTINUATION,NONE,BEARISH,26.7,91,113,93,112,122,131,7.0,12.0,1.71,142857,14285700,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",10713253.79440862,-0.16702404390244432,-151322255.23809528,NO,3172166,317216600.0,0.27,1153515132,467942000,False,-0.8,42028366,746612670,74661267000.0,403730296,0.42,0.27,RETAIL_DOMINANT,1153515132,reported,467942000,1561336086528,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,47.47,0.915
INTP,Industri Dasar & Logam,5250,1.4,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | MACD* | RSI42*,9,41.6,18.7,28.6,UP,86,-44.7,BELOW,CONTINUATION,NONE,BEARISH,10.9,5025,5575,5018,5636,5926,6215,4.4,7.4,1.68,4310,22627500,1000000,TRENDING,Bear,Bear,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",41367.034582424414,-0.17862488767675816,-4527331.861471862,NO,2540390,13337047500.0,0.27,923778357,3305110399,False,-0.8,1187473,597915543,3139056600750.0,323322424,0.42,0.27,RETAIL_DOMINANT,923778357,reported,3305110399,17351829356544,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-0.32,-0.8,43.24,-80.723
KLBF,Kesehatan,875,0.7,HINDARI,F,Macro_Defensive- | Sector_COLD- | PER_Murah* | ADX28 | Stoch10UP | Vol UP,9,26.5,28.4,10.3,DN,100,-211.7,BELOW,NONE,NONE,BEARISH,14.0,875,990,839,935,980,1025,4.1,6.9,1.68,27777,24304875,1000000,TRENDING,Bear,Bear,DISTRIBUTION,80,"VPT_FALLING, CMF_NEGATIVE",-4152210.4528444707,-0.3676810398879482,-303940488.37662315,NO,31580107,27632593625.0,0.17,18045775921,45286528610,False,-3.2,43957963,11698174242,10235902461750.0,6316021572,0.27,0.17,RETAIL_DOMINANT,18045775921,reported,45286528610,39625712205824,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-0.32,-0.8,26.55,-27.8
RMKE,Energi & Tambang,3200,2.9,HINDARI,F,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RS_Strong* | MACD+OBV** | RSI47*,9,46.8,21.1,58.9,UP,100,31.2,BELOW,CONTINUATION,NONE,BEARISH,29.1,2680,3560,2947,3621,3937,4253,7.9,13.2,1.67,3952,12646400,1000000,TRENDING,Bear,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",2302878.5687993076,0.12197646558011806,23495123.245487034,NO,12544000,40140800000.0,0.7,1792000000,4375000000,False,0.8,13646410,1152256000,3687219200000.0,627200000,1.09,0.7,RETAIL_DOMINANT,1792000000,reported,4375000000,14000000598016,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-0.32,-0.8,44.97,-83.957
BRMS,Energi & Tambang,820,1.3,HINDARI,F,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RS_Strong* | MACD+OBV** | RSI46*,8,46.1,18.8,21.4,UP,89,-5.8,BELOW,CONTINUATION,NONE,BEARISH,26.3,730,905,750,937,1024,1111,8.5,14.3,1.68,14285,11713700,1000000,TRENDING,Bear,Bull,NEUTRAL,50,AD_FALLING,99691106.9867388,-0.060803993157404514,-776648074.2116656,NO,123897983,101596346060.0,0.5,24779596730,25570150644,False,0.0,413592230,15982839892,13105928711440.0,8672858855,0.78,0.5,RETAIL_DOMINANT,24779596730,reported,25570150644,116262910820352,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-0.32,-0.8,44.68,2.639
WEGE,Infrastruktur & Konstruksi,57,1.3,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | MACD+OBV** | RSI45* | OBV+Trend,8,45.4,19.8,25.0,UP,100,-22.1,BELOW,CONTINUATION,NONE,BEARISH,9.5,54,59,53,63,68,72,7.0,10.5,1.5,250000,14250000,1000000,RANGING,Bear,Bear,NEUTRAL,50,"VOL_SPIKE_STABLE, VPT_RISING, CMF_NEGATIVE, AD_FALLING",235389.06335827708,-0.12442766364715455,-20137666.666666687,YES,11573505,659689785.0,0.5,2314701040,9572000000,False,0.0,6520026,1492982171,85099983747.0,810145364,0.78,0.5,RETAIL_DOMINANT,2314701040,reported,9572000000,545603977216,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,45.4,-0.615
PPRE,Infrastruktur & Konstruksi,118,1.3,HINDARI,F,Macro_Defensive- | Sector_COLD- | PBV_Murah | MACD+OBV** | RSI40* | OBV+Trend,8,40.3,18.8,39.0,UP,100,-10.2,BELOW,CONTINUATION,NONE,BEARISH,62.4,95,157,99,149,173,196,16.1,26.3,1.63,52631,6210458,1000000,TRENDING,Bear,Bear,NEUTRAL,50,AD_FALLING,406027159.5438403,-0.018755909473921202,-91752335.39099433,NO,11223431,1324364858.0,0.5,2244686347,10116212300,False,0.0,172228316,1447822695,170843078010.0,785640221,0.78,0.5,RETAIL_DOMINANT,2244686347,reported,10116212300,1193713074176,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-0.32,-0.8,42.08,-8.665
GIAA,Transportasi & Logistik,70,1.3,HINDARI,F,Macro_Defensive- | Sector_COLD- | MACD+OBV** | RSI43* | OBV+Trend | Entry*,8,43.4,15.9,16.7,UP,100,-57.1,BELOW,CONTINUATION,NONE,BEARISH,12.8,68,76,65,79,85,92,7.1,12.9,1.82,200000,14000000,1000000,TRENDING,Bear,Bear,NEUTRAL,50,AD_FALLING,4294692.502313107,-0.2354465793617333,-795685474.7619042,NO,1610393716,112727560120.0,0.5,322078743325,25886576253,False,0.0,248506090,207740789446,14541855261220.0,112727560163,0.78,0.5,RETAIL_DOMINANT,322078743325,reported,25886576253,28496420143104,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-0.32,-0.8,43.38,-1.139
PTPP,Infrastruktur & Konstruksi,246,0.5,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | ADX36X | MACD* | CCI-OS,8,29.3,36.2,0.0,UP,100,-117.9,BELOW,NONE,NONE,BEARISH,20.1,246,292,232,270,288,306,5.7,9.8,1.72,71428,17571288,1000000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-2444074.6150290146,-0.18259154771413802,-28999871.111111104,NO,6797210,1672113660.0,0.22,3020982620,6185341454,False,-1.8,7280213,1956841494,481383007524.0,1057343916,0.35,0.22,RETAIL_DOMINANT,3020982620,reported,6185341454,1521594007552,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-0.32,-0.8,30.83,-14.157
HOKI,Consumer & Retail,66,1.3,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | MACD+OBV** | RSI41* | OBV+Trend,8,41.3,17.6,12.5,UP,100,-48.9,BELOW,CONTINUATION,NONE,BEARISH,9.9,65,71,63,72,76,80,4.5,9.1,2.02,333333,21999978,1000000,RANGING,Bear,Bear,NEUTRAL,50,"VOL_SPIKE_STABLE, VPT_RISING, VOL_SPIKE_DOWN, AD_FALLING",5488180.2693037465,-0.08710910878310336,-51032993.333333254,YES,14798251,976684566.0,0.5,2959650325,9677752680,False,0.0,29412483,1908974461,125992314426.0,1035877613,0.78,0.5,RETAIL_DOMINANT,2959650325,reported,9677752680,638731681792,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-0.32,-0.8,41.28,-0.187
NELY,Transportasi & Logistik,328,2.6,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | MACD+OBV** | RSI36,7,36.2,16.3,37.9,UP,100,-216.0,BELOW,CONTINUATION,NONE,BEARISH,7.9,328,352,302,371,404,436,7.9,13.1,1.66,38461,12615208,1000000,TRENDING,Bear,Bear,ACCUMULATION,40,"VPT_RISING, AD_RISING",45206.96960468404,-0.04447743693666346,189287.48114630475,NO,350220,114872160.0,0.7,50031500,2350000000,False,0.8,822106,32170255,10551843640.0,17511025,1.09,0.7,RETAIL_DOMINANT,50031500,reported,2350000000,770800025600,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,36.23,-7.839
ADHI,Infrastruktur & Konstruksi,182,0.9,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | ADX26 | MACD* | RSI36,7,36.4,26.3,27.3,UP,100,-106.4,BELOW,CONTINUATION,NONE,BEARISH,11.4,175,196,173,196,207,218,4.9,7.7,1.57,111111,20222202,1000000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-1052107.0117137432,-0.17871630376067638,-26897164.761904836,NO,6735818,1225918876.0,0.22,2993697329,8407608979,False,-1.8,7959543,1939167446,352928475172.0,1047794065,0.35,0.22,RETAIL_DOMINANT,2993697329,reported,8407608979,1530184859648,0.15,POSITIVE,2,0.0,TIDAK DIUJI,-0.32,-0.8,35.16,-6.708
SMRA,Properti & Real Estate,302,1.1,HINDARI,F,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | ADX34X | Vol UP,7,29.6,34.2,0.0,DN,100,-268.0,BELOW,NONE,BULLISH_DIV,BEARISH,11.3,302,344,291,321,335,348,3.6,6.3,1.75,90909,27454518,1000000,TRENDING,Bear,Bear,DISTRIBUTION,80,"VOL_SPIKE_DOWN, VPT_FALLING",-4383816.077083563,-0.3064462263703445,-198969736.66666675,YES,16802709,5074418118.0,0.17,9601548443,16508568358,False,-3.2,28888070,6224203779,1879709541258.0,3360541955,0.27,0.17,RETAIL_DOMINANT,9601548443,reported,16508568358,4985587761152,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,31.99,-8.209
ICBP,Consumer & Retail,6900,1.0,HINDARI,F,Macro_Defensive- | Sector_COLD- | PER_Murah* | ADX34X | RSI35 | Stoch19UP,6,35.0,33.6,18.8,DN,100,-209.1,BELOW,CONTINUATION,NONE,BEARISH,9.5,6825,7525,6700,7234,7484,7734,2.9,4.8,1.66,5000,34500000,1000000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, AD_FALLING",-312463.27105406346,-0.23138362346575433,-21383508.80952382,NO,5108003,35245220700.0,0.22,2270223630,11661908000,False,-1.8,4629406,1470537357,10146707763300.0,794578270,0.35,0.22,RETAIL_DOMINANT,2270223630,reported,11661908000,80467168591872,-0.15,NEGATIVE,2,0.0,TIDAK DIUJI,-0.32,-0.8,31.07,-131.831
DEWA,Energi & Tambang,500,0.3,HINDARI,F,Macro_Defensive- | Sector_COLD- | PER_Murah* | RS_Strong* | RSI48* | OBV+Trend,5,47.6,22.4,14.4,DN,97,-31.1,BELOW,REVERSAL,BEARISH_DIV,BEARISH,29.6,436,580,458,570,622,675,8.4,14.0,1.67,23809,11904500,1000000,RANGING,Bear,Bull,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",323079301.23568153,-0.10684787986997867,-1770706401.4980774,NO,77226675,38613337500.0,0.27,28082427303,40687434244,False,-0.8,722316813,18176351072,9088175536000.0,9828849556,0.42,0.27,RETAIL_DOMINANT,28082427303,reported,40687434244,20343718674432,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,44.92,10.685
SMDR,Transportasi & Logistik,344,0.8,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | News_BULLISH*** | MACD*,5,41.7,13.7,22.2,UP,100,-51.6,BELOW,CONTINUATION,NONE,BEARISH,11.4,332,368,327,372,392,413,4.9,8.1,1.65,58823,20235112,1000000,RANGING,Bear,Bull,NEUTRAL,50,"VPT_RISING, AD_FALLING",1493225.1729997098,-0.04474326321068105,-23553548.253968254,NO,20635712,7098684928.0,0.5,4127142468,16375600000,False,0.0,20595006,2662006893,915730371192.0,1444499863,0.78,0.5,RETAIL_DOMINANT,4127142468,reported,16375600000,5633206648832,0.3,POSITIVE,1,0.0,TIDAK DIUJI,-0.32,-0.8,45.62,-1.11
SMDR,Transportasi & Logistik,344,0.8,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | News_BULLISH*** | MACD*,5,41.7,13.7,22.2,UP,100,-51.6,BELOW,CONTINUATION,NONE,BEARISH,11.4,332,368,327,372,392,413,4.9,8.1,1.65,58823,20235112,1000000,RANGING,Bear,Bull,NEUTRAL,50,"VPT_RISING, AD_FALLING",1493225.1729997098,-0.04474326321068105,-23553548.253968254,NO,20635712,7098684928.0,0.5,4127142468,16375600000,False,0.0,20595006,2662006893,915730371192.0,1444499863,0.78,0.5,RETAIL_DOMINANT,4127142468,reported,16375600000,5633206648832,0.3,POSITIVE,1,0.0,TIDAK DIUJI,-0.32,-0.8,45.62,-1.11
NIKL,Industri Dasar & Logam,284,0.8,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | MACD+OBV** | RSI41* | OBV+Trend,5,41.0,18.6,14.8,UP,100,-18.0,BELOW,CONTINUATION,NONE,BEARISH,16.9,276,314,262,321,349,377,7.7,13.0,1.69,45454,12908936,1000000,TRENDING,Bear,Bear,NEUTRAL,50,AD_FALLING,540462.5202088095,-0.29809341958622765,-13904441.962481946,NO,3142075,892349300.0,0.5,628415084,2523350000,False,0.0,1953273,405327730,115113075320.0,219945279,0.78,0.5,RETAIL_DOMINANT,628415084,reported,2523350000,716631375872,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,40.98,-5.131
BMHS,Kesehatan,185,2.1,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | MACD+OBV** | RSI47* | OBV+Trend,4,46.7,13.4,33.3,UP,100,-18.8,ABOVE,CONTINUATION,NONE,BEARISH,7.6,180,196,177,199,209,220,4.3,7.6,1.77,125000,23125000,1000000,RANGING,Bear,Bear,ACCUMULATION,40,"AD_RISING, VWAP_ABOVE_DELTA_POS, VPT_FALLING",-40300.98672167957,0.13977529205797748,4803325.238095224,NO,14315826,2648427810.0,0.7,2045118059,8603416176,False,0.8,1474963,1315010913,243277018905.0,715791320,1.09,0.7,RETAIL_DOMINANT,2045118059,reported,8603416176,1591632068608,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,46.66,-1.086
SMMA,Konglomerat & Investasi,14000,0.7,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | News_BULLISH*** | ADX26 | RSI44* | Stoch32UP,4,44.2,26.4,31.7,DN,100,-64.5,BELOW,CONTINUATION,NONE,BEARISH,16.7,13750,15875,13506,14823,15440,16057,3.5,5.9,1.69,2024,28336000,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-927.9158315455315,0.11172170984128546,-340.46840958611574,NO,259514,3633196000.0,0.27,94368791,142474368,False,-0.8,10113,61080201,855122814000.0,33029076,0.42,0.27,RETAIL_DOMINANT,94368791,reported,142474368,89147305885696,0.3,POSITIVE,1,0.0,TIDAK DIUJI,-0.32,-0.8,40.66,-173.41
