Ticker,Sektor,Harga,Skor,Sinyal,Strength,Konfirmasi,Confidence%,RSI,ADX,Stoch,MACD,Volume,CCI,VWAP_Signal,Pattern,Divergence,Ichimoku,BB_Width%,Support,Resistance,Stop_Loss,Target_1,Target_2,Target_3,Risk%,Reward%,RRR,Position_Shares,Position_IDR,Risk_Amount,Regime,Weekly_Trend,Monthly_Trend,MM_Activity,MM_Confidence,MM_Signals,VPT_Trend,CMF_Signal,AD_Trend,Volume_Spike,MM_Shares,MM_Value_IDR,MM_Float_Pct,MM_Float_Shares,MM_Shares_Outstanding,MM_Float_Estimated,MM_Intensity,MM_Volume_Base,Retail_Shares,Retail_Value_IDR,Institutional_Shares,MM_vs_Retail_Ratio,MM_vs_Float_Ratio,Dominance,Float_Shares,Float_Source,Shares_Outstanding,Market_Cap_IDR,Sentiment_Score,Sentiment_Label,News_Count,AI_Win_Prob%,AI_Verdict,IHSG_Change,USD_Change,RSI_1d,MACD_1d
ACES,Consumer & Retail,386,7.0,PANTAU,D,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Pullback_EMA21** | Price>EMA21,53,55.3,28.3,65.5,UP,79,75.0,ABOVE,CONTINUATION,NONE,BULLISH,15.4,350,396,372,410,427,445,3.6,6.2,1.72,71428,27571208,1000000,RANGING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",3054536.54398393,-0.21795625162977292,-176512515.0,NO,34232219,13213636534.0,0.5,6846443841,17120389700,False,0.0,40928443,4415956278,1704559123308.0,2396255344,0.78,0.5,RETAIL_DOMINANT,6846443841,reported,17120389700,6608470409216,0.0,NEUTRAL,5,100.0,🟢 SANGAT AMAN,-0.32,-0.8,58.25,1.11
ALII,Pantauan Khusus (High Volatility),985,6.9,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RS_Strong* | EMA+HMA** | ADX30,53,64.9,30.0,66.7,UP,100,132.3,ABOVE,CONTINUATION,NONE,BULLISH,51.0,670,1030,886,1150,1274,1397,10.1,16.8,1.66,10101,9949485,1000000,RANGING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",5013291.997137733,0.05664268422400807,4704728.959627328,YES,22357740,22022373900.0,0.7,3193962956,15825800000,False,0.8,3502663,2053718182,2022912409270.0,1117887034,1.09,0.7,RETAIL_DOMINANT,3193962956,reported,15825800000,15588412882944,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,66.22,44.259
TSPC,Kesehatan,2450,6.6,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | ADX38X | MACD+OBV**,51,45.5,38.0,42.9,UP,100,72.7,ABOVE,CONTINUATION,NONE,BEARISH,4.1,2380,2500,2381,2564,2650,2736,2.8,4.7,1.68,14492,35505400,1000000,TRENDING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",4594.869215648825,-0.2297587278844555,-3824351.428571428,NO,2130234,5219073300.0,0.5,426046880,4509864300,False,0.0,1412703,274800238,673260583100.0,149116408,0.78,0.5,RETAIL_DOMINANT,426046880,reported,4509864300,11049168273408,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,42.18,-38.559
DMMX,Teknologi & Telco,220,4.9,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | RS_Strong* | MACD+OBV** | RSI46* | BB+Sup*,49,45.8,16.9,45.0,UP,100,28.6,ABOVE,CONTINUATION,NONE,BULLISH,21.2,195,232,205,246,265,285,6.8,11.8,1.74,66666,14666520,1000000,TRENDING,Bear,Bear,ACCUMULATION,60,"CMF_POSITIVE, AD_RISING",367358.3756755291,0.29120267160770713,3864435.497835502,NO,20815994,4579518680.0,0.8,2601999359,7259435200,False,1.8,732173,1670483590,367506389800.0,910699775,1.25,0.8,RETAIL_DOMINANT,2601999359,reported,7259435200,1597075750912,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,50.36,-2.399
BNLI,Konglomerat & Investasi,3250,7.0,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | RS_Strong* | Pullback_EMA21** | Price>EMA21 | ADX25,46,49.7,25.4,57.3,UP,100,48.5,BELOW,CONTINUATION,NONE,BULLISH,33.7,2632,3400,3021,3632,3919,4206,7.0,11.8,1.69,4366,14189500,1000000,TRENDING,Bear,Bear,ACCUMULATION,40,"VPT_RISING, AD_RISING",29347.27646989006,0.06663093970486668,83373.28162578194,YES,187419,609111750.0,0.7,26774171,26880234,False,0.8,80403,17215793,55951327250.0,9370959,1.09,0.7,RETAIL_DOMINANT,26774171,reported,26880234,117589258797056,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,56.26,16.246
GLVA,Teknologi & Telco,344,5.8,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Pullback_EMA21** | Price>EMA21,45,51.8,18.2,61.1,UP,100,87.7,ABOVE,CONTINUATION,NONE,BULLISH,9.1,324,348,323,379,405,431,6.1,10.2,1.67,47619,16380936,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VWAP_ABOVE_DELTA_POS, CMF_NEGATIVE, AD_FALLING",9473.61678868148,-0.18440267034378208,-116689.19413919467,NO,1658745,570608280.0,0.27,603180000,1500000000,False,-0.8,33310,390408255,134300439720.0,211113000,0.42,0.27,RETAIL_DOMINANT,603180000,reported,1500000000,515999989760,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,48.71,-0.871
HEAL,Kesehatan,1200,4.3,TUNGGU,E,Macro_Defensive- | Sector_COLD- | MACD+OBV** | RSI42* | Stoch50UP | Vol+OBV*,44,42.5,12.0,50.0,UP,100,-32.2,BELOW,CONTINUATION,NONE,BEARISH,10.1,1185,1315,1139,1302,1379,1455,5.1,8.5,1.67,16393,19671600,1000000,RANGING,Bear,Bear,ACCUMULATION,60,"VPT_RISING, CMF_POSITIVE, VWAP_BELOW_DELTA_NEG",98773.55690142838,0.3369961652181229,56949665.20074697,NO,65524098,78628917600.0,0.8,8190512329,15365950000,False,1.8,10004263,5258308916,6309970699200.0,2866679315,1.25,0.8,RETAIL_DOMINANT,8190512329,reported,15365950000,18439139753984,0.14,POSITIVE,5,100.0,🟢 SANGAT AMAN,-0.32,-0.8,41.2,-23.852
ERAA,Consumer & Retail,414,6.7,PANTAU,D,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Price>EMA21,44,65.3,19.8,95.8,UP,80,94.7,ABOVE,BREAKOUT,NONE,BULLISH,17.3,360,414,400,438,455,473,3.4,5.8,1.71,71428,29571192,1000000,RANGING,Bull,Bear,ACCUMULATION,40,"VPT_RISING, VWAP_ABOVE_DELTA_POS, AD_FALLING",2326172.2271584007,-0.036139217731893845,-108531920.23809493,NO,48465084,20064544776.0,0.7,6923583486,15783484900,False,0.8,43510343,4451864182,1843071771348.0,2423254220,1.09,0.7,RETAIL_DOMINANT,6923583486,reported,15783484900,6534362300416,0.0,NEUTRAL,0,100.0,🟢 SANGAT AMAN,-0.32,-0.8,58.85,3.817
INDY,Energi & Tambang,3760,5.6,PANTAU,D,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RS_Strong* | EMA* | MACD+OBV**,44,55.4,14.9,54.7,UP,88,72.5,ABOVE,CONTINUATION,NONE,BULLISH,20.5,3170,3880,3476,4233,4587,4942,7.6,12.6,1.66,3521,13238960,1000000,RANGING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, VWAP_ABOVE_DELTA_POS, AD_FALLING",8578185.64721869,-0.10611634831873279,-75824008.65640241,YES,10413968,39156519680.0,0.7,1487709777,5202692000,False,0.8,22219930,956597388,3596806178880.0,520698421,1.09,0.7,RETAIL_DOMINANT,1487709777,reported,5202692000,19562122706944,-0.03,NEUTRAL,2,100.0,🟢 SANGAT AMAN,-0.32,-0.8,53.51,53.182
HAIS,Transportasi & Logistik,196,5.4,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | News_BULLISH*** | ADX37X,44,42.2,37.3,42.9,DN,100,-170.0,BELOW,CONTINUATION,BULLISH_DIV,BEARISH,4.8,194,202,190,206,214,222,3.1,5.1,1.65,166666,32666536,1000000,RANGING,Bear,Bear,NEUTRAL,50,"AD_RISING, VPT_FALLING",-111725.23939648364,0.0005459796971032682,91293.33333332837,NO,2624149,514333204.0,0.5,524829800,2626250000,False,0.0,2227543,338515221,66348983316.0,183690430,0.78,0.5,RETAIL_DOMINANT,524829800,reported,2626250000,514745008128,0.45,POSITIVE,5,0.0,TIDAK DIUJI,-0.32,-0.8,38.05,-1.529
ADRO,Energi & Tambang,2510,5.0,PANTAU,D,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | Pullback_EMA21** | EMA+HMA**,43,54.1,21.1,68.2,DN,72,15.0,ABOVE,CONTINUATION,NONE,BEARISH,8.5,2410,2620,2422,2657,2767,2878,3.5,5.9,1.69,11363,28521130,1000000,RANGING,Bull,Bull,DISTRIBUTION,60,"VWAP_ABOVE_DELTA_POS, VPT_FALLING, CMF_NEGATIVE",-4804468.49739635,-0.24128165596682705,-391783698.6075036,NO,26167985,65681642350.0,0.22,11630215568,28800494200,False,-1.8,85468473,7533472135,18909015058850.0,4070575448,0.35,0.22,RETAIL_DOMINANT,11630215568,reported,28800494200,72289240481792,0.0,NEUTRAL,1,100.0,🟢 SANGAT AMAN,-0.32,-0.8,54.06,28.436
SMBR,Industri Dasar & Logam,228,6.6,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | MACD+OBV** | RSI49*,42,48.6,23.9,50.0,UP,100,23.4,BELOW,REVERSAL,NONE,BULLISH,13.4,214,238,214,252,269,287,6.1,10.5,1.72,71428,16285584,1000000,TRENDING,Bear,Bear,ACCUMULATION,40,"VPT_RISING, AD_RISING",2089436.520216428,0.07849422630949383,8801848.98989898,NO,16755490,3820251720.0,0.7,2393641450,9932534336,False,0.8,5230023,1539111453,350917411284.0,837774507,1.09,0.7,RETAIL_DOMINANT,2393641450,reported,9932534336,2264617975808,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,42.36,-3.166
PMUI,Pantauan Khusus (High Volatility),102,4.8,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | RS_Strong* | ADX37X | MACD+OBV**,42,45.8,37.1,36.4,UP,100,80.7,BELOW,CONTINUATION,NONE,BEARISH,27.1,90,109,92,119,132,144,9.8,16.7,1.7,100000,10200000,1000000,TRENDING,Bear,Bear,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",6136695.16303218,-0.3571933858833696,-42721316.44540645,NO,3190000,325380000.0,0.27,1160000000,5800000000,False,-0.8,4565450,750810000,76582620000.0,406000000,0.42,0.27,RETAIL_DOMINANT,1160000000,reported,5800000000,591600025600,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,43.98,-0.224
CFIN,Perbankan,338,6.2,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | ADX27 | MACD+OBV** | RSI51*,41,51.3,27.0,26.7,UP,100,31.3,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,7.9,328,352,328,355,368,381,3.0,5.0,1.67,100000,33800000,1000000,RANGING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",274670.4463741934,0.30636248378263525,13188630.0,NO,13531072,4573502336.0,0.7,1933010409,3984520457,False,0.8,2092600,1242925694,420108884572.0,676553643,1.09,0.7,RETAIL_DOMINANT,1933010409,reported,3984520457,1346767945728,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,55.65,4.642
PNBN,Perbankan,1020,6.2,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | RS_Strong* | News_BEARISH--- | Pullback_EMA21**,41,55.0,30.7,44.1,UP,100,108.6,BELOW,CONTINUATION,NONE,BEARISH,14.8,935,1080,981,1086,1135,1184,3.8,6.5,1.71,25641,26153820,1000000,RANGING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",3750981.2374804057,-0.09954319144957653,-4694501.709401712,YES,18164635,18527927700.0,0.5,3632927088,24071873098,False,0.0,4823616,2343237973,2390102732460.0,1271524480,0.78,0.5,RETAIL_DOMINANT,3632927088,reported,24071873098,24553310912512,-0.27,NEGATIVE,4,0.0,TIDAK DIUJI,-0.32,-0.8,53.16,3.391
ADMR,Energi & Tambang,1890,4.5,PANTAU,D,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | MACD+OBV** | RSI49* | Stoch57UP,40,49.4,11.3,57.4,UP,100,14.5,ABOVE,CONTINUATION,NONE,BEARISH,17.4,1715,2020,1793,2052,2173,2295,5.1,8.6,1.69,10309,19484010,1000000,RANGING,Bull,Bull,DISTRIBUTION,60,"VWAP_ABOVE_DELTA_POS, VPT_FALLING, CMF_NEGATIVE",-4044608.332189679,-0.2471947969707616,-340873498.92128927,NO,13783069,26050000410.0,0.22,6125808552,40882331500,False,-1.8,57626453,3967992490,7499505806100.0,2144032993,0.35,0.22,RETAIL_DOMINANT,6125808552,reported,40882331500,77267610894336,0.0,NEUTRAL,2,100.0,🟢 SANGAT AMAN,-0.32,-0.8,48.48,-16.736
DGNS,Kesehatan,276,3.7,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | News_BULLISH*** | RSI41* | Stoch39UP,40,41.1,18.2,39.1,DN,100,-113.5,BELOW,REVERSAL,NONE,BEARISH,13.2,266,304,254,312,339,367,8.0,13.0,1.62,45454,12545304,1000000,RANGING,Bull,Bull,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-56871.500053822994,-0.06546734688574284,-713461.1721611731,NO,789731,217965756.0,0.27,287175000,1250000000,False,-0.8,1892666,185874019,51301229244.0,100511250,0.42,0.27,RETAIL_DOMINANT,287175000,reported,1250000000,344999985152,0.38,POSITIVE,5,0.0,TIDAK DIUJI,-0.32,-0.8,31.51,-5.593
META,Infrastruktur & Konstruksi,238,3.8,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | Pullback_EMA21** | EMA* | ADX100XX,40,100.0,100.0,,DN,100,0.0,BELOW,CONTINUATION,NONE,BEARISH,0.0,238,238,238,238,238,238,0.0,0.0,0.0,0,0,0,RANGING,Bull,Bull,NEUTRAL,50,NEUTRAL,0.0,0.0,0.0,NO,21656567,5154262946.0,0.5,4331313548,17325254193,True,0.0,0,2793697240,664899943120.0,1515959741,0.78,0.5,RETAIL_DOMINANT,4331313548,proxy,17325254193,4123410563072,0.03,NEUTRAL,5,0.0,TIDAK DIUJI,-0.32,-0.8,100.0,0.001
ENRG,Energi & Tambang,1710,3.6,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | ADX26 | MACD+OBV** | RSI49*,39,48.8,26.2,28.8,UP,100,6.5,BELOW,CONTINUATION,NONE,BEARISH,35.3,1500,2090,1532,2007,2230,2453,10.4,17.4,1.67,5617,9605070,1000000,TRENDING,Bull,Bull,NEUTRAL,50,"VPT_RISING, AD_FALLING",27827396.584963024,-0.047920256737915945,-376536071.2169416,NO,3533786,6042774060.0,0.64,548791976,26346230250,False,0.0,176689343,353180999,603939508290.0,192077191,1.0,0.64,RETAIL_DOMINANT,548791976,reported,26346230250,45052051062784,-0.15,NEGATIVE,2,100.0,🟢 SANGAT AMAN,-0.32,-0.8,58.01,91.657
AREA,Pantauan Khusus (High Volatility),324,5.2,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | News_BULLISH*** | ADX31X | MACD+OBV** | RSI43*,38,43.4,31.0,42.1,UP,100,-6.2,BELOW,REVERSAL,NONE,BEARISH,21.4,296,346,297,369,402,435,8.3,13.9,1.67,37037,11999988,1000000,TRENDING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",277003.8268229461,-0.0647528390805415,-826031.4653514656,NO,2550013,826204212.0,0.5,510002673,2539601000,False,0.0,439226,328951725,106580358900.0,178500935,0.78,0.5,RETAIL_DOMINANT,510002673,reported,2539601000,822830694400,0.18,POSITIVE,5,0.0,TIDAK DIUJI,-0.32,-0.8,38.97,-4.725
RIGS,Infrastruktur & Konstruksi,690,5.0,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | News_BULLISH*** | MACD+OBV**,38,47.9,10.1,42.1,UP,100,5.8,ABOVE,CONTINUATION,NONE,BEARISH,6.8,655,700,653,752,798,844,5.4,9.0,1.67,27027,18648630,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VWAP_ABOVE_DELTA_POS, VPT_FALLING, AD_FALLING",-8619.497665534058,-0.1657395431119868,-401172.564102564,NO,325959,224911710.0,0.27,118530607,609130000,False,-0.8,100263,76718936,52936065840.0,41485712,0.42,0.27,RETAIL_DOMINANT,118530607,reported,609130000,420299702272,0.3,POSITIVE,5,0.0,TIDAK DIUJI,-0.32,-0.8,43.21,-5.315
JSMR,Infrastruktur & Konstruksi,3210,4.9,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | VCP_Setup** | MACD+OBV**,37,46.8,22.1,62.1,UP,70,31.6,BELOW,CONTINUATION,NONE,BULLISH,12.0,3000,3290,3116,3366,3483,3600,2.9,4.9,1.69,10638,34147980,1000000,TRENDING,Bear,Bear,DISTRIBUTION,40,"AD_FALLING, VWAP_BELOW_DELTA_NEG",170067.38255191268,0.01580655417152652,-314085.1082251221,NO,4352490,13971492900.0,0.27,1582723973,7257871199,False,-0.8,3940020,1024418093,3288382078530.0,553953390,0.42,0.27,RETAIL_DOMINANT,1582723973,reported,7257871199,23297766981632,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,46.79,-7.565
KAEF,Consumer & Retail,498,4.8,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | RS_Strong* | Pullback_EMA21** | Price>EMA21,37,53.5,39.8,48.0,UP,100,51.5,BELOW,CONTINUATION,NONE,BEARISH,22.5,450,535,475,537,566,595,4.6,7.8,1.7,43478,21652044,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_RISING, AD_FALLING, VWAP_BELOW_DELTA_NEG",222922.09443757043,-0.05276830817733825,-1048437.8552971575,NO,1558060,775913880.0,0.27,566567368,5566589577,False,-0.8,645280,366710730,182621943540.0,198298578,0.42,0.27,RETAIL_DOMINANT,566567368,reported,5566589577,2772161527808,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,53.52,8.756
JKON,Infrastruktur & Konstruksi,76,4.9,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | News_BEARISH--- | Pullback_EMA21**,37,53.2,28.2,40.0,UP,100,116.9,BELOW,CONTINUATION,NONE,BEARISH,11.4,71,78,72,83,89,94,5.3,9.2,1.74,250000,19000000,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",3955288.83660936,-0.23450504784491016,-57047738.09523821,YES,17400742,1322456392.0,0.27,6327542620,16308519860,False,-0.8,16591063,4095501961,311258149036.0,2214639917,0.42,0.27,RETAIL_DOMINANT,6327542620,reported,16308519860,1239447502848,-0.18,NEGATIVE,2,0.0,TIDAK DIUJI,-0.32,-0.8,50.21,0.48
WIDI,-,33,6.2,HINDARI,LOW_LIQ,Macro_Defensive- | PBV_Murah | RS_Strong* | Pullback_EMA21** | Price>EMA21 | MACD+OBV**,36,50.6,21.6,42.9,UP,100,33.0,BELOW,CONTINUATION,NONE,BULLISH,26.9,29,36,30,38,41,45,9.1,15.2,1.67,333333,10999989,1000000,RANGING,Bear,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",3890244.6876859744,0.26314673465282784,42256549.999999985,NO,4694460,154917180.0,0.7,670637280,1600031683,False,0.8,7673216,431219772,14230252476.0,234723048,1.09,0.7,RETAIL_DOMINANT,670637280,reported,1600031683,52801048576,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-0.32,-0.8,50.59,0.663
AXIO,Teknologi & Telco,115,3.2,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | ADX35X | MACD+OBV** | RSI46*,36,46.2,35.4,33.3,UP,100,-29.1,BELOW,CONTINUATION,NONE,BEARISH,6.5,111,118,110,123,129,135,4.3,7.0,1.63,200000,23000000,1000000,RANGING,Bear,Bear,ACCUMULATION,60,"VPT_RISING, CMF_POSITIVE",54411.249622502364,0.14586312450890082,3723426.666666668,NO,9505389,1093119735.0,0.8,1188173736,5840126500,False,1.8,622223,762807540,87722867100.0,415860807,1.25,0.8,RETAIL_DOMINANT,1188173736,reported,5840126500,671614566400,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,49.14,0.088
BRNA,Industri Dasar & Logam,685,4.4,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | RS_Strong* | Pullback_EMA21** | Price>EMA21,35,52.0,22.2,24.3,UP,100,321.1,BELOW,CONTINUATION,NONE,BEARISH,20.8,600,790,605,818,918,1018,11.7,19.4,1.66,12500,8562500,1000000,RANGING,Bull,Bear,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",39910.804630263156,-0.23972663944664185,-1055753.8019496836,YES,804830,551308550.0,0.27,292665770,979110000,False,-0.8,155213,189427921,129758125885.0,102433019,0.42,0.27,RETAIL_DOMINANT,292665770,reported,979110000,670690377728,0.15,POSITIVE,2,0.0,TIDAK DIUJI,-0.32,-0.8,69.16,4.57
ACST,Infrastruktur & Konstruksi,97,4.7,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | News_BULLISH*** | ADX30X | MACD+OBV** | RSI42*,34,42.1,30.1,75.0,UP,100,-3.7,ABOVE,CONTINUATION,NONE,BEARISH,25.3,85,108,93,104,109,115,4.1,7.2,1.76,250000,24250000,1000000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VWAP_ABOVE_DELTA_POS, VPT_FALLING, CMF_NEGATIVE",-359982.26835642755,-0.14972486997279535,-4153226.6666666567,NO,3510419,340510643.0,0.22,1560186373,17675160000,False,-1.8,1554363,1010610724,98029240228.0,546065230,0.35,0.22,RETAIL_DOMINANT,1560186373,reported,17675160000,1714490441728,0.39,POSITIVE,5,0.0,TIDAK DIUJI,-0.32,-0.8,42.14,-3.85
ADMG,Konglomerat & Investasi,202,2.0,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | MACD+OBV** | RSI45* | OBV+Trend,33,44.7,18.9,48.4,UP,100,-5.2,BELOW,CONTINUATION,NONE,BEARISH,11.7,194,214,189,224,240,257,6.4,10.9,1.7,76923,15538446,1000000,RANGING,Bull,Bull,ACCUMULATION,60,"VPT_RISING, CMF_POSITIVE",70609.79850772396,0.10748250348583252,1741527.1296296287,NO,4513937,911815274.0,0.8,564242170,3889179559,False,1.8,564970,362243474,73173181748.0,197484759,1.25,0.8,RETAIL_DOMINANT,564242170,reported,3889179559,785614307328,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,53.48,1.172
BJTM,Perbankan,575,3.4,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | News_BULLISH*** | RSI48* | OBV+Trend,32,47.6,17.4,14.3,DN,85,-39.1,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,7.1,560,600,561,598,615,633,2.4,4.0,1.67,71428,41071100,1000000,RANGING,Bull,Bull,DISTRIBUTION,60,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",565377.6996718314,-0.14421996416344832,-20603399.999999985,NO,1733259,996623925.0,0.22,770337525,3081350100,True,-1.8,8418136,498986133,286917026475.0,269618133,0.35,0.22,RETAIL_DOMINANT,770337525,proxy,3081350100,8633911345152,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-0.32,-0.8,50.56,5.681
GWSA,Properti & Real Estate,152,3.6,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | MACD+OBV**,24,47.5,19.8,35.1,UP,100,22.6,BELOW,CONTINUATION,NONE,BEARISH,20.1,138,162,140,172,188,203,7.9,13.2,1.67,83333,12666616,1000000,TRENDING,Bear,Bear,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",687809.7531582229,-0.19893866435704222,-7051610.42124542,NO,4397249,668381848.0,0.27,1598999785,7800760000,False,-0.8,1579666,1034952612,157312797024.0,559649924,0.42,0.27,RETAIL_DOMINANT,1598999785,reported,7800760000,1185715453952,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,46.34,-0.333
BMRI,Perbankan,4400,2.4,HINDARI,F,Macro_Defensive- | PER_Murah* | PBV_Murah | News_BULLISH*** | RSI36 | Vol UP,24,36.1,14.6,9.8,DN,80,-270.1,BELOW,CONTINUATION,BULLISH_DIV,BEARISH,7.2,4400,4750,4254,4643,4826,5009,3.3,5.5,1.67,6849,30135600,1000000,RANGING,Bear,Bear,DISTRIBUTION,80,"VPT_FALLING, CMF_NEGATIVE",-12345541.102617279,-0.403752669009988,-996757495.1542903,NO,65748068,289291499200.0,0.17,37570324891,93333333331,False,-3.2,148976873,24354963112,107161837692800.0,13149613711,0.27,0.17,RETAIL_DOMINANT,37570324891,reported,93333333331,410666653450240,0.39,POSITIVE,4,0.0,TIDAK DIUJI,-0.32,-0.8,39.6,-66.257
DILD,Properti & Real Estate,130,3.6,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | Pullback_EMA21** | Price>EMA21 | MACD+OBV**,24,50.4,19.9,41.2,UP,100,52.5,BELOW,CONTINUATION,NONE,BEARISH,12.4,122,137,124,140,147,154,4.6,7.7,1.67,166666,21666580,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",2995220.4390679896,-0.14017098157222777,-75143550.0,NO,15617351,2030255630.0,0.27,5679036874,10365854185,False,-0.8,22076116,3675756618,477848360340.0,1987662905,0.42,0.27,RETAIL_DOMINANT,5679036874,reported,10365854185,1347560931328,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.32,-0.8,48.84,0.349
PANI,Transportasi & Logistik,8450,3.3,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RS_Strong* | News_BULLISH*** | MACD+OBV**,23,47.0,24.5,43.2,UP,98,18.3,BELOW,CONTINUATION,NONE,BEARISH,28.9,7525,9425,7909,9351,10027,10703,6.4,10.7,1.67,1848,15615600,1000000,TRENDING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",1905392.1718251891,-0.08861840561470487,-8735495.851635784,NO,14414811,121805152950.0,0.5,2882962283,18117025598,False,0.0,4883853,1859510673,15712865186850.0,1009036799,0.78,0.5,RETAIL_DOMINANT,2882962283,reported,18117025598,153088874774528,0.13,POSITIVE,5,100.0,🟢 SANGAT AMAN,-0.32,-0.8,47.66,94.012
