Ticker,Sektor,Harga,Skor,Sinyal,Strength,Konfirmasi,Confidence%,Tech_Score,Fund_Score,RS_Score,Sent_Score,RSI,ADX,Stoch,MACD,Volume,CCI,VWAP_Signal,Pattern,Divergence,Ichimoku,BB_Width%,Support,Resistance,Stop_Loss,Target_1,Target_2,Target_3,Risk%,Reward%,RRR,Position_Shares,Position_IDR,Risk_Amount,Regime,Weekly_Trend,Monthly_Trend,MM_Activity,MM_Confidence,MM_Signals,VPT_Trend,CMF_Signal,AD_Trend,Volume_Spike,MM_Shares,MM_Value_IDR,MM_Float_Pct,MM_Float_Shares,MM_Shares_Outstanding,MM_Float_Estimated,MM_Intensity,MM_Volume_Base,Retail_Shares,Retail_Value_IDR,Institutional_Shares,MM_vs_Retail_Ratio,MM_vs_Float_Ratio,Dominance,Float_Shares,Float_Source,Shares_Outstanding,Market_Cap_IDR,Sentiment_Score,Sentiment_Label,News_Count,AI_Win_Prob%,AI_Verdict,IHSG_Change,USD_Change,RSI_1d,MACD_1d,Foreign_Status,Net_Foreign_5d,MR_Signal,MR_Confidence,MR_Entry,MR_TP,MR_SL,Saran_Lot,Broksum_Status,Broksum_Net_Vol,RSI_Vol_Interaction,Rolling_Vol_20,Sector_Corr
PRDA,Kesehatan,2440,6.0,BUY,C,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Broksum_ACCUM***,72,50,50,50,0,45.4,43.4,31.8,DN,100,-137.5,BELOW,CONTINUATION,NONE,BEARISH,13.1,2440,2850,2245,2720,2930,3140,8.0,11.5,1.44,512,1249280,100000,RANGING,Bull,Bull,NEUTRAL,50,"VPT_RISING, AD_FALLING",216446.57914666674,-0.08201445053732781,-1901174.2379515911,NO,1214499,2963377560.0,0.5,242899814,889775500,False,0.0,854283,156670381,382275729640.0,85014934,0.78,0.5,RETAIL_DOMINANT,242899814,reported,889775500,2179949920256,0.0,NEUTRAL,0,33.8,WEAK,-1.7,0.91,55.26,55.628,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,4543.4,0.042159,0.3491
ROTI,Consumer & Retail,540,5.5,BUY,C,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Wyckoff_Absorb*** | Broksum_ACCUM***,63,65,15,20,0,33.5,48.9,42.6,UP,100,-49.2,BELOW,CONTINUATION,NONE,BEARISH,28.4,505,630,518,576,603,630,4.1,6.7,1.63,4545,2454300,100000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, AD_FALLING",-467706.7182269448,-0.06374294581478675,-5068105.858585858,NO,1057803,571213620.0,0.22,470134676,5622275488,False,-1.8,2041300,304529737,164446057980.0,164547136,0.35,0.22,RETAIL_DOMINANT,470134676,reported,5622275488,3036028862464,0.0,NEUTRAL,0,5.38,WEAK,-1.7,0.91,33.55,-31.298,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,3354.93,0.028537,0.1699
CFIN,Perbankan,326,3.5,PANTAU,D,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Broksum_ACCUM***,62,30,50,50,0,36.0,19.4,25.0,DN,100,-197.0,BELOW,CONTINUATION,NONE,BEARISH,7.3,326,350,316,343,356,369,3.1,5.2,1.68,10000,3260000,100000,RANGING,Bear,Bull,DISTRIBUTION,60,"VPT_FALLING, AD_FALLING",-247151.94336000993,-0.04482658840064487,-5043839.999999996,NO,3217868,1049024968.0,0.22,1430163928,3984520457,False,-1.8,1915230,926388686,302002711636.0,500557374,0.35,0.22,RETAIL_DOMINANT,1430163928,reported,3984520457,1306922713088,0.0,NEUTRAL,0,6.37,WEAK,-1.7,0.91,44.61,-0.364,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,3602.78,0.01202,0.3278
BJTM,Perbankan,510,3.5,PANTAU,D,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Broksum_ACCUM***,62,30,50,50,0,39.8,15.0,38.5,DN,100,-157.4,BELOW,CONTINUATION,NONE,BEARISH,7.1,510,545,498,531,546,561,2.4,4.1,1.71,8333,4249830,100000,RANGING,Bear,Bull,DISTRIBUTION,60,"VPT_FALLING, AD_FALLING",-1815263.301487949,0.013241934163376413,-10499607.017543659,NO,1733259,883962090.0,0.22,770337525,3081350100,True,-1.8,14970313,498986133,254482927830.0,269618133,0.35,0.22,RETAIL_DOMINANT,770337525,proxy,3081350100,7582826102784,0.0,NEUTRAL,0,7.19,WEAK,-1.7,0.91,43.3,-1.721,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,3975.01,0.010808,-0.0089
INTP,Industri Dasar & Logam,4250,4.5,BUY,C,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Broksum_ACCUM***,60,30,50,50,0,33.4,17.3,9.8,UP,100,-147.4,BELOW,NONE,BULLISH_DIV,BEARISH,11.7,4250,4731,4098,4504,4694,4885,3.6,6.0,1.67,657,2792250,100000,RANGING,Bear,Bear,DISTRIBUTION,90,"VOL_SPIKE_DOWN, VPT_FALLING",-315288.26248681056,-0.43181361027197585,-21849050.039613184,YES,1353551,5752591750.0,0.15,902367410,3283724199,False,-4.5,2082400,585185266,2487037380500.0,315828593,0.23,0.15,RETAIL_DOMINANT,902367410,reported,3283724199,14021502697472,0.0,NEUTRAL,0,11.2,WEAK,-1.7,0.91,43.56,-80.833,NEUTRAL,0.0,BUY_BOUNCE,45,4250,4505,4060,0 Lot,BIG_ACCUMULATION,15000,3339.32,0.021174,0.0595
ADES,Consumer & Retail,21275,7.5,BUY,C,Macro_Defensive- | Sector_COLD- | PER_Murah* | RS_Strong* | Pullback_EMA21** | EMA+HMA**,58,40,15,50,0,56.4,42.1,45.9,DN,100,-21.9,BELOW,CONTINUATION,NONE,BULLISH,13.4,20600,23300,19832,23125,24513,25901,6.8,8.7,1.28,69,1467975,100000,TRENDING,Bull,Bull,DISTRIBUTION,40,"AD_RISING, VPT_FALLING, VWAP_BELOW_DELTA_NEG",-675.6907145858131,0.23180935809209083,143765.9670084915,NO,140224,2983265600.0,0.27,50990679,589896800,False,-0.8,56223,33003718,702154100450.0,17846737,0.42,0.27,RETAIL_DOMINANT,50990679,reported,589896800,12653287178240,0.0,NEUTRAL,0,23.33,WEAK,-1.7,0.91,64.58,704.248,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,5644.71,0.02497,-0.0782
BDMN,Perbankan,4280,7.5,BUY,C,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,57,35,50,50,0,49.9,41.5,15.3,DN,100,-79.3,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,17.7,4060,4880,3938,4799,5188,5577,8.0,12.1,1.51,292,1249760,100000,TRENDING,Bull,Bull,DISTRIBUTION,60,"CMF_NEGATIVE, AD_FALLING",3828533.218259018,-0.10462210027642208,-10871356.542597461,NO,1592111,6814235080.0,0.22,707605228,22400000,False,-1.8,17745606,458351288,1961743512640.0,247661829,0.35,0.22,RETAIL_DOMINANT,707605228,reported,22400000,41928540291072,0.0,NEUTRAL,0,40.24,WEAK,-1.7,0.91,56.46,276.918,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,4994.07,0.044469,-0.0438
SILO,Kesehatan,2300,4.2,BUY,C,Macro_Defensive- | Sector_COLD- | RS_Strong* | News_BULLISH*** | Broksum_ACCUM***,54,35,0,50,30,39.2,35.4,26.3,UP,100,-110.7,BELOW,CONTINUATION,NONE,BEARISH,7.9,2250,2400,2195,2475,2606,2736,4.6,7.6,1.65,952,2189600,100000,TRENDING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-48260.98152447259,-0.2881570104725578,-2377698.906714201,NO,3475488,7993622400.0,0.27,1263813989,12987503744,False,-0.8,357030,818003605,1881408291500.0,442334896,0.42,0.27,RETAIL_DOMINANT,1263813989,reported,12987503744,29351758266368,0.25,POSITIVE,10,13.45,WEAK,-1.7,0.91,43.32,-37.8,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,3922.89,0.023578,0.2561
WEGE,Infrastruktur & Konstruksi,50,4.5,BUY,C,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Broksum_ACCUM***,54,30,40,50,0,33.8,15.0,0.0,UP,100,-70.8,BELOW,NONE,NONE,BEARISH,15.4,50,56,48,53,56,58,4.0,6.0,1.5,50000,2500000,100000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, AD_FALLING",-1807970.004547149,-0.44095351946596667,-48389000.0,NO,5208077,260403850.0,0.22,2314701040,9572000000,False,-1.8,14325826,1499347599,74967379950.0,810145364,0.35,0.22,RETAIL_DOMINANT,2314701040,reported,9572000000,478599970816,0.0,NEUTRAL,0,5.92,WEAK,-1.7,0.91,33.75,-1.881,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,3375.28,0.023776,0.1549
CUAN,Energi & Tambang,700,0.7,HINDARI,RISK,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | Broksum_ACCUM***,54,65,-20,0,0,41.0,39.6,60.4,UP,100,-16.4,ABOVE,CONTINUATION,NONE,BEARISH,113.9,486,1190,644,896,1043,1191,8.0,28.0,3.5,1785,1249500,100000,TRENDING,Bear,Bear,DISTRIBUTION,40,"VPT_RISING, VOL_SPIKE_DOWN, AD_FALLING",76489407.24404582,-0.04887615946130299,-131134265.07528567,YES,60549167,42384416900.0,0.27,22017879170,112399199400,False,-0.8,453463513,14251072294,9975750605800.0,7706257709,0.42,0.27,RETAIL_DOMINANT,22017879170,reported,112399199400,81489421139968,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-1.7,0.91,42.37,-155.796,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,4104.04,0.102886,0.3303
