Ticker,Sektor,Harga,Skor,Sinyal,Strength,Konfirmasi,Confidence%,Tech_Score,Fund_Score,RS_Score,Sent_Score,RSI,ADX,Stoch,MACD,Volume,CCI,VWAP_Signal,Pattern,Divergence,Ichimoku,BB_Width%,Support,Resistance,Stop_Loss,Target_1,Target_2,Target_3,Risk%,Reward%,RRR,Position_Shares,Position_IDR,Risk_Amount,Regime,Weekly_Trend,Monthly_Trend,MM_Activity,MM_Confidence,MM_Signals,VPT_Trend,CMF_Signal,AD_Trend,Volume_Spike,MM_Shares,MM_Value_IDR,MM_Float_Pct,MM_Float_Shares,MM_Shares_Outstanding,MM_Float_Estimated,MM_Intensity,MM_Volume_Base,Retail_Shares,Retail_Value_IDR,Institutional_Shares,MM_vs_Retail_Ratio,MM_vs_Float_Ratio,Dominance,Float_Shares,Float_Source,Shares_Outstanding,Market_Cap_IDR,Sentiment_Score,Sentiment_Label,News_Count,AI_Win_Prob%,AI_Verdict,IHSG_Change,USD_Change,RSI_1d,MACD_1d,Foreign_Status,Net_Foreign_5d,MR_Signal,MR_Confidence,MR_Entry,MR_TP,MR_SL,Saran_Lot,Broksum_Status,Broksum_Net_Vol,RSI_Vol_Interaction,Rolling_Vol_20,Sector_Corr
MKPI,Properti & Real Estate,21825,5.0,PANTAU,D,Sector_COLD- | RS_Strong* | Broksum_ACCUM***,30,50,15,50,15,38.5,72.7,78.0,UP,100,-33.0,ABOVE,CONTINUATION,NONE,BULLISH,4.0,21625,22600,21335,22641,23253,23865,2.2,3.7,1.68,204,4452300,100000,RANGING,Bear,Bear,ACCUMULATION,60,"CMF_POSITIVE, AD_RISING, VPT_FALLING",-1533.4642582156584,0.27132329081388895,159106.6197445246,NO,1310707,28606180275.0,0.8,163838441,948194000,False,1.8,39570,105184280,2295646911000.0,57343454,1.25,0.8,RETAIL_DOMINANT,163838441,reported,948194000,20694333128704,0.0,NEUTRAL,0,15.0,WEAK,-0.42,0.33,39.1,-262.726,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,3848.95,0.007892,0.0021
ADRO,Energi & Tambang,2300,6.2,HINDARI,RISK,Sector_COLD- | PER_Murah* | PBV_Mahal- | RS_Strong* | Broksum_ACCUM***,28,30,5,50,0,41.9,30.0,34.8,DN,87,-147.4,BELOW,REVERSAL,NONE,BEARISH,16.7,2210,2600,2166,2472,2602,2731,5.8,7.5,1.29,746,1715800,100000,RANGING,Bull,Bull,DISTRIBUTION,80,"VOL_SPIKE_DOWN, VPT_FALLING",-15680784.83756268,-0.08673416988835655,-97316522.88220693,YES,18910908,43495088400.0,0.17,10806233429,28800494200,False,-3.2,75691176,7005140821,16111823888300.0,3782181700,0.27,0.17,RETAIL_DOMINANT,10806233429,reported,28800494200,66241133805568,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.42,0.33,33.14,-15.56,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,3668.88,0.026585,0.0669
DMAS,Properti & Real Estate,151,13.0,TUNGGU,E,Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader*** | Pullback_EMA21**,26,20,50,50,15,62.1,58.6,46.7,DN,100,27.1,BELOW,CONTINUATION,BEARISH_DIV,BULLISH,17.2,135,154,144,160,166,173,4.6,6.0,1.3,14285,2157035,100000,TRENDING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",34380921.51940208,0.045468839551937645,168281126.40692633,NO,59471167,8980146217.0,0.7,8495881044,48198111100,False,0.8,105561423,5462851512,824890578312.0,2973558365,1.09,0.7,RETAIL_DOMINANT,8495881044,reported,48198111100,7277914882048,0.0,NEUTRAL,0,16.8,WEAK,-0.42,0.33,60.33,4.078,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,6214.5,0.016689,0.1757
SMMA,Konglomerat & Investasi,18200,8.0,TUNGGU,E,Sector_COLD- | RS_Strong* | Alpha_Leader*** | EMA+HMA** | Broksum_ACCUM***,25,35,0,50,15,73.0,16.9,100.0,UP,100,135.6,ABOVE,CONTINUATION,BEARISH_DIV,BULLISH,32.4,13850,18200,17099,19612,20670,21729,6.0,7.8,1.3,90,1638000,100000,TRENDING,Bull,Bull,ACCUMULATION,40,"AD_RISING, VWAP_ABOVE_DELTA_POS",7702.782109339871,0.8553335465344422,254881.5968885838,NO,866066,15762401200.0,0.7,123723725,142474368,False,0.8,11306,79554356,1447889279200.0,43303303,1.09,0.7,RETAIL_DOMINANT,123723725,reported,142474368,115891496812544,0.0,NEUTRAL,0,35.04,WEAK,-0.42,0.33,72.96,795.816,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,7296.44,0.029036,-0.2936
PRDA,Kesehatan,2520,13.0,TUNGGU,E,Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader*** | Pullback_EMA21**,24,20,50,50,0,53.3,48.7,25.5,DN,100,5.2,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,14.7,2334,2670,2356,2731,2888,3046,6.5,8.4,1.29,609,1534680,100000,RANGING,Bull,Bull,NEUTRAL,50,"VPT_RISING, AD_FALLING",263916.43149784487,-0.14175733976432783,-2562304.445521806,NO,1214499,3060537480.0,0.5,242899814,889775500,False,0.0,631976,156670381,394809360120.0,85014934,0.78,0.5,RETAIL_DOMINANT,242899814,reported,889775500,2242234286080,0.0,NEUTRAL,0,32.45,WEAK,-0.42,0.33,56.41,64.396,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,5329.32,0.020479,0.0273
BDMN,Perbankan,4510,12.0,TUNGGU,E,Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader*** | EMA*,24,20,50,50,0,62.5,48.6,52.9,DN,100,78.7,ABOVE,CONTINUATION,BEARISH_DIV,BULLISH,23.4,3700,4740,4149,5066,5482,5899,8.0,12.3,1.54,277,1249270,100000,TRENDING,Bull,Bull,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",9611706.048625913,-0.15375917581628634,-23552409.670928687,NO,1945914,8776072140.0,0.27,707605228,22400000,False,-0.8,17486903,457997485,2065568657350.0,247661829,0.42,0.27,RETAIL_DOMINANT,707605228,reported,22400000,44078720876544,0.0,NEUTRAL,0,21.38,WEAK,-0.42,0.33,65.86,385.419,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,6249.65,0.057079,0.1595
ICBP,Consumer & Retail,6850,11.0,TUNGGU,E,Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader*** | Broksum_ACCUM***,23,45,25,50,0,45.8,23.4,40.7,UP,72,-39.4,BELOW,REVERSAL,BULLISH_DIV,BEARISH,7.5,6675,7175,6639,7201,7465,7728,3.1,5.1,1.65,473,3240050,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_RISING, AD_FALLING, VWAP_BELOW_DELTA_NEG",411473.93446677993,-0.10478794356986959,-2815977.5468975455,NO,6243114,42765330900.0,0.27,2270223630,11661908000,False,-0.8,5399746,1469402246,10065405385100.0,794578270,0.42,0.27,RETAIL_DOMINANT,2270223630,reported,11661908000,79884068061184,0.0,NEUTRAL,0,15.04,WEAK,-0.42,0.33,36.83,-120.571,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,3295.73,0.019399,0.2244
BJTM,Perbankan,515,7.5,TUNGGU,E,Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Broksum_ACCUM***,22,15,50,50,0,42.1,18.0,13.9,DN,100,-116.2,BELOW,CONTINUATION,NONE,BEARISH,6.6,510,545,503,535,550,565,2.3,3.9,1.7,8333,4291495,100000,RANGING,Bear,Bull,DISTRIBUTION,80,"VOL_SPIKE_DOWN, VPT_FALLING",-1118385.8458629362,-0.06525391284197911,-9143566.666666314,YES,1348090,694266350.0,0.17,770337525,3081350100,True,-3.2,13834430,499371302,257176220530.0,269618133,0.27,0.17,RETAIL_DOMINANT,770337525,proxy,3081350100,7732981137408,0.0,NEUTRAL,0,43.18,WEAK,-0.42,0.33,42.07,-1.472,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,4206.66,0.010614,0.1785
BNGA,Perbankan,1635,6.5,TUNGGU,E,Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Broksum_ACCUM***,22,15,50,50,0,40.9,17.6,0.0,DN,100,-183.3,BELOW,CONTINUATION,NONE,BEARISH,4.8,1635,1705,1602,1690,1731,1773,2.0,3.4,1.7,3030,4954050,100000,RANGING,Bear,Bull,NEUTRAL,50,"AD_RISING, VPT_FALLING",-197077.0853855434,-0.033551474425943396,3299843.290043257,NO,359531,587833185.0,0.5,71906245,25285369776,False,0.0,6258553,46379529,75830529915.0,25167185,0.78,0.5,RETAIL_DOMINANT,71906245,reported,25285369776,41341581000704,0.0,NEUTRAL,0,42.56,WEAK,-0.42,0.33,45.42,-3.351,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,4092.71,0.01096,0.0433
RALS,Consumer & Retail,396,8.0,TUNGGU,E,Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader*** | Broksum_ACCUM***,22,15,50,50,0,44.4,13.0,24.8,DN,100,-74.7,BELOW,CONTINUATION,NONE,BEARISH,5.3,391,408,386,412,424,437,2.5,4.0,1.6,10000,3960000,100000,RANGING,Bear,Bull,DISTRIBUTION,80,"VOL_SPIKE_STABLE, VOL_SPIKE_DOWN, VPT_FALLING",-224658.2103632402,-0.16322338156091207,-19968169.523809314,YES,2880860,1140820560.0,0.17,1646206141,6134777300,False,-3.2,6717870,1067153132,422592640272.0,576172149,0.27,0.17,RETAIL_DOMINANT,1646206141,reported,6134777300,2429371809792,0.0,NEUTRAL,0,75.08,ULTRA BUY,-0.42,0.33,47.97,1.006,NEUTRAL,0.0,NONE,0,0,0,0,20.0% Modal (~20000 Lot) | RoR: 0.0%,BIG_ACCUMULATION,15000,4442.39,0.010226,0.298
