Ticker,Sektor,Harga,Skor,Sinyal,Strength,Konfirmasi,Confidence%,RSI,ADX,Stoch,MACD,Volume,CCI,VWAP_Signal,Pattern,Divergence,Ichimoku,BB_Width%,Support,Resistance,Stop_Loss,Target_1,Target_2,Target_3,Risk%,Reward%,RRR,Position_Shares,Position_IDR,Risk_Amount,Regime,Weekly_Trend,Monthly_Trend,MM_Activity,MM_Confidence,MM_Signals,VPT_Trend,CMF_Signal,AD_Trend,Volume_Spike,MM_Shares,MM_Value_IDR,MM_Float_Pct,MM_Float_Shares,MM_Shares_Outstanding,MM_Float_Estimated,MM_Intensity,MM_Volume_Base,Retail_Shares,Retail_Value_IDR,Institutional_Shares,MM_vs_Retail_Ratio,MM_vs_Float_Ratio,Dominance,Float_Shares,Float_Source,Shares_Outstanding,Market_Cap_IDR,Sentiment_Score,Sentiment_Label,News_Count,AI_Win_Prob%,AI_Verdict,IHSG_Change,USD_Change,RSI_1d,MACD_1d
WEGE,Infrastruktur & Konstruksi,59,5.9,HINDARI,LOW_LIQ,Macro_Defensive- | PBV_Murah | Pullback_EMA21** | Price>EMA21 | ADX25 | MACD+OBV**,44,52.2,25.4,36.4,UP,100,144.7,BELOW,CONTINUATION,NONE,BEARISH,10.1,54,60,54,67,73,79,8.5,13.6,1.6,200000,11800000,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",6205071.093770355,-0.3532596440895855,-119403050.0,YES,6365427,375560193.0,0.27,2314701040,9572000000,False,-0.8,12594216,1498190249,88393224691.0,810145364,0.42,0.27,RETAIL_DOMINANT,2314701040,reported,9572000000,564747960320,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,49.13,-0.33
TSPC,Kesehatan,2440,5.8,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | ADX32X | MACD+OBV** | RSI45*,43,44.9,31.9,35.7,UP,100,58.8,BELOW,CONTINUATION,NONE,BEARISH,4.9,2380,2500,2370,2557,2645,2733,2.9,4.8,1.66,14285,34855400,1000000,RANGING,Bear,Bear,DISTRIBUTION,60,"VOL_SPIKE_STABLE, VPT_RISING, CMF_NEGATIVE, AD_FALLING",20393.292516107773,-0.21984034234052494,-5100930.0,YES,958605,2338996200.0,0.22,426046880,4509864300,False,-1.8,1404103,275971867,673371355480.0,149116408,0.35,0.22,RETAIL_DOMINANT,426046880,reported,4509864300,11004069019648,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,53.14,-24.055
PNBN,Perbankan,1020,6.3,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | News_BEARISH--- | Pullback_EMA21** | Price>EMA21,42,54.8,29.6,44.1,UP,100,62.1,BELOW,CONTINUATION,NONE,BEARISH,15.1,935,1080,982,1084,1132,1179,3.7,6.3,1.7,26315,26841300,1000000,RANGING,Bear,Bear,NEUTRAL,50,AD_RISING,3833789.255596202,0.018690168155784503,6073358.290598288,NO,18164635,18527927700.0,0.5,3632927088,24071873098,False,0.0,4591900,2343237973,2390102732460.0,1271524480,0.78,0.5,RETAIL_DOMINANT,3632927088,reported,24071873098,24553310912512,-0.27,NEGATIVE,4,0.0,TIDAK DIUJI,-2.03,0.59,54.77,6.273
TBLA,Agrikultur,725,4.7,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | ADX29 | RSI52* | Vol+OBV*,41,51.9,29.0,38.1,DN,100,10.1,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,11.8,695,770,696,773,809,844,4.0,6.6,1.65,34482,24999450,1000000,TRENDING,Bull,Bull,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",369640.79882599646,-0.17155861020973995,-14334243.333333336,NO,6665658,4832602050.0,0.27,2423875909,6004151372,False,-0.8,3284573,1568853683,1137418920175.0,848356568,0.42,0.27,RETAIL_DOMINANT,2423875909,reported,6004151372,4353009647616,0.08,POSITIVE,2,0.0,TIDAK DIUJI,-2.03,0.59,61.26,20.74
BSDE,Properti & Real Estate,770,4.5,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | MACD+OBV** | RSI46* | Vol+OBV*,40,46.0,20.4,38.1,UP,100,-14.9,BELOW,CONTINUATION,NONE,BEARISH,10.5,745,825,733,832,879,925,4.8,8.1,1.69,27027,20810790,1000000,RANGING,Bear,Bear,ACCUMULATION,60,"VPT_RISING, CMF_POSITIVE, VOL_SPIKE_DOWN, VWAP_BELOW_DELTA_NEG",626278.9786819955,0.17374382925691018,25341086.709956706,YES,46339064,35681079280.0,0.8,5792383044,20913395112,False,1.8,9792610,3718709915,2863406634550.0,2027334065,1.25,0.8,RETAIL_DOMINANT,5792383044,reported,20913395112,16103315079168,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,58.57,4.663
GOOD,Consumer & Retail,350,5.5,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | News_BULLISH*** | Pullback_EMA21** | Price>EMA21 | RSI51*,39,51.0,22.0,33.3,DN,100,-7.3,BELOW,CONTINUATION,NONE,BEARISH,4.5,340,356,339,369,383,397,3.1,5.4,1.74,90909,31818150,1000000,RANGING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",3143.1410729802446,-0.162936706378389,-603703.3333333335,NO,14529774,5085420900.0,0.5,2905954947,36877600855,False,0.0,179103,1874340942,656019329700.0,1017084231,0.78,0.5,RETAIL_DOMINANT,2905954947,reported,36877600855,12907161059328,0.31,POSITIVE,5,0.0,TIDAK DIUJI,-2.03,0.59,50.99,0.13
BAJA,Industri Dasar & Logam,159,3.5,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | MACD+OBV** | RSI51* | BB+Sup*,38,50.9,24.0,15.6,UP,100,35.5,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,18.1,145,173,146,181,197,213,8.2,13.8,1.68,76923,12230757,1000000,RANGING,Bull,Bull,NEUTRAL,50,"VOL_SPIKE_STABLE, VPT_RISING, CMF_NEGATIVE, AD_FALLING",5949648.587104887,-0.1747815235254759,-14911717.629037619,YES,1999980,317996820.0,0.5,399996000,1800000000,False,0.0,3446990,257997420,41021589780.0,139998600,0.78,0.5,RETAIL_DOMINANT,399996000,reported,1800000000,286200004608,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,65.88,4.126
ISAT,Teknologi & Telco,1995,4.7,PANTAU,D,Macro_Defensive- | PER_Murah* | Wyckoff_Absorb*** | RSI44* | Stoch33UP | Vol+OBV*,37,43.6,19.7,32.8,DN,86,-69.5,BELOW,CONTINUATION,BULLISH_DIV,BEARISH,12.7,1950,2170,1901,2151,2268,2385,4.7,7.8,1.66,10638,21222810,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-365187.2858649334,-0.0018541149370320175,-188553.68853368983,NO,23039818,45964436910.0,0.27,8378115670,32250810956,False,-0.8,12839913,5422735368,10818357059160.0,2932340484,0.42,0.27,RETAIL_DOMINANT,8378115670,reported,32250810956,64340367507456,0.13,POSITIVE,3,4.5,🔴 JEBAKAN / FALSE BREAKOUT,-2.03,0.59,42.49,-44.805
GLVA,Teknologi & Telco,340,5.5,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | MACD+OBV** | RSI49* | Stoch50UP,36,49.2,18.5,50.0,UP,100,14.4,BELOW,CONTINUATION,NONE,BEARISH,9.1,324,348,319,376,402,429,6.2,10.6,1.71,47619,16190460,1000000,RANGING,Bear,Bear,NEUTRAL,50,AD_FALLING,8051.8868392475415,-0.08613522224848236,-39669.194139194675,NO,3015900,1025406000.0,0.5,603180000,1500000000,False,0.0,30063,389051100,132277374000.0,211113000,0.78,0.5,RETAIL_DOMINANT,603180000,reported,1500000000,510000005120,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,52.9,-0.732
CFIN,Perbankan,336,3.6,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | ADX28 | RSI49* | OBV+Trend,34,48.7,27.7,20.0,DN,100,-18.4,BELOW,CONTINUATION,NONE,BEARISH,6.9,330,352,325,354,368,381,3.3,5.4,1.64,90909,30545424,1000000,RANGING,Bull,Bull,NEUTRAL,50,AD_RISING,249506.33031724987,0.27090091109146863,12730006.190476194,NO,9665052,3247457472.0,0.5,1933010409,3984520457,False,0.0,2040683,1246791714,418922015904.0,676553643,0.78,0.5,RETAIL_DOMINANT,1933010409,reported,3984520457,1338798899200,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,57.14,3.486
DILD,Properti & Real Estate,130,5.0,HINDARI,LOW_LIQ,Macro_Defensive- | PBV_Murah | Pullback_EMA21** | Price>EMA21 | MACD+OBV** | RSI50*,33,50.0,18.5,41.2,UP,100,42.0,BELOW,CONTINUATION,NONE,BEARISH,11.9,122,137,124,140,147,154,4.6,7.7,1.67,166666,21666580,1000000,RANGING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",3287693.524417475,-0.12450347995162116,-50714933.33333334,NO,28395184,3691373920.0,0.5,5679036874,10365854185,False,0.0,21690143,3662978785,476187242050.0,1987662905,0.78,0.5,RETAIL_DOMINANT,5679036874,reported,10365854185,1347560931328,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,55.15,0.512
CMNP,Infrastruktur & Konstruksi,1515,3.3,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | ADX28 | RSI50* | OBV+Trend,32,49.6,28.1,16.3,DN,100,11.1,BELOW,CONTINUATION,NONE,BEARISH,30.5,1410,1795,1350,1735,1900,2065,10.9,14.5,1.33,6060,9180900,1000000,HIGH_VOLATILITY,Bull,Bull,NEUTRAL,50,"VOL_SPIKE_STABLE, VPT_RISING, CMF_NEGATIVE, AD_FALLING",964282.9624999769,-0.49452461679758997,-12623160.66875653,YES,31806344,48186611160.0,0.5,6361268817,6696354391,False,0.0,909150,4103018388,6216072857820.0,2226444085,0.78,0.5,RETAIL_DOMINANT,6361268817,reported,6696354391,10144976994304,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,53.5,53.466
TINS,Energi & Tambang,3580,3.2,TUNGGU,E,Macro_Defensive- | News_BULLISH*** | RSI45* | Stoch29UP | Vol UP | W+M**,31,45.1,19.2,29.0,DN,66,-109.2,BELOW,CONTINUATION,NONE,BEARISH,15.6,3380,3950,3341,3978,4276,4574,6.7,11.1,1.66,4184,14978720,1000000,RANGING,Bull,Bull,NEUTRAL,50,AD_FALLING,6137313.18413572,-0.0642706790900242,-48927636.019359946,NO,13033568,46660173440.0,0.5,2606713709,7447753453,False,0.0,31647443,1681330343,6019162627940.0,912349798,0.78,0.5,RETAIL_DOMINANT,2606713709,reported,7447753453,26662955646976,0.49,POSITIVE,1,9.4,🔴 JEBAKAN / FALSE BREAKOUT,-2.03,0.59,46.78,28.513
UNTR,Konglomerat & Investasi,29050,2.3,HINDARI,F,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | News_BULLISH*** | RSI42*,30,42.4,18.8,17.2,DN,91,-119.4,BELOW,CONTINUATION,NONE,BEARISH,9.1,28967,31381,27979,30835,32173,33512,3.7,6.1,1.65,933,27103650,1000000,RANGING,Bull,Bull,DISTRIBUTION,40,"AD_RISING, VPT_FALLING, VWAP_BELOW_DELTA_NEG",-67152.61127242073,0.010618059021195045,5096929.921123058,NO,3719157,108041510850.0,0.27,1352420849,3572729036,False,-0.8,3340823,875354395,25429045174750.0,473347297,0.42,0.27,RETAIL_DOMINANT,1352420849,reported,3572729036,103787784044544,0.62,POSITIVE,1,0.0,TIDAK DIUJI,-2.03,0.59,53.69,429.18
AREA,Pantauan Khusus (High Volatility),324,4.2,HINDARI,LOW_LIQ,Macro_Defensive- | News_BULLISH*** | ADX26 | MACD+OBV** | RSI44* | OBV+Trend,30,43.9,25.6,21.4,UP,100,-23.4,BELOW,CONTINUATION,NONE,BEARISH,18.9,296,346,299,365,396,426,7.7,12.7,1.65,40000,12960000,1000000,TRENDING,Bear,Bear,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",313092.7344013435,-0.11848768173984177,-1353768.738078738,NO,1402507,454412268.0,0.27,510002673,2539601000,False,-0.8,449993,330099231,106952150844.0,178500935,0.42,0.27,RETAIL_DOMINANT,510002673,reported,2539601000,822830694400,0.49,POSITIVE,5,0.0,TIDAK DIUJI,-2.03,0.59,46.73,-4.99
BUMI,Energi & Tambang,240,3.8,TUNGGU,E,Macro_Defensive- | PBV_Mahal- | Pullback_EMA21** | Price>EMA21 | RSI51* | Stoch46UP,30,50.9,15.1,46.2,DN,100,-46.2,BELOW,CONTINUATION,NONE,BULLISH,18.1,216,262,223,269,290,312,7.1,12.1,1.7,58823,14117520,1000000,RANGING,Bear,Bull,NEUTRAL,50,AD_FALLING,635013635.074913,-0.1593551468292207,-13744422946.42424,NO,900284091,216068181840.0,0.5,180056818260,371335392068,False,0.0,3344863580,116136647779,27872795466960.0,63019886390,0.78,0.5,RETAIL_DOMINANT,180056818260,reported,371335392068,89120495894528,0.01,NEUTRAL,5,6.3,🔴 JEBAKAN / FALSE BREAKOUT,-2.03,0.59,46.03,-4.278
RIGS,Infrastruktur & Konstruksi,680,3.9,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Mahal- | News_BULLISH*** | MACD+OBV** | RSI45*,29,45.0,9.9,40.0,UP,100,-43.1,BELOW,CONTINUATION,NONE,BEARISH,6.7,655,700,643,742,788,834,5.4,9.1,1.69,27027,18378360,1000000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-7425.9437384240155,-0.16967135773670072,-382082.564102564,NO,266693,181351240.0,0.22,118530607,609130000,False,-1.8,99353,76778202,52209177360.0,41485712,0.35,0.22,RETAIL_DOMINANT,118530607,reported,609130000,414208393216,0.34,POSITIVE,5,0.0,TIDAK DIUJI,-2.03,0.59,40.18,-5.631
DEWA,Energi & Tambang,496,2.8,HINDARI,F,Macro_Defensive- | PER_Murah* | RSI47* | Stoch22UP | Vol UP | W+M**,28,46.8,19.8,22.0,DN,76,-77.4,BELOW,CONTINUATION,NONE,BEARISH,24.1,468,580,457,561,610,658,7.9,13.1,1.66,25641,12717936,1000000,RANGING,Bull,Bull,NEUTRAL,50,AD_FALLING,198707438.5157137,-0.05790294754886428,-1290352406.963544,NO,140403511,69640141456.0,0.5,28080702228,40687434244,False,0.0,696551656,18112052938,8983578257248.0,9828245779,0.78,0.5,RETAIL_DOMINANT,28080702228,reported,40687434244,20180969193472,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,47.64,4.188
BBNI,Perbankan,3720,4.1,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Murah | MACD+OBV** | RSI45* | Vol UP,28,45.5,18.8,26.1,UP,73,27.6,BELOW,CONTINUATION,NONE,BEARISH,8.0,3510,3870,3604,3913,4058,4202,3.1,5.2,1.68,8620,32066400,1000000,RANGING,Bear,Bear,NEUTRAL,50,AD_FALLING,3156094.9953675857,-0.23525063791144488,-133367829.87215406,NO,75199121,279740730120.0,0.5,15039824344,578683733,False,0.0,73138816,9700686703,36086554535160.0,5263938520,0.78,0.5,RETAIL_DOMINANT,15039824344,reported,578683733,138595289530368,0.1,POSITIVE,4,8.3,🔴 JEBAKAN / FALSE BREAKOUT,-2.03,0.59,50.31,-26.815
GTRA,Pantauan Khusus (High Volatility),254,3.3,HINDARI,LOW_LIQ,Macro_Defensive- | PBV_Murah | MACD+OBV** | RSI48* | Vol+OBV* | OBV+Trend,27,47.6,24.6,23.1,UP,100,-1.6,BELOW,CONTINUATION,NONE,BEARISH,16.8,242,276,232,290,318,345,8.7,14.2,1.63,45454,11545316,1000000,RANGING,Bear,Bull,NEUTRAL,50,AD_RISING,288942.9817632288,0.06162999454481201,828366.548899129,NO,1894375,481171250.0,0.5,378875000,1894375000,False,0.0,747393,244374376,62071091504.0,132606249,0.78,0.5,RETAIL_DOMINANT,378875000,reported,1894375000,481171275776,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,48.82,0.225
ASRI,Properti & Real Estate,133,3.4,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | MACD+OBV** | RSI44* | Vol+OBV*,27,44.0,15.5,18.8,UP,100,-32.5,BELOW,CONTINUATION,NONE,BEARISH,12.7,129,143,125,146,155,165,6.0,9.8,1.63,125000,16625000,1000000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_RISING, VOL_SPIKE_DOWN, CMF_NEGATIVE",2948796.865736529,-0.1483018640894322,-85480751.21212101,YES,22197547,2952273751.0,0.22,9865576721,19649411888,False,-1.8,22897900,6390427322,849926833826.0,3452951852,0.35,0.22,RETAIL_DOMINANT,9865576721,reported,19649411888,2613371731968,-0.11,NEGATIVE,4,0.0,TIDAK DIUJI,-2.03,0.59,50.28,-0.848
HAIS,Transportasi & Logistik,192,2.9,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | News_BULLISH*** | ADX36X,27,37.8,36.1,14.3,DN,100,-152.9,BELOW,NONE,NONE,BEARISH,5.5,192,202,186,202,210,217,3.1,5.2,1.68,166666,31999872,1000000,RANGING,Bear,Bear,NEUTRAL,50,"AD_RISING, VPT_FALLING",-166028.80989167746,-0.0014075697317663678,934772.8571428508,NO,2624149,503836608.0,0.5,524829800,2626250000,False,0.0,2166843,338515221,64994922432.0,183690430,0.78,0.5,RETAIL_DOMINANT,524829800,reported,2626250000,504240013312,0.48,POSITIVE,5,0.0,TIDAK DIUJI,-2.03,0.59,44.93,-1.742
SSMS,Agrikultur,1380,5.3,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Mahal- | MACD+OBV** | RSI49* | BB+Sup*,27,48.6,15.6,53.8,UP,54,57.1,ABOVE,CONTINUATION,NONE,BEARISH,12.8,1310,1430,1305,1504,1598,1691,5.4,9.0,1.67,13333,18399540,1000000,TRENDING,Bear,Bear,ACCUMULATION,40,"AD_RISING, VWAP_ABOVE_DELTA_POS, VPT_FALLING",-34004.323434239195,0.009758011836199572,7363717.695866913,NO,17715547,24447454860.0,0.7,2530792500,9525000000,False,0.8,6831146,1627299578,2245673417640.0,885777375,1.09,0.7,RETAIL_DOMINANT,2530792500,reported,9525000000,13144499945472,0.0,NEUTRAL,2,0.0,TIDAK DIUJI,-2.03,0.59,54.78,-2.501
ASSA,Transportasi & Logistik,805,2.5,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | ADX36X | MACD*,26,31.7,36.3,11.5,UP,89,-143.2,BELOW,CONTINUATION,NONE,BEARISH,15.0,805,915,759,881,939,996,5.7,9.4,1.65,21739,17499895,1000000,TRENDING,Bear,Bear,DISTRIBUTION,40,"AD_RISING, VPT_FALLING, VWAP_BELOW_DELTA_NEG",-338496.0958193755,0.048528001435583515,12812240.476190455,NO,2735594,2202153170.0,0.27,994761561,3691137517,False,-0.8,7299430,643859421,518306833905.0,348166546,0.42,0.27,RETAIL_DOMINANT,994761561,reported,3691137517,2971365801984,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,34.95,-36.415
MTDL,Teknologi & Telco,565,2.4,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | RSI43* | OBV+Trend | CCI-OS,26,43.3,24.1,0.0,DN,100,-117.9,BELOW,CONTINUATION,NONE,BEARISH,7.9,565,605,542,603,631,659,4.1,6.7,1.63,43478,24565070,1000000,RANGING,Bear,Bear,ACCUMULATION,60,"VPT_RISING, CMF_POSITIVE, VWAP_BELOW_DELTA_NEG",106002.70332861465,0.31961375502941064,12030723.333333328,NO,43518118,24587736670.0,0.8,5439764791,12276884585,False,1.8,1962586,3492328997,1973165883305.0,1903917676,1.25,0.8,RETAIL_DOMINANT,5439764791,reported,12276884585,6936439816192,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,47.18,3.641
BPTR,Transportasi & Logistik,84,3.0,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | ADX39X | RSI50*,25,49.7,39.3,36.8,DN,100,-4.2,BELOW,CONTINUATION,NONE,BEARISH,24.5,76,95,77,96,105,113,8.3,14.3,1.72,142857,11999988,1000000,RANGING,Bear,Bear,NEUTRAL,50,AD_FALLING,9285983.841449428,-0.11449319405097198,-14020507.35930736,NO,3477986,292150824.0,0.5,695597220,3534000000,False,0.0,4107986,448660208,37687457472.0,243459026,0.78,0.5,RETAIL_DOMINANT,695597220,reported,3534000000,296855994368,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,51.19,0.73
TMAS,Transportasi & Logistik,126,3.3,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | News_BULLISH*** | MACD+OBV** | RSI46*,25,46.3,23.2,6.2,UP,100,-60.9,BELOW,CONTINUATION,NONE,BEARISH,9.8,124,138,120,137,144,152,4.8,8.7,1.81,166666,20999916,1000000,RANGING,Bear,Bear,NEUTRAL,50,AD_FALLING,2415225.7506508827,-0.19893862767497217,-37630768.57142854,NO,42429853,5346161478.0,0.5,8485970692,56868856000,False,0.0,9427436,5473451097,689654838222.0,2970089742,0.78,0.5,RETAIL_DOMINANT,8485970692,reported,56868856000,7165476077568,0.27,POSITIVE,5,0.0,TIDAK DIUJI,-2.03,0.59,47.65,-0.603
BTPS,Perbankan,1000,2.9,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | News_BULLISH*** | RSI41* | Stoch24UP,24,40.9,18.9,24.4,DN,82,-137.0,BELOW,CONTINUATION,NONE,BEARISH,6.8,985,1047,969,1052,1090,1129,3.1,5.2,1.68,32258,32258000,1000000,RANGING,Bear,Bear,DISTRIBUTION,80,"VOL_SPIKE_DOWN, VPT_FALLING",-250963.22936915327,-0.14921749961417502,-11954024.047619045,YES,4089346,4089346000.0,0.17,2336769261,7703700000,False,-3.2,4757340,1514810674,1514810674000.0,817869241,0.27,0.17,RETAIL_DOMINANT,2336769261,reported,7703700000,7703700176896,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,42.05,-8.911
ARTO,Perbankan,1305,2.9,HINDARI,LOW_LIQ,Macro_Defensive- | MACD+OBV** | RSI42* | Vol+OBV* | MACD+Momentum | OBV+Trend,24,41.8,20.0,10.0,UP,93,-46.6,BELOW,CONTINUATION,NONE,BEARISH,15.7,1290,1450,1222,1444,1548,1652,6.4,10.7,1.67,12048,15722640,1000000,TRENDING,Bear,Bear,DISTRIBUTION,40,"VPT_RISING, VOL_SPIKE_DOWN, AD_FALLING",1196146.0056214593,-0.12040570037289364,-6613307.838468701,YES,10587076,13816134180.0,0.27,3849846044,13861330900,False,-0.8,3830193,2491812853,3251815773165.0,1347446115,0.42,0.27,RETAIL_DOMINANT,3849846044,reported,13861330900,18089037004800,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,53.34,-27.093
PEHA,Consumer & Retail,298,2.1,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RSI50* | Stoch31UP,24,49.7,20.0,31.2,DN,100,-172.4,BELOW,CONTINUATION,NONE,BULLISH,6.3,294,312,281,327,349,370,5.7,9.7,1.7,58823,17529254,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-35775.79454240203,-0.09461633070574077,-725549.5837495835,NO,756987,225582126.0,0.27,275268000,840000000,False,-0.8,401020,178167213,53093829474.0,96343800,0.42,0.27,RETAIL_DOMINANT,275268000,reported,840000000,250319994880,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,51.06,3.25
TOTO,Industri Dasar & Logam,270,2.2,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RSI41* | Vol+OBV*,24,41.3,20.6,54.5,DN,100,-63.9,BELOW,CONTINUATION,NONE,BULLISH,2.9,270,276,263,282,292,301,2.6,4.4,1.69,142857,38571390,1000000,RANGING,Bear,Bull,DISTRIBUTION,60,"VOL_SPIKE_STABLE, AD_RISING, VOL_SPIKE_DOWN, VPT_FALLING",-13199.091285126517,0.3005206877764699,3868078.333333336,YES,1802336,486630720.0,0.22,801038400,10320000000,False,-1.8,575766,518872624,140095608480.0,280363440,0.35,0.22,RETAIL_DOMINANT,801038400,reported,10320000000,2786399879168,-0.12,NEGATIVE,3,0.0,TIDAK DIUJI,-2.03,0.59,55.68,0.449
GWSA,Properti & Real Estate,151,3.6,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | MACD+OBV** | RSI47* | BB+Sup*,24,46.8,21.0,30.6,UP,100,-1.7,BELOW,CONTINUATION,NONE,BEARISH,18.4,138,162,138,172,188,203,8.6,13.9,1.62,76923,11615373,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",812927.7222965732,-0.23247073828283818,-7959893.63802864,NO,4397249,663984599.0,0.27,1598999785,7800760000,False,-0.8,1583606,1034952612,156277844412.0,559649924,0.42,0.27,RETAIL_DOMINANT,1598999785,reported,7800760000,1177914703872,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,52.21,-0.347
HEAL,Kesehatan,1150,2.6,HINDARI,F,Macro_Defensive- | News_BULLISH*** | RSI34 | Stoch43UP | Vol+OBV* | OBV+Trend,23,34.0,12.0,43.2,DN,100,-244.3,BELOW,NONE,NONE,BEARISH,7.5,1150,1245,1084,1261,1344,1427,5.7,9.7,1.7,15151,17423650,1000000,RANGING,Bear,Bear,DISTRIBUTION,60,"AD_RISING, VOL_SPIKE_DOWN, VPT_FALLING",-87283.20817650948,0.24868265830622982,60120580.54466231,YES,18428652,21192949800.0,0.22,8190512329,15365950000,False,-1.8,10443193,5305404362,6101215016300.0,2866679315,0.35,0.22,RETAIL_DOMINANT,8190512329,reported,15365950000,17670843924480,0.23,POSITIVE,5,0.0,TIDAK DIUJI,-2.03,0.59,37.26,-24.91
INDF,Consumer & Retail,6750,4.2,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | ADX31X | RSI52*,23,51.8,30.5,29.4,DN,89,8.7,BELOW,CONTINUATION,BEARISH_DIV,BULLISH,8.6,6575,7025,6578,7036,7251,7466,2.5,4.2,1.68,5813,39237750,1000000,RANGING,Bull,Bear,ACCUMULATION,40,"VPT_RISING, AD_RISING, VWAP_BELOW_DELTA_NEG",201853.0796049405,0.22210696550897363,15042743.333333313,NO,30680478,207093226500.0,0.7,4382925496,8780426500,False,0.8,13453130,2818221095,19022992391250.0,1534023923,1.09,0.7,RETAIL_DOMINANT,4382925496,reported,8780426500,59267876913152,0.0,NEUTRAL,2,7.3,🔴 JEBAKAN / FALSE BREAKOUT,-2.03,0.59,57.92,129.213
