Ticker,Sektor,Harga,Skor,Sinyal,Strength,Konfirmasi,Confidence%,RSI,ADX,Stoch,MACD,Volume,CCI,VWAP_Signal,Pattern,Divergence,Ichimoku,BB_Width%,Support,Resistance,Stop_Loss,Target_1,Target_2,Target_3,Risk%,Reward%,RRR,Position_Shares,Position_IDR,Risk_Amount,Regime,Weekly_Trend,Monthly_Trend,MM_Activity,MM_Confidence,MM_Signals,VPT_Trend,CMF_Signal,AD_Trend,Volume_Spike,MM_Shares,MM_Value_IDR,MM_Float_Pct,MM_Float_Shares,MM_Shares_Outstanding,MM_Float_Estimated,MM_Intensity,MM_Volume_Base,Retail_Shares,Retail_Value_IDR,Institutional_Shares,MM_vs_Retail_Ratio,MM_vs_Float_Ratio,Dominance,Float_Shares,Float_Source,Shares_Outstanding,Market_Cap_IDR,Sentiment_Score,Sentiment_Label,News_Count,AI_Win_Prob%,AI_Verdict,IHSG_Change,USD_Change,RSI_1d,MACD_1d
ICBP,Consumer & Retail,6775,1.1,HINDARI,F,Macro_Defensive- | Sector_COLD- | PER_Murah* | ADX38X | RSI33 | Stoch17UP,12,33.3,37.8,17.2,DN,100,-151.0,BELOW,CONTINUATION,NONE,BEARISH,13.3,6725,7525,6579,7101,7346,7591,2.9,4.8,1.66,5102,34566050,1000000,RANGING,Bear,Bear,DISTRIBUTION,80,"VPT_FALLING, CMF_NEGATIVE",-601428.9164714394,-0.2767810823974599,-25219134.523809522,NO,3972891,26916336525.0,0.17,2270223630,11661908000,False,-3.2,4658296,1471672469,9970580977475.0,794578270,0.27,0.17,RETAIL_DOMINANT,2270223630,reported,11661908000,79009429848064,0.04,NEUTRAL,4,0.0,TIDAK DIUJI,-2.03,0.59,30.53,-174.262
SMCB,Industri Dasar & Logam,775,0.3,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | W+M** | Entry*,12,100.0,0.0,,DN,100,0.0,BELOW,NONE,NONE,BEARISH,0.0,775,775,775,775,775,775,0.0,0.0,0.0,0,0,0,RANGING,Bull,Bull,NEUTRAL,50,NEUTRAL,0.0,0.0,0.0,NO,593926,460292650.0,0.5,118785261,9019381973,False,0.0,0,76616494,59377782850.0,41574841,0.78,0.5,RETAIL_DOMINANT,118785261,reported,9019381973,6990021001216,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,100.0,0.0
IRRA,Kesehatan,386,1.7,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | RSI41* | OBV+Trend | CCI-OS,11,40.9,18.3,7.7,DN,100,-126.4,BELOW,CONTINUATION,NONE,BEARISH,5.3,382,402,372,409,426,443,3.6,6.0,1.67,71428,27571208,1000000,RANGING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",22636.41418182585,-0.2054203084702953,-3719345.7142857164,NO,1020792,394025712.0,0.5,204158476,1507817400,False,0.0,925383,131682218,50829336148.0,71455466,0.78,0.5,RETAIL_DOMINANT,204158476,reported,1507817400,582017482752,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,46.37,0.029
SMDR,Transportasi & Logistik,348,3.2,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | News_BULLISH*** | MACD+OBV**,11,45.3,12.9,33.3,UP,100,-14.2,BELOW,CONTINUATION,NONE,BEARISH,11.7,332,368,331,376,397,418,4.9,8.0,1.63,58823,20470404,1000000,RANGING,Bear,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",2187926.762569636,-0.01630664193399606,15022171.11111112,NO,28889997,10053718956.0,0.7,4127142468,16375600000,False,0.8,17271953,2653752608,923505907584.0,1444499863,1.09,0.7,RETAIL_DOMINANT,4127142468,reported,16375600000,5698709094400,0.3,POSITIVE,1,0.0,TIDAK DIUJI,-2.03,0.59,51.35,-2.27
SMDR,Transportasi & Logistik,348,3.2,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | News_BULLISH*** | MACD+OBV**,11,45.3,12.9,33.3,UP,100,-14.2,BELOW,CONTINUATION,NONE,BEARISH,11.7,332,368,331,376,397,418,4.9,8.0,1.63,58823,20470404,1000000,RANGING,Bear,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",2187926.762569636,-0.01630664193399606,15022171.11111112,NO,28889997,10053718956.0,0.7,4127142468,16375600000,False,0.8,17271953,2653752608,923505907584.0,1444499863,1.09,0.7,RETAIL_DOMINANT,4127142468,reported,16375600000,5698709094400,0.3,POSITIVE,1,0.0,TIDAK DIUJI,-2.03,0.59,51.35,-2.27
EXCL,Teknologi & Telco,2940,1.2,HINDARI,F,Macro_Defensive- | News_BULLISH*** | RSI44* | CCI-OS | KC-LO | Sentiment+,11,43.6,15.4,5.4,DN,100,-100.9,BELOW,CONTINUATION,NONE,BEARISH,15.3,2830,3280,2779,3208,3409,3610,5.5,9.1,1.65,6211,18260340,1000000,RANGING,Bear,Bull,NEUTRAL,50,AD_RISING,3281649.1611966453,-0.05874582858096842,3527128.4939244986,NO,30150802,88643357880.0,0.5,6030160426,18199862451,False,0.0,13608893,3889453475,11434993216500.0,2110556149,0.78,0.5,RETAIL_DOMINANT,6030160426,reported,18199862451,53507600154624,0.34,POSITIVE,5,0.0,TIDAK DIUJI,-2.03,0.59,46.25,22.558
NCKL,Energi & Tambang,1045,0.8,HINDARI,F,Macro_Defensive- | PER_Murah* | RSI36 | Vol UP | CCI-OS | KC-LO,10,36.5,14.5,4.8,DN,100,-178.8,BELOW,CONTINUATION,NONE,BEARISH,13.7,1045,1230,976,1161,1247,1334,6.6,11.1,1.68,14492,15144140,1000000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-2109048.032384351,-0.3754609430666125,-493610133.4891254,NO,17937842,18745044890.0,0.22,7972374288,62987866700,False,-1.8,61799140,5164105446,5396490191070.0,2790331000,0.35,0.22,RETAIL_DOMINANT,7972374288,reported,62987866700,65822319968256,0.0,NEUTRAL,3,0.0,TIDAK DIUJI,-2.03,0.59,41.92,-30.049
KLBF,Kesehatan,865,1.5,HINDARI,F,Macro_Defensive- | PER_Murah* | ADX33X | Vol UP | CCI-OS | KC-LO,10,27.2,32.5,3.4,DN,100,-134.1,BELOW,NONE,NONE,BEARISH,18.2,865,990,830,923,966,1009,4.0,6.7,1.68,28571,24713915,1000000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, AD_FALLING",-6963956.3128955215,-0.31397005333666206,-271856888.37662315,NO,40602995,35121590675.0,0.22,18045775921,45286528610,False,-1.8,44137313,11689151354,10111115921210.0,6316021572,0.35,0.22,RETAIL_DOMINANT,18045775921,reported,45286528610,39172844814336,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,28.67,-33.956
SMRA,Properti & Real Estate,310,1.6,HINDARI,F,Macro_Defensive- | PER_Murah* | PBV_Murah | ADX33X | RSI40 | KC-LO,10,39.6,32.6,18.2,DN,100,-99.4,BELOW,CONTINUATION,NONE,BEARISH,13.7,302,344,298,331,346,362,3.9,6.8,1.74,83333,25833230,1000000,TRENDING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-2974115.447206832,-0.24147352664655122,-167432464.44444454,NO,26404258,8185319980.0,0.27,9601548443,16508568358,False,-0.8,29314270,6214602230,1926526691300.0,3360541955,0.42,0.27,RETAIL_DOMINANT,9601548443,reported,16508568358,5117656432640,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,45.33,-9.279
KAEF,Consumer & Retail,478,1.6,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | ADX33X | RSI46* | Stoch27UP,10,45.9,33.2,26.5,DN,100,1.1,BELOW,CONTINUATION,NONE,BEARISH,21.7,450,535,452,522,554,587,5.4,9.2,1.7,38461,18384358,1000000,RANGING,Bear,Bear,DISTRIBUTION,60,"CMF_NEGATIVE, AD_FALLING",170195.49536273367,-0.12726283163198898,-2660069.673478977,NO,1274776,609342928.0,0.22,566567368,5566589677,False,-1.8,605143,366994014,175423138692.0,198298578,0.35,0.22,RETAIL_DOMINANT,566567368,reported,5566589677,2660829757440,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,46.67,3.66
BHIT,Konglomerat & Investasi,33,1.2,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | News_BULLISH*** | RSI44*,9,43.7,18.1,0.0,DN,100,-86.4,BELOW,CONTINUATION,NONE,BEARISH,18.4,33,38,32,35,37,39,3.0,6.1,2.03,1000000,33000000,1000000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, AD_FALLING",-1787317.5216139331,-0.0905390757072122,-17389800.0,NO,121134260,3997430580.0,0.22,53837449072,83542741759,False,-1.8,12812130,34873207637,1150815852021.0,18843107175,0.35,0.22,RETAIL_DOMINANT,53837449072,reported,83542741759,2756910514176,0.2,POSITIVE,5,0.0,TIDAK DIUJI,-2.03,0.59,43.67,-0.333
KKGI,Energi & Tambang,316,1.4,HINDARI,LOW_LIQ,Macro_Defensive- | PBV_Mahal- | MACD+OBV** | RSI41* | MACD+Momentum | OBV+Trend,9,41.5,22.9,33.3,UP,100,-63.5,BELOW,CONTINUATION,NONE,BEARISH,11.1,306,344,302,339,357,375,4.4,7.3,1.66,71428,22571248,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-2588830.560957564,-0.0733848782071488,-3967246.666666668,NO,2455317,775880172.0,0.27,892842679,4873329400,False,-0.8,5727633,577892425,182614006300.0,312494937,0.42,0.27,RETAIL_DOMINANT,892842679,reported,4873329400,1539972005888,-0.15,NEGATIVE,2,0.0,TIDAK DIUJI,-2.03,0.59,44.15,-4.902
ACES,Consumer & Retail,358,1.4,HINDARI,F,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | MACD+OBV** | RSI39,9,39.4,24.1,11.1,UP,79,-50.5,BELOW,CONTINUATION,NONE,BEARISH,15.4,350,396,342,384,404,424,4.5,7.3,1.62,62500,22375000,1000000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",580907.7043830045,-0.26046242663643854,-189161728.44155842,NO,15404498,5514810284.0,0.22,6846443841,17120389700,False,-1.8,40805856,4434783999,1587652671642.0,2396255344,0.35,0.22,RETAIL_DOMINANT,6846443841,reported,17120389700,6129099735040,0.09,POSITIVE,5,0.0,TIDAK DIUJI,-2.03,0.59,44.44,-0.251
DOID,Energi & Tambang,252,0.9,HINDARI,LOW_LIQ,Macro_Defensive- | PBV_Mahal- | News_BULLISH*** | RSI41* | OBV+Trend | KC-LO,9,40.8,20.4,15.0,DN,100,-86.7,BELOW,CONTINUATION,NONE,BEARISH,12.5,248,280,239,274,291,307,5.2,8.7,1.67,76923,19384596,1000000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-189870.22439133236,-0.27865261432846705,-28348743.80952376,NO,8871587,2235639924.0,0.22,3942927814,7357169432,False,-1.8,6750550,2554031493,643615936236.0,1380024734,0.35,0.22,RETAIL_DOMINANT,3942927814,reported,7357169432,1854006755328,0.51,POSITIVE,5,0.0,TIDAK DIUJI,-2.03,0.59,41.98,-5.775
JPFA,Consumer & Retail,2480,2.2,HINDARI,F,Macro_Defensive- | Sector_COLD- | PER_Murah* | RSI47* | Stoch35UP | Vol+OBV*,9,47.1,19.9,35.0,DN,76,-74.1,BELOW,CONTINUATION,NONE,BEARISH,16.5,2350,2730,2345,2705,2873,3042,5.4,9.1,1.69,7407,18369360,1000000,RANGING,Bear,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",1354266.3386959266,0.21317443032601416,39782169.24619241,NO,35591832,88267743360.0,0.7,5084547494,8716079901,False,0.8,13851410,3269364040,8108022819200.0,1779591622,1.09,0.7,RETAIL_DOMINANT,5084547494,reported,8716079901,28836620140544,0.0,NEUTRAL,2,0.0,TIDAK DIUJI,-2.03,0.59,44.76,14.397
MYOR,Consumer & Retail,1705,0.6,HINDARI,F,Macro_Defensive- | Sector_COLD- | PER_Murah* | ADX25 | RSI33 | Vol UP,9,33.3,25.4,0.0,DN,76,-168.8,BELOW,NONE,NONE,BEARISH,14.0,1705,1980,1635,1822,1910,1998,4.1,6.9,1.68,14285,24355925,1000000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-868348.9849524567,-0.258640252998751,-77164860.8658008,NO,7516337,12815354585.0,0.22,3340594279,22127649725,False,-1.8,13122140,2163869945,3689398256225.0,1169207997,0.35,0.22,RETAIL_DOMINANT,3340594279,reported,22127649725,37727642845184,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,39.16,-43.021
NELY,Transportasi & Logistik,310,0.7,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RSI30 | Vol UP,9,30.1,20.5,15.6,DN,100,-218.1,BELOW,NONE,NONE,BEARISH,13.6,310,352,285,352,383,414,8.1,13.5,1.67,40000,12400000,1000000,TRENDING,Bear,Bear,NEUTRAL,50,"AD_RISING, VPT_FALLING",-9648.759380016476,0.034771650398957916,716985.161243985,NO,250157,77548670.0,0.5,50031500,2350000000,False,0.0,761270,32270318,10003798580.0,17511025,0.78,0.5,RETAIL_DOMINANT,50031500,reported,2350000000,728500011008,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,34.6,-10.249
MENN,Pantauan Khusus (High Volatility),53,-0.2,HINDARI,LOW_LIQ,Macro_Defensive- | W+M** | Entry* | KC-LO,8,100.0,0.0,,DN,100,0.0,BELOW,NONE,NONE,BEARISH,0.0,53,53,53,53,53,53,0.0,0.0,0.0,0,0,0,RANGING,Bull,Bull,NEUTRAL,50,NEUTRAL,0.0,0.0,0.0,NO,4121967,218464251.0,0.5,824393477,1434052006,False,0.0,0,531733794,28181891082.0,288537716,0.78,0.5,RETAIL_DOMINANT,824393477,reported,1434052006,76004753408,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,100.0,0.0
BSIM,Perbankan,860,1.3,HINDARI,LOW_LIQ,Macro_Defensive- | MACD+OBV** | RSI38 | OBV+Trend | CCI-OS | KC-LO,8,38.1,12.3,13.3,UP,100,-120.4,BELOW,CONTINUATION,NONE,BEARISH,6.6,860,915,807,948,1014,1080,6.2,10.2,1.65,18867,16225620,1000000,TRENDING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-810.564141403418,-0.20893637998901154,-134153.1385281384,NO,21695369,18658017340.0,0.27,7889225224,19716162403,False,-0.8,39080,5106301027,4391418883220.0,2761228828,0.42,0.27,RETAIL_DOMINANT,7889225224,reported,19716162403,16955898593280,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,41.18,-15.849
BBYB,Perbankan,306,1.3,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | RSI44* | OBV+Trend | KC-LO,8,43.7,17.1,11.5,DN,100,-66.8,BELOW,CONTINUATION,NONE,BEARISH,17.4,294,340,286,339,365,390,6.5,10.8,1.66,50000,15300000,1000000,RANGING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",4143191.77053231,0.010845592676386108,-29962400.00000024,NO,33041776,10110783456.0,0.5,6608355256,13350482346,False,0.0,25885316,4262389141,1304291077146.0,2312924339,0.78,0.5,RETAIL_DOMINANT,6608355256,reported,13350482346,4085247377408,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,47.55,-2.861
SAME,Kesehatan,332,2.2,HINDARI,LOW_LIQ,Macro_Defensive- | PBV_Murah | News_BULLISH*** | RSI44* | OBV+Trend | KC-LO,7,43.6,22.7,14.3,DN,100,-73.4,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,6.9,328,350,317,357,375,393,4.5,7.5,1.67,66666,22133112,1000000,RANGING,Bear,Bull,ACCUMULATION,40,"CMF_POSITIVE, AD_RISING",6973.720948815346,0.14076197583239033,1531533.8095238209,NO,18277877,6068255164.0,0.7,2611125323,17164632545,False,0.8,743533,1678953583,557412589556.0,913893863,1.09,0.7,RETAIL_DOMINANT,2611125323,reported,17164632545,5698657714176,0.28,POSITIVE,5,0.0,TIDAK DIUJI,-2.03,0.59,50.97,1.213
NISP,Perbankan,1325,1.0,HINDARI,F,Macro_Defensive- | PER_Murah* | PBV_Murah | MACD* | RSI40* | KC-LO,6,40.5,23.7,19.6,UP,100,-49.3,BELOW,CONTINUATION,NONE,BEARISH,14.4,1305,1455,1285,1391,1441,1490,3.0,5.0,1.67,25000,33125000,1000000,RANGING,Bear,Bear,DISTRIBUTION,80,"VPT_FALLING, CMF_NEGATIVE",-2620089.461497,-0.24933600293712624,-41059228.17927161,NO,5982584,7926923800.0,0.17,3418619796,22945296972,False,-3.2,6083986,2216120284,2936359376300.0,1196516928,0.27,0.17,RETAIL_DOMINANT,3418619796,reported,22945296972,30402517401600,0.0,NEUTRAL,3,0.0,TIDAK DIUJI,-2.03,0.59,42.92,-18.365
PANI,Transportasi & Logistik,8450,0.6,HINDARI,F,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | News_BULLISH*** | MACD* | RSI47*,5,47.0,21.7,10.6,UP,97,-3.6,BELOW,CONTINUATION,NONE,BEARISH,24.4,7525,9425,7943,9296,9930,10564,6.0,10.0,1.67,1972,16663400,1000000,RANGING,Bear,Bear,NEUTRAL,50,AD_FALLING,1832357.1562327454,-0.056564400639990506,-7049116.535396457,NO,14414811,121805152950.0,0.5,2882962283,18117025598,False,0.0,4685720,1859510673,15712865186850.0,1009036799,0.78,0.5,RETAIL_DOMINANT,2882962283,reported,18117025598,153088874774528,0.24,POSITIVE,5,0.0,TIDAK DIUJI,-2.03,0.59,50.14,40.535
ROTI,Consumer & Retail,645,0.9,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | News_BULLISH*** | ADX34X | CCI-OS,5,28.4,33.8,10.5,DN,100,-115.1,BELOW,NONE,NONE,BEARISH,16.7,645,729,626,677,701,726,2.9,5.0,1.72,52631,33946995,1000000,RANGING,Bear,Bear,NEUTRAL,50,AD_RISING,451097.62623817095,0.024594527484497957,3775171.428571493,NO,2350673,1516184085.0,0.5,470134676,5622275488,False,0.0,5298670,303236867,195587779215.0,164547136,0.78,0.5,RETAIL_DOMINANT,470134676,reported,5622275488,3626367713280,0.2,POSITIVE,1,0.0,TIDAK DIUJI,-2.03,0.59,30.17,-8.344
CUAN,Energi & Tambang,1200,0.3,HINDARI,F,Macro_Defensive- | PBV_Mahal- | News_BULLISH*** | RSI38 | OBV+Trend | KC-LO,5,38.1,24.0,2.3,DN,100,-65.3,BELOW,CONTINUATION,NONE,BEARISH,45.7,1045,1590,1079,1402,1554,1705,10.1,16.8,1.66,8264,9916800,1000000,RANGING,Bear,Bear,NEUTRAL,50,AD_RISING,205698609.92997113,0.08594302580208453,848466928.6018653,NO,99116055,118939266000.0,0.5,19823211019,112414716000,False,0.0,367004056,12785971108,15343165329600.0,6938123856,0.78,0.5,RETAIL_DOMINANT,19823211019,reported,112414716000,134897666621440,0.3,POSITIVE,4,0.0,TIDAK DIUJI,-2.03,0.59,44.15,-1.715
EMTK,Teknologi & Telco,825,0.8,HINDARI,F,Macro_Defensive- | PER_Murah* | PBV_Murah | RSI45* | KC-LO,5,45.3,19.0,16.7,DN,63,-42.7,BELOW,CONTINUATION,NONE,BEARISH,32.8,720,955,774,909,973,1036,6.2,10.2,1.65,19607,16175775,1000000,RANGING,Bear,Bear,NEUTRAL,50,AD_RISING,17096606.474619642,0.06980342729486622,127449571.08225107,NO,87062704,71826730800.0,0.5,17412540904,61182504933,False,0.0,41328926,11231088884,9265648329300.0,6094389316,0.78,0.5,RETAIL_DOMINANT,17412540904,reported,61182504933,50475567153152,0.0,NEUTRAL,2,0.0,TIDAK DIUJI,-2.03,0.59,43.41,4.172
ALKA,Industri Dasar & Logam,625,-0.7,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | News_BEARISH--- | RSI43* | W+M**,5,43.4,11.8,15.6,DN,100,-111.9,BELOW,CONTINUATION,NONE,BEARISH,34.7,625,905,547,755,852,949,12.5,20.8,1.66,12820,8012500,1000000,TRENDING,Bull,Bull,DISTRIBUTION,60,"CMF_POSITIVE, VPT_FALLING, AD_FALLING",-828317.991739084,0.19341466073810243,-5305481.47456976,NO,49881,31175625.0,0.22,22169733,107250000,False,-1.8,1352760,14360446,8975278750.0,7759406,0.35,0.22,RETAIL_DOMINANT,22169733,reported,107250000,229699862528,-0.21,NEGATIVE,5,0.0,TIDAK DIUJI,-2.03,0.59,43.88,-11.298
TOBA,Energi & Tambang,570,0.7,HINDARI,LOW_LIQ,Macro_Defensive- | PBV_Mahal- | RSI42* | Stoch15UP | OBV+Trend | CCI-OS,4,41.8,14.8,15.0,DN,99,-100.4,BELOW,CONTINUATION,NONE,BEARISH,21.7,557,658,527,642,696,751,7.5,12.6,1.68,23255,13255350,1000000,RANGING,Bear,Bear,NEUTRAL,50,AD_RISING,3230757.7995805144,0.03273743043974246,1614101.703296423,NO,10671372,6082682040.0,0.5,2134274505,8249360331,False,0.0,16022413,1376607057,784666022490.0,746996076,0.78,0.5,RETAIL_DOMINANT,2134274505,reported,8249360331,4702135648256,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,43.56,-3.605
JSMR,Infrastruktur & Konstruksi,2960,-0.1,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | Vol UP | CCI-OS | KC-LO,4,28.6,23.6,2.7,DN,71,-143.5,BELOW,NONE,NONE,BEARISH,12.7,2960,3290,2860,3126,3251,3376,3.4,5.6,1.65,10000,29600000,1000000,RANGING,Bear,Bear,DISTRIBUTION,80,"VPT_FALLING, CMF_NEGATIVE",-301517.75646917406,-0.12785971619740386,-6137871.825017095,NO,2769766,8198507360.0,0.17,1582723973,7257871199,False,-3.2,3326330,1026000817,3036962418320.0,553953390,0.27,0.17,RETAIL_DOMINANT,1582723973,reported,7257871199,21483298488320,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,40.24,-17.876
HUMI,Pantauan Khusus (High Volatility),181,0.7,HINDARI,F,Macro_Defensive- | PBV_Mahal- | RSI42* | Stoch17UP | OBV+Trend | CCI-OS,4,41.7,16.9,16.7,DN,100,-102.4,BELOW,CONTINUATION,NONE,BEARISH,29.9,174,222,161,214,239,264,11.0,18.2,1.65,50000,9050000,1000000,RANGING,Bear,Bull,NEUTRAL,50,AD_FALLING,36342637.151498795,-0.02147427288473037,-106583954.20807165,NO,21206459,3838369079.0,0.5,4241291805,18062620516,False,0.0,140474263,2735633215,495149611915.0,1484452131,0.78,0.5,RETAIL_DOMINANT,4241291805,reported,18062620516,3269334401024,0.0,NEUTRAL,3,0.0,TIDAK DIUJI,-2.03,0.59,42.07,-3.615
PWON,Properti & Real Estate,316,-0.1,HINDARI,F,Macro_Defensive- | PER_Murah* | PBV_Murah | Vol UP | CCI-OS | KC-LO,4,28.0,17.7,4.8,DN,100,-199.5,BELOW,NONE,NONE,BEARISH,11.1,316,352,305,334,347,360,3.5,5.7,1.63,90909,28727244,1000000,RANGING,Bear,Bear,DISTRIBUTION,80,"VOL_SPIKE_DOWN, VPT_FALLING",-5204231.657604903,-0.3698939748651687,-256316624.28571415,YES,25706030,8123105480.0,0.17,14689160328,48159602400,False,-3.2,30350080,9522248184,3009030426144.0,5141206114,0.27,0.17,RETAIL_DOMINANT,14689160328,reported,48159602400,15218433327104,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,34.87,-3.428
CTRA,Properti & Real Estate,690,2.2,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | RSI40 | Vol+OBV* | OBV+Trend,4,39.7,20.6,0.0,DN,81,-87.5,BELOW,CONTINUATION,NONE,BEARISH,10.9,690,760,661,738,774,810,4.2,7.0,1.67,34482,23792580,1000000,RANGING,Bear,Bear,ACCUMULATION,40,"VPT_RISING, AD_RISING",534140.98209609,-0.06176852050980664,4397909.523809493,NO,60464735,41720667150.0,0.7,8637819346,18535695255,False,0.8,12529316,5554117840,3832341309600.0,3023236771,1.09,0.7,RETAIL_DOMINANT,8637819346,reported,18535695255,12789629321216,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,47.85,-4.65
ANTM,Energi & Tambang,3740,1.2,HINDARI,F,Macro_Defensive- | PER_Murah* | RSI43* | Vol UP | KC-LO | MM_ACCUM,3,43.0,15.4,20.3,DN,79,-52.6,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,18.9,3470,4120,3516,4114,4395,4675,6.0,10.0,1.67,4464,16695360,1000000,RANGING,Bear,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",4135171.3553284407,0.04948282501100708,40419243.91551745,NO,58878737,220206476380.0,0.7,8411248269,24030764724,False,0.8,101587886,5408432638,20227538066120.0,2943936894,1.09,0.7,RETAIL_DOMINANT,8411248269,reported,24030764724,89875059572736,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,48.21,51.647
SMGR,Industri Dasar & Logam,2000,-0.4,HINDARI,F,Macro_Defensive- | Sector_COLD- | PBV_Murah | ADX26 | Vol UP | CCI-OS,2,27.9,26.3,0.0,DN,100,-155.3,BELOW,NONE,NONE,BEARISH,26.6,2000,2490,1883,2196,2343,2490,5.9,9.8,1.66,8547,17094000,1000000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VOL_SPIKE_DOWN, VPT_FALLING",-2385792.56818169,-0.33544045200369377,-75477616.98412699,YES,7374713,14749426000.0,0.22,3277650465,6735544089,False,-1.8,9609740,2123098090,4246196180000.0,1147177662,0.35,0.22,RETAIL_DOMINANT,3277650465,reported,6735544089,13471088377856,0.0,NEUTRAL,2,0.0,TIDAK DIUJI,-2.03,0.59,31.31,-120.236
MLPL,Konglomerat & Investasi,98,0.3,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | News_BULLISH*** | RSI44* | OBV+Trend,2,44.0,17.3,8.3,DN,100,-43.4,BELOW,CONTINUATION,NONE,BEARISH,23.7,91,113,91,110,118,127,7.1,12.2,1.72,142857,13999986,1000000,RANGING,Bear,Bear,NEUTRAL,50,AD_FALLING,10491199.243799567,-0.16470846874599554,-131514848.57142854,NO,5767575,565222350.0,0.5,1153515132,467942000,False,0.0,40846276,744017261,72913691578.0,403730296,0.78,0.5,RETAIL_DOMINANT,1153515132,reported,467942000,1530109362176,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-2.03,0.59,46.59,-0.051
BKSL,Properti & Real Estate,106,0.3,HINDARI,F,Macro_Defensive- | PBV_Murah | RSI41* | KC-LO,2,41.1,16.6,8.7,DN,100,-86.6,BELOW,CONTINUATION,NONE,BEARISH,20.9,105,125,98,119,129,138,7.5,12.3,1.64,125000,13250000,1000000,TRENDING,Bear,Bear,NEUTRAL,50,AD_FALLING,50153624.304046035,-0.08082292417121494,-122513033.33333588,NO,4478226,474691956.0,5.01,89375000,357500000,True,0.0,223911340,53615525,5683245650.0,31281249,8.35,5.01,RETAIL_DOMINANT,89375000,proxy,357500000,17777144365056,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.03,0.59,43.04,-2.511
