Ticker,Sektor,Harga,Skor,Sinyal,Strength,Konfirmasi,Confidence%,Tech_Score,Fund_Score,RS_Score,Sent_Score,RSI,ADX,Stoch,MACD,Volume,CCI,VWAP_Signal,Pattern,Divergence,Ichimoku,BB_Width%,Support,Resistance,Stop_Loss,Target_1,Target_2,Target_3,Risk%,Reward%,RRR,Position_Shares,Position_IDR,Risk_Amount,Regime,Weekly_Trend,Monthly_Trend,MM_Activity,MM_Confidence,MM_Signals,VPT_Trend,CMF_Signal,AD_Trend,Volume_Spike,MM_Shares,MM_Value_IDR,MM_Float_Pct,MM_Float_Shares,MM_Shares_Outstanding,MM_Float_Estimated,MM_Intensity,MM_Volume_Base,Retail_Shares,Retail_Value_IDR,Institutional_Shares,MM_vs_Retail_Ratio,MM_vs_Float_Ratio,Dominance,Float_Shares,Float_Source,Shares_Outstanding,Market_Cap_IDR,Sentiment_Score,Sentiment_Label,News_Count,AI_Win_Prob%,AI_Verdict,IHSG_Change,USD_Change,RSI_1d,MACD_1d,Foreign_Status,Net_Foreign_5d,MR_Signal,MR_Confidence,MR_Entry,MR_TP,MR_SL,Saran_Lot,Broksum_Status,Broksum_Net_Vol,RSI_Vol_Interaction,Rolling_Vol_20,Sector_Corr
BDMN,Perbankan,4620,10.5,PANTAU,D,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,32,40,50,50,0,65.9,49.2,63.5,DN,100,139.2,ABOVE,CONTINUATION,BEARISH_DIV,BULLISH,23.1,3700,4740,4250,5194,5624,6054,8.0,12.4,1.55,270,1247400,100000,TRENDING,Bull,Bull,NEUTRAL,50,AD_FALLING,7528510.161180027,-0.040586059332307245,-24898066.489110507,NO,3538026,16345680120.0,0.5,707605228,22400000,False,0.0,17505406,456405373,2108592823260.0,247661829,0.78,0.5,RETAIL_DOMINANT,707605228,reported,22400000,45153813266432,0.0,NEUTRAL,0,52.0,BUY,-3.54,-0.61,69.66,392.081,NEUTRAL,0.0,NONE,0,0,0,0,20.0% Modal (~20000 Lot) | RoR: 0.0%,BIG_ACCUMULATION,15000,6586.17,0.061704,0.1609
AMRT,Consumer & Retail,1440,9.0,TUNGGU,E,Macro_Defensive- | Sector_COLD- | RS_Strong* | Alpha_Leader*** | Pullback_EMA21** | Broksum_ACCUM***,29,60,15,50,15,48.9,19.0,61.4,UP,88,-3.4,ABOVE,REVERSAL,NONE,BULLISH,14.1,1320,1520,1357,1579,1683,1787,5.8,9.7,1.67,1204,1733760,100000,RANGING,Bear,Bear,ACCUMULATION,60,"VPT_RISING, CMF_POSITIVE",3962050.544631377,0.3361540829545039,370964829.13919413,NO,195034987,280850381280.0,0.8,24379373423,41091832700,False,1.8,43336780,15651557738,22538243142720.0,8532780698,1.25,0.8,RETAIL_DOMINANT,24379373423,reported,41091832700,59172242587648,0.0,NEUTRAL,0,8.53,WEAK,-3.54,-0.61,44.14,-17.475,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,4315.45,0.032129,0.1766
JPFA,Consumer & Retail,2580,9.5,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | RS_Strong* | Alpha_Leader*** | EMA+HMA**,28,35,25,50,15,56.9,13.9,57.7,UP,84,157.7,ABOVE,CONTINUATION,NONE,BULLISH,15.6,2220,2640,2406,2803,2970,3137,6.7,8.6,1.28,574,1480920,100000,RANGING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",504443.2129063001,0.054895183233569414,13136079.817451231,NO,35591832,91826926560.0,0.7,5084547494,8716079901,False,0.8,13746493,3269364040,8434959223200.0,1779591622,1.09,0.7,RETAIL_DOMINANT,5084547494,reported,8716079901,29999388164096,0.0,NEUTRAL,0,14.33,WEAK,-3.54,-0.61,61.36,44.708,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,4781.62,0.034421,0.3886
DUTI,Properti & Real Estate,4330,9.5,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PBV_Murah | RS_Strong* | Alpha_Leader*** | EMA+HMA**,28,35,25,50,15,58.7,12.7,100.0,UP,100,127.9,ABOVE,CONTINUATION,NONE,BULLISH,8.2,4090,4330,4185,4516,4655,4794,3.3,4.3,1.3,689,2983370,100000,RANGING,Bull,Bull,ACCUMULATION,80,"VPT_RISING, CMF_POSITIVE",375.02429885403035,0.18442998312846487,6646.6666666666715,NO,67765,293422450.0,0.9,7529500,1850000000,False,3.2,3003,4826410,20898355300.0,2635325,1.4,0.9,RETAIL_DOMINANT,7529500,reported,1850000000,8010499883008,0.0,NEUTRAL,0,58.87,BUY,-3.54,-0.61,45.68,-3.653,NEUTRAL,0.0,NONE,0,0,0,0,20.0% Modal (~20000 Lot) | RoR: 0.0%,BIG_ACCUMULATION,15000,5865.1,0.02194,-0.1633
CPIN,Consumer & Retail,4270,8.5,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | RS_Strong* | Pullback_EMA21** | Broksum_ACCUM***,27,45,25,50,0,55.2,15.0,86.1,UP,89,126.0,ABOVE,BREAKOUT,NONE,BULLISH,8.0,3980,4290,4116,4527,4720,4913,3.6,6.0,1.67,649,2771230,100000,RANGING,Bull,Bear,NEUTRAL,50,"VPT_RISING, VWAP_ABOVE_DELTA_POS, CMF_NEGATIVE, AD_FALLING",65839.84884319361,-0.2321523891537523,-13847106.161616154,NO,36457673,155674263710.0,0.5,7291534680,16398000000,False,0.0,5656716,4703039869,20081980240630.0,2552037138,0.78,0.5,RETAIL_DOMINANT,7291534680,reported,16398000000,70019459317760,0.0,NEUTRAL,0,11.19,WEAK,-3.54,-0.61,50.82,-19.618,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,4933.01,0.02464,0.0234
SMMA,Konglomerat & Investasi,18200,7.0,TUNGGU,E,Macro_Defensive- | Sector_COLD- | RS_Strong* | Alpha_Leader*** | EMA+HMA** | Broksum_ACCUM***,25,35,0,50,15,73.0,16.9,100.0,UP,100,135.6,ABOVE,CONTINUATION,BEARISH_DIV,BULLISH,32.4,13850,18200,17099,19612,20670,21729,6.0,7.8,1.3,90,1638000,100000,TRENDING,Bull,Bull,ACCUMULATION,40,"AD_RISING, VWAP_ABOVE_DELTA_POS",7702.782109339871,0.8553335465344422,254881.5968885838,NO,866066,15762401200.0,0.7,123723725,142474368,False,0.8,11306,79554356,1447889279200.0,43303303,1.09,0.7,RETAIL_DOMINANT,123723725,reported,142474368,115891496812544,0.0,NEUTRAL,0,29.29,WEAK,-3.54,-0.61,72.96,795.835,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,7296.46,0.029036,-0.1067
MKPI,Properti & Real Estate,21850,4.0,TUNGGU,E,Macro_Defensive- | Sector_COLD- | RS_Strong* | Broksum_ACCUM***,23,50,15,50,15,39.1,72.8,79.1,UP,100,-49.7,ABOVE,CONTINUATION,NONE,BULLISH,4.7,21625,22600,21327,22721,23374,24028,2.4,4.0,1.67,191,4173350,100000,RANGING,Bear,Bear,ACCUMULATION,60,"CMF_POSITIVE, AD_RISING, VPT_FALLING",-1487.6976678266403,0.23950652207496684,159606.6197445246,NO,1310707,28638947950.0,0.8,163838441,948194000,False,1.8,39933,105184280,2298276518000.0,57343454,1.25,0.8,RETAIL_DOMINANT,163838441,reported,948194000,20718039334912,0.0,NEUTRAL,0,14.16,WEAK,-3.54,-0.61,40.28,-277.258,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,3909.71,0.008058,0.0021
INDF,Consumer & Retail,6750,6.5,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Broksum_ACCUM***,21,30,50,50,0,47.9,23.8,34.6,DN,87,-105.9,BELOW,REVERSAL,NONE,BEARISH,7.5,6600,7125,6571,7048,7271,7494,2.7,4.4,1.63,558,3766500,100000,RANGING,Bull,Bear,DISTRIBUTION,60,"VPT_FALLING, AD_FALLING",-201504.5094646793,-0.0456356266857888,-11707269.696969748,NO,9813970,66244297500.0,0.22,4361764668,8780426500,False,-1.8,9045763,2825333065,19070998188750.0,1526617633,0.35,0.22,RETAIL_DOMINANT,4361764668,reported,8780426500,59267876913152,0.0,NEUTRAL,1,35.1,WEAK,-3.54,-0.61,39.34,2.556,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,4183.22,0.013684,0.1672
DMAS,Properti & Real Estate,150,12.0,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,20,20,50,50,0,60.3,59.3,47.1,DN,100,53.7,BELOW,CONTINUATION,BEARISH_DIV,BULLISH,18.0,135,154,143,159,165,171,4.7,6.0,1.28,14285,2142750,100000,TRENDING,Bull,Bull,NEUTRAL,50,AD_RISING,33240475.867228173,0.015748118676672435,82202026.40692627,NO,42479405,6371910750.0,0.5,8495881044,48198111100,False,0.0,102777066,5479843274,821976491100.0,2973558365,0.78,0.5,RETAIL_DOMINANT,8495881044,reported,48198111100,7229716561920,0.0,NEUTRAL,0,12.09,WEAK,-3.54,-0.61,66.24,4.407,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,6032.52,0.016888,0.1756
PRDA,Kesehatan,2550,13.5,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,20,20,50,50,0,56.4,49.4,32.6,UP,100,23.8,BELOW,CONTINUATION,NONE,BEARISH,15.4,2334,2670,2383,2764,2925,3086,6.5,8.4,1.29,598,1524900,100000,RANGING,Bull,Bull,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",263150.0157866857,-0.1488533885544643,-2701075.8740932355,NO,667974,1703333700.0,0.27,242899814,889775500,False,-0.8,636190,157216906,400903110300.0,85014934,0.42,0.27,RETAIL_DOMINANT,242899814,reported,889775500,2268927623168,0.0,NEUTRAL,0,16.45,WEAK,-3.54,-0.61,65.95,69.765,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,5640.72,0.020251,0.0278
