Ticker,Sektor,Harga,Skor,Sinyal,Strength,Konfirmasi,Confidence%,Tech_Score,Fund_Score,RS_Score,Sent_Score,RSI,ADX,Stoch,MACD,Volume,CCI,VWAP_Signal,Pattern,Divergence,Ichimoku,BB_Width%,Support,Resistance,Stop_Loss,Target_1,Target_2,Target_3,Risk%,Reward%,RRR,Position_Shares,Position_IDR,Risk_Amount,Regime,Weekly_Trend,Monthly_Trend,MM_Activity,MM_Confidence,MM_Signals,VPT_Trend,CMF_Signal,AD_Trend,Volume_Spike,MM_Shares,MM_Value_IDR,MM_Float_Pct,MM_Float_Shares,MM_Shares_Outstanding,MM_Float_Estimated,MM_Intensity,MM_Volume_Base,Retail_Shares,Retail_Value_IDR,Institutional_Shares,MM_vs_Retail_Ratio,MM_vs_Float_Ratio,Dominance,Float_Shares,Float_Source,Shares_Outstanding,Market_Cap_IDR,Sentiment_Score,Sentiment_Label,News_Count,AI_Win_Prob%,AI_Verdict,IHSG_Change,USD_Change,RSI_1d,MACD_1d,Foreign_Status,Net_Foreign_5d,MR_Signal,MR_Confidence,MR_Entry,MR_TP,MR_SL,Saran_Lot,Broksum_Status,Broksum_Net_Vol,RSI_Vol_Interaction,Rolling_Vol_20,Sector_Corr
BDMN,Perbankan,4880,12.5,STRONG_BUY,B+,PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader*** | EMA+HMA** | Broksum_ACCUM***,85,55,50,50,0,68.6,48.6,88.5,DN,100,140.5,ABOVE,REVERSAL,NONE,BULLISH,25.1,3700,4880,4490,5447,5873,6298,8.0,11.6,1.45,256,1249280,100000,TRENDING,Bull,Bull,NEUTRAL,50,AD_FALLING,10821520.696930684,-0.04663765869179228,-6190087.051881067,NO,3538026,17265566880.0,0.5,707605228,22400000,False,0.0,17815633,456405373,2227258220240.0,247661829,0.78,0.5,RETAIL_DOMINANT,707605228,reported,22400000,47108522508288,0.0,NEUTRAL,0,58.6,BUY,0.23,0.26,63.08,368.622,NEUTRAL,0.0,NONE,0,0,0,0,20.0% Modal (~20000 Lot) | RoR: 0.0%,BIG_ACCUMULATION,15000,6862.7,0.057062,-0.0126
DUTI,Properti & Real Estate,4340,11.5,STRONG_BUY,B+,Sector_COLD- | PBV_Murah | RS_Strong* | Alpha_Leader*** | EMA+HMA** | Broksum_ACCUM***,85,65,25,50,15,56.6,11.6,87.5,UP,100,144.6,ABOVE,BREAKOUT,NONE,BULLISH,8.7,4090,4340,4156,4576,4753,4930,4.2,5.4,1.29,543,2356620,100000,RANGING,Bull,Bull,ACCUMULATION,60,"VPT_RISING, AD_RISING",607.3816469078811,0.049671833542801455,4375.757575757583,YES,52540,228023600.0,0.8,6567500,1850000000,False,1.8,3076,4216335,18298893900.0,2298625,1.25,0.8,RETAIL_DOMINANT,6567500,reported,1850000000,8028999909376,0.0,NEUTRAL,0,17.05,WEAK,0.23,0.26,46.65,2.593,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,5662.45,0.028239,0.0609
BBTN,Perbankan,1390,13.0,STRONG_BUY,B+,PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader*** | EMA+HMA** | Broksum_ACCUM***,83,35,50,50,15,56.9,17.1,83.3,DN,100,26.6,ABOVE,CONTINUATION,NONE,BULLISH,12.9,1270,1420,1308,1496,1575,1654,5.9,7.6,1.29,1219,1694410,100000,RANGING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",1518582.5427212715,0.13450581420186974,79918580.87270218,NO,35595701,49478024390.0,0.7,5085100244,14034444412,False,0.8,30175966,3269719458,4544910046620.0,1779785085,1.09,0.7,RETAIL_DOMINANT,5085100244,reported,14034444412,19157015855104,0.0,NEUTRAL,0,7.52,WEAK,0.23,0.26,43.06,-13.517,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,5692.98,0.029739,0.142
ASII,Konglomerat & Investasi,5600,9.5,STRONG_BUY,B+,PER_Murah* | PBV_Murah | RS_Strong* | Broksum_ACCUM***,78,45,50,50,0,43.8,17.4,37.5,DN,79,-196.9,BELOW,REVERSAL,NONE,BEARISH,10.2,5400,6050,5343,6029,6350,6672,4.6,7.7,1.67,389,2178400,100000,RANGING,Bear,Bull,DISTRIBUTION,60,"VOL_SPIKE_DOWN, VPT_FALLING",-692949.682577366,-0.2500846110142939,-155790549.36507905,YES,40056204,224314742400.0,0.22,17802757384,40063816240,False,-1.8,35107463,11531736096,64577722137600.0,6230965084,0.35,0.22,RETAIL_DOMINANT,17802757384,reported,40063816240,221352581660672,0.0,NEUTRAL,0,11.19,WEAK,0.23,0.26,37.08,-59.464,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,3470.77,0.027117,-0.2163
BBNI,Perbankan,3890,13.0,STRONG_BUY,B+,PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader*** | Pullback_EMA21** | Broksum_ACCUM***,76,30,50,50,0,54.4,13.2,61.5,DN,75,60.6,ABOVE,REVERSAL,NONE,BULLISH,6.5,3720,3980,3735,4089,4239,4388,4.0,5.1,1.27,645,2509050,100000,RANGING,Bull,Bull,NEUTRAL,50,"VPT_RISING, AD_FALLING",2562847.034634913,-0.056418479892106035,-1878209.5335220098,NO,74160112,288482835680.0,0.5,14832022427,578683733,False,0.0,39237940,9566654466,37214285872740.0,5191207849,0.78,0.5,RETAIL_DOMINANT,14832022427,reported,578683733,143438670462976,0.0,NEUTRAL,0,10.14,WEAK,0.23,0.26,46.61,-1.863,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,4120.75,0.019663,-0.0417
JPFA,Consumer & Retail,2630,12.5,STRONG_BUY,B+,PER_Murah* | RS_Strong* | Alpha_Leader*** | EMA+HMA** | Broksum_ACCUM***,76,50,25,50,15,59.5,16.0,65.8,UP,86,118.5,ABOVE,BREAKOUT,NONE,BULLISH,16.7,2220,2640,2452,2858,3029,3201,6.8,8.7,1.28,561,1475430,100000,RANGING,Bull,Bull,ACCUMULATION,60,"VPT_RISING, CMF_POSITIVE",1266892.9208726296,0.12071934074493965,44282377.579689,YES,40676379,106978876770.0,0.8,5084547494,8716079901,False,1.8,14384700,3264279493,8585055066590.0,1779591622,1.25,0.8,RETAIL_DOMINANT,5084547494,reported,8716079901,29534279696384,0.0,NEUTRAL,0,11.6,WEAK,0.23,0.26,56.12,46.746,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,5124.46,0.033818,-0.1526
MKPI,Properti & Real Estate,21900,6.0,BUY,C,Sector_COLD- | RS_Strong* | Broksum_ACCUM***,73,50,15,50,15,41.0,72.4,81.3,UP,100,-2.2,ABOVE,CONTINUATION,NONE,BULLISH,2.9,21625,22300,21441,22665,23238,23812,2.1,3.5,1.67,217,4752300,100000,RANGING,Bear,Bear,ACCUMULATION,60,"CMF_POSITIVE, AD_RISING, VPT_FALLING",-267.9719031456016,0.30272599363931124,227922.89881429204,NO,1310707,28704483300.0,0.8,163838441,948194000,False,1.8,39600,105184280,2303535732000.0,57343454,1.25,0.8,RETAIL_DOMINANT,163838441,reported,948194000,20765447553024,0.0,NEUTRAL,0,14.66,WEAK,0.23,0.26,40.04,-246.339,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,4102.95,0.007934,0.102
BIRD,Transportasi & Logistik,1555,11.2,STRONG_BUY,B,PER_Murah* | PBV_Murah | RS_Strong* | Broksum_ACCUM***,72,50,50,50,0,43.2,38.1,52.4,UP,100,-41.4,ABOVE,CONTINUATION,NONE,BEARISH,7.5,1515,1645,1516,1620,1669,1718,2.5,4.2,1.68,2564,3987020,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-614293.0452680136,-0.14957588322415347,-6893021.111111108,NO,1715858,2668159190.0,0.27,623948677,2502100000,False,-0.8,1659603,403850783,627987967565.0,218382036,0.42,0.27,RETAIL_DOMINANT,623948677,reported,2502100000,3890765365248,0.02,NEUTRAL,10,11.83,WEAK,0.23,0.26,41.84,-25.015,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,4317.76,0.017703,0.0037
BIRD,Transportasi & Logistik,1555,11.2,STRONG_BUY,B,PER_Murah* | PBV_Murah | RS_Strong* | Broksum_ACCUM***,72,50,50,50,0,43.2,38.1,52.4,UP,100,-41.4,ABOVE,CONTINUATION,NONE,BEARISH,7.5,1515,1645,1516,1620,1669,1718,2.5,4.2,1.68,2564,3987020,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-614293.0452680136,-0.14957588322415347,-6893021.111111108,NO,1715858,2668159190.0,0.27,623948677,2502100000,False,-0.8,1659603,403850783,627987967565.0,218382036,0.42,0.27,RETAIL_DOMINANT,623948677,reported,2502100000,3903275925504,0.02,NEUTRAL,10,11.83,WEAK,0.23,0.26,41.84,-25.015,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,4317.76,0.017703,0.0037
DMAS,Properti & Real Estate,156,13.5,STRONG_BUY,B,Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader*** | EMA+HMA**,72,40,25,50,15,69.6,58.9,78.6,DN,100,88.7,ABOVE,CONTINUATION,BEARISH_DIV,BULLISH,16.5,135,156,149,165,173,180,4.5,5.8,1.29,14285,2228460,100000,TRENDING,Bull,Bull,ACCUMULATION,60,"VPT_RISING, AD_RISING",40947613.596842006,0.07374042146037911,260112659.74025965,NO,67967048,10602859488.0,0.8,8495881044,48198111100,False,1.8,111650790,5454355631,850879478436.0,2973558365,1.25,0.8,RETAIL_DOMINANT,8495881044,reported,48198111100,7663499870208,0.0,NEUTRAL,0,45.64,WEAK,0.23,0.26,62.14,3.854,NEUTRAL,0.0,NONE,0,0,0,0,0 Lot,BIG_ACCUMULATION,15000,6964.06,0.017592,0.1955
