Ticker,Sektor,Harga,Skor,Sinyal,Strength,Konfirmasi,Confidence%,RSI,ADX,Stoch,MACD,Volume,CCI,VWAP_Signal,Pattern,Divergence,Ichimoku,BB_Width%,Support,Resistance,Stop_Loss,Target_1,Target_2,Target_3,Risk%,Reward%,RRR,Position_Shares,Position_IDR,Risk_Amount,Regime,Weekly_Trend,Monthly_Trend,MM_Activity,MM_Confidence,MM_Signals,VPT_Trend,CMF_Signal,AD_Trend,Volume_Spike,MM_Shares,MM_Value_IDR,MM_Float_Pct,MM_Float_Shares,MM_Shares_Outstanding,MM_Float_Estimated,MM_Intensity,MM_Volume_Base,Retail_Shares,Retail_Value_IDR,Institutional_Shares,MM_vs_Retail_Ratio,MM_vs_Float_Ratio,Dominance,Float_Shares,Float_Source,Shares_Outstanding,Market_Cap_IDR,Sentiment_Score,Sentiment_Label,News_Count,AI_Win_Prob%,AI_Verdict,IHSG_Change,USD_Change,RSI_1d,MACD_1d
SRTG,Konglomerat & Investasi,1840,10.1,BUY,C+,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | EMA+HMA** | MACD+OBV**,74,61.6,11.8,75.7,UP,100,134.6,ABOVE,CONTINUATION,NONE,BULLISH,9.0,1690,1840,1758,1977,2079,2182,4.5,7.4,1.64,12195,22438800,1000000,RANGING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, VWAP_ABOVE_DELTA_POS, AD_FALLING",1104257.8528155722,-0.1047435358639261,-11173059.61757541,NO,10186764,18743645760.0,0.7,1455252053,13549832900,False,0.8,7634980,935727071,1721737810640.0,509338218,1.09,0.7,RETAIL_DOMINANT,1455252053,reported,13549832900,24931693756416,0.0,NEUTRAL,2,24.1,🔴 JEBAKAN / FALSE BREAKOUT,0.41,0.4,61.04,24.773
GLVA,Teknologi & Telco,346,9.6,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | VCP_Setup** | Pullback_EMA21** | Price>EMA21,74,52.9,18.4,66.7,UP,100,55.3,ABOVE,REVERSAL,NONE,BULLISH,9.1,324,348,324,382,409,436,6.4,10.4,1.62,45454,15727084,1000000,RANGING,Bear,Bear,NEUTRAL,50,"VWAP_ABOVE_DELTA_POS, AD_FALLING",8017.389455795055,-0.16754544627215437,-45219.194139194675,NO,3015900,1043501400.0,0.5,603180000,1500000000,False,0.0,30270,389051100,134611680600.0,211113000,0.78,0.5,RETAIL_DOMINANT,603180000,reported,1500000000,518999998464,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.41,0.4,42.28,-1.366
WIDI,-,34,8.4,HINDARI,LOW_LIQ,Macro_Defensive- | PBV_Murah | RS_Strong* | Pullback_EMA21** | Price>EMA21 | MACD+OBV**,73,53.9,19.9,57.1,UP,100,45.1,ABOVE,CONTINUATION,NONE,BULLISH,23.5,29,36,31,38,42,45,8.8,11.8,1.34,333333,11333322,1000000,RANGING,Bear,Bull,ACCUMULATION,60,"CMF_POSITIVE, AD_RISING",3806029.5361708226,0.31280401746745984,48630949.999999985,NO,5365098,182413332.0,0.8,670637280,1600031683,False,1.8,7158780,430549134,14638670556.0,234723048,1.25,0.8,RETAIL_DOMINANT,670637280,reported,1600031683,54401081344,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.41,0.4,53.88,0.58
TBLA,Agrikultur,750,8.4,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | News_BEARISH--- | EMA* | ADX31X,73,61.3,30.6,61.9,UP,100,63.1,ABOVE,CONTINUATION,BEARISH_DIV,BULLISH,12.1,695,770,721,798,833,869,3.9,6.4,1.64,34482,25861500,1000000,TRENDING,Bull,Bull,NEUTRAL,50,"VPT_RISING, VWAP_ABOVE_DELTA_POS, CMF_NEGATIVE, AD_FALLING",483640.0946006444,-0.10544118648788414,-10637176.666666668,NO,12119379,9089534250.0,0.5,2423875909,6004151372,False,0.0,3153153,1563399962,1172549971500.0,848356568,0.78,0.5,RETAIL_DOMINANT,2423875909,reported,6004151372,4503113302016,-0.3,NEGATIVE,1,0.0,TIDAK DIUJI,0.41,0.4,61.26,21.448
SSMS,Agrikultur,1430,7.5,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Mahal- | Price>EMA21 | MACD+OBV** | RSI55*,70,54.8,16.6,79.5,UP,54,76.3,ABOVE,BREAKOUT,NONE,BULLISH,13.2,1310,1430,1356,1553,1646,1738,5.2,8.6,1.65,13513,19323590,1000000,TRENDING,Bear,Bear,ACCUMULATION,60,"VPT_RISING, AD_RISING",243977.81977466552,0.08961899907919901,14666317.695866913,NO,20246340,28952266200.0,0.8,2530792500,9525000000,False,1.8,6855680,1624768785,2323419362550.0,885777375,1.25,0.8,RETAIL_DOMINANT,2530792500,reported,9525000000,13620750581760,0.0,NEUTRAL,3,0.0,TIDAK DIUJI,0.41,0.4,51.32,-6.916
CMNP,Infrastruktur & Konstruksi,1565,8.5,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | RS_Strong* | Pullback_EMA21** | EMA*,69,53.5,27.8,23.1,UP,100,25.5,BELOW,REVERSAL,NONE,BEARISH,30.9,1410,1795,1402,1782,1945,2108,10.4,13.9,1.34,6134,9599710,1000000,HIGH_VOLATILITY,Bull,Bull,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",976220.7705192568,-0.48258302414050724,-12335060.66875653,YES,17493489,27377310285.0,0.27,6361268817,6696354391,False,-0.8,905866,4117331243,6443623395295.0,2226444085,0.42,0.27,RETAIL_DOMINANT,6361268817,reported,6696354391,10479794651136,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.41,0.4,50.96,58.96
CFIN,Perbankan,344,9.4,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Pullback_EMA21** | EMA*,69,57.1,27.5,46.7,DN,100,44.6,ABOVE,CONTINUATION,BEARISH_DIV,BULLISH,7.3,330,352,333,362,375,388,3.2,5.2,1.62,90909,31272696,1000000,RANGING,Bull,Bull,ACCUMULATION,40,"AD_RISING, VWAP_ABOVE_DELTA_POS",315782.94765340234,0.27654960230305536,14022639.523809528,NO,13531072,4654688768.0,0.7,1933010409,3984520457,False,0.8,2045320,1242925694,427566438736.0,676553643,1.09,0.7,RETAIL_DOMINANT,1933010409,reported,3984520457,1370675085312,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.41,0.4,51.25,3.47
BMTR,Konglomerat & Investasi,176,8.7,PANTAU,D,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | EMA*,68,62.6,49.5,56.2,UP,100,39.6,BELOW,CONTINUATION,NONE,BULLISH,49.1,135,193,164,197,212,228,6.8,11.9,1.75,83333,14666608,1000000,TRENDING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",53021126.0136711,0.1676471724756629,389602620.0021957,NO,53932547,9492128272.0,0.7,7704649594,16352512086,False,0.8,99314220,4954089690,871919785440.0,2696627357,1.09,0.7,RETAIL_DOMINANT,7704649594,reported,16352512086,2878042013696,0.0,NEUTRAL,0,17.1,🔴 JEBAKAN / FALSE BREAKOUT,0.41,0.4,62.57,12.173
GOTO,Teknologi & Telco,55,9.0,BUY,C,Macro_Defensive- | News_BULLISH*** | Pullback_EMA21** | Price>EMA21 | MACD+OBV** | RSI55*,68,54.9,22.6,57.1,UP,77,189.3,ABOVE,CONTINUATION,NONE,BULLISH,10.2,51,56,52,59,63,66,5.5,7.3,1.33,333333,18333315,1000000,RANGING,Bear,Bear,NEUTRAL,50,"VPT_RISING, VWAP_ABOVE_DELTA_POS, CMF_NEGATIVE, AD_FALLING",336542371.97466755,-0.10518637553205137,-8331613104.0,NO,4104828726,225765579930.0,0.5,820965745211,1062010200395,False,0.0,3451236576,529522905662,29123759811410.0,287338010823,0.78,0.5,RETAIL_DOMINANT,820965745211,reported,1062010200395,58410561175552,0.19,POSITIVE,2,10.6,🔴 JEBAKAN / FALSE BREAKOUT,0.41,0.4,47.05,-0.448
SIMP,Agrikultur,820,8.5,PANTAU,D,Macro_Defensive- | PER_Murah* | PBV_Murah | RS_Strong* | EMA* | ADX42XX,67,60.9,42.4,59.3,DN,100,42.9,BELOW,CONTINUATION,BEARISH_DIV,BULLISH,48.1,630,890,766,910,978,1045,6.6,11.0,1.67,18518,15184760,1000000,TRENDING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",63442994.52557459,0.04004214322174055,43881308.87778884,NO,15803275,12958685500.0,0.7,2257610788,15501310000,False,0.8,41765576,1451643738,1190347865160.0,790163775,1.09,0.7,RETAIL_DOMINANT,2257610788,reported,15501310000,12711074201600,0.14,POSITIVE,5,12.0,🔴 JEBAKAN / FALSE BREAKOUT,0.41,0.4,61.84,58.455
BWPT,Agrikultur,135,7.8,PANTAU,D,Macro_Defensive- | PER_Murah* | Pullback_EMA21** | Price>EMA21 | MACD+OBV** | RSI55*,67,55.0,23.3,56.5,UP,100,49.6,BELOW,CONTINUATION,BEARISH_DIV,BULLISH,15.9,121,139,126,150,161,172,6.7,11.1,1.66,111111,14999985,1000000,RANGING,Bull,Bull,NEUTRAL,50,"VPT_RISING, AD_FALLING",40343329.60089141,-0.17126737688937102,-431897723.17460346,NO,37796560,5102535600.0,0.5,7559312012,31122368200,False,0.0,130833743,4875756248,658227093480.0,2645759204,0.78,0.5,RETAIL_DOMINANT,7559312012,reported,31122368200,4201519775744,0.0,NEUTRAL,0,3.4,🔴 JEBAKAN / FALSE BREAKOUT,0.41,0.4,52.84,1.799
INCO,Energi & Tambang,6825,5.9,PANTAU,D,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RS_Strong* | EMA* | MACD+OBV**,66,59.1,24.7,70.0,UP,100,68.8,ABOVE,CONTINUATION,NONE,BULLISH,29.1,5500,6925,6436,7474,7960,8447,5.7,9.5,1.67,2570,17540250,1000000,RANGING,Bull,Bull,ACCUMULATION,60,"VPT_RISING, AD_RISING",5187855.068634849,0.0366533679574474,6580276.143856138,NO,17397389,118737179925.0,0.8,2174673743,10539784534,False,1.8,18505830,1396140544,9528659212800.0,761135810,1.25,0.8,RETAIL_DOMINANT,2174673743,reported,10539784534,71934024876032,-0.02,NEUTRAL,4,9.2,🔴 JEBAKAN / FALSE BREAKOUT,0.41,0.4,58.61,204.369
BSDE,Properti & Real Estate,825,7.4,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Price>EMA21,66,58.6,20.5,90.5,UP,100,150.3,ABOVE,CONTINUATION,NONE,BULLISH,11.2,745,825,790,883,926,969,4.2,7.0,1.67,28571,23571075,1000000,RANGING,Bear,Bear,ACCUMULATION,60,"VPT_RISING, CMF_POSITIVE",1692593.6453486616,0.263118188557067,43882766.709956706,YES,46339064,38229727800.0,0.8,5792383044,20913395112,False,1.8,9978140,3718709915,3067935679875.0,2027334065,1.25,0.8,RETAIL_DOMINANT,5792383044,reported,20913395112,17253551570944,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.41,0.4,58.57,1.972
KRAS,Industri Dasar & Logam,306,8.2,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Mahal- | News_BEARISH--- | Pullback_EMA21** | Price>EMA21,66,51.7,15.3,77.8,UP,100,77.4,ABOVE,CONTINUATION,NONE,BULLISH,9.3,286,314,291,331,351,370,4.9,8.2,1.67,66666,20399796,1000000,RANGING,Bear,Bull,NEUTRAL,50,"VPT_RISING, VWAP_ABOVE_DELTA_POS, CMF_NEGATIVE, AD_FALLING",1396812.3679441363,-0.26427299456614395,-78709318.33333331,NO,19346396,5919997176.0,0.5,3869279380,19346396899,False,0.0,12275133,2495685201,763679671506.0,1354247783,0.78,0.5,RETAIL_DOMINANT,3869279380,reported,19346396899,5919997427712,-0.18,NEGATIVE,2,0.0,TIDAK DIUJI,0.41,0.4,48.77,-2.696
ARTO,Perbankan,1425,6.9,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | RS_Strong* | Price>EMA21 | MACD+OBV** | RSI53*,66,53.3,20.5,58.0,UP,92,43.9,ABOVE,CONTINUATION,NONE,BULLISH,15.4,1290,1450,1348,1553,1649,1745,5.4,9.0,1.67,12987,18506475,1000000,TRENDING,Bear,Bear,ACCUMULATION,60,"VPT_RISING, AD_RISING",2322893.5096087004,-0.03240815711293618,2059927.8758170009,YES,30798768,43888244400.0,0.8,3849846044,13861330900,False,1.8,3604743,2471601161,3522031654425.0,1347446115,1.25,0.8,RETAIL_DOMINANT,3849846044,reported,13861330900,19752397307904,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.41,0.4,39.93,-35.29
BBNI,Perbankan,3800,8.6,PANTAU,D,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | VCP_Setup** | Pullback_EMA21**,65,50.3,19.4,60.9,UP,72,110.1,ABOVE,CONTINUATION,NONE,BULLISH,8.0,3510,3870,3683,3996,4142,4289,3.1,5.2,1.68,8547,32478600,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VWAP_ABOVE_DELTA_POS, CMF_NEGATIVE, AD_FALLING",4078684.384162151,-0.24847425844610266,-111651729.872154,NO,41359516,157166160800.0,0.27,15039824344,578683733,False,-0.8,73044490,9734526308,36991199970400.0,5263938520,0.42,0.27,RETAIL_DOMINANT,15039824344,reported,578683733,141575829061632,0.1,POSITIVE,4,12.9,🔴 JEBAKAN / FALSE BREAKOUT,0.41,0.4,49.69,-32.477
ASRI,Properti & Real Estate,138,8.3,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Pullback_EMA21** | Price>EMA21,65,50.3,16.4,50.0,UP,100,58.8,BELOW,CONTINUATION,NONE,BULLISH,12.6,129,143,131,150,160,169,5.1,8.7,1.71,142857,19714266,1000000,RANGING,Bear,Bear,NEUTRAL,50,"VOL_SPIKE_STABLE, VPT_RISING, CMF_NEGATIVE, AD_FALLING",3737430.8588146195,-0.15223705615443722,-68939671.21212101,YES,49327883,6807247854.0,0.5,9865576721,19649411888,False,0.0,21948373,6363296986,878134984068.0,3452951852,0.78,0.5,RETAIL_DOMINANT,9865576721,reported,19649411888,2711618846720,-0.11,NEGATIVE,4,0.0,TIDAK DIUJI,0.41,0.4,48.94,-1.038
PPRE,Infrastruktur & Konstruksi,141,9.1,BUY,C,Macro_Defensive- | PBV_Murah | RS_Strong* | Pullback_EMA21** | Price>EMA21 | MACD+OBV**,62,50.1,19.7,57.0,UP,100,113.9,ABOVE,CONTINUATION,NONE,BULLISH,63.6,95,159,119,178,207,235,15.6,26.2,1.68,45454,6409014,1000000,TRENDING,Bear,Bull,ACCUMULATION,40,"VPT_RISING, VWAP_ABOVE_DELTA_POS, AD_FALLING",627822144.1134037,-0.05647319748511392,-77358438.56559741,NO,15712804,2215505364.0,0.7,2244686347,10116212300,False,0.8,248181243,1443333322,203509998402.0,785640221,1.09,0.7,RETAIL_DOMINANT,2244686347,reported,10116212300,1426386059264,0.0,NEUTRAL,4,17.4,🔴 JEBAKAN / FALSE BREAKOUT,0.41,0.4,56.47,-6.082
DGNS,Kesehatan,278,5.7,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | News_BULLISH*** | RSI44* | Stoch37UP | Vol+OBV*,59,43.9,16.6,37.0,DN,100,-105.2,BELOW,REVERSAL,NONE,BEARISH,12.8,266,302,253,320,352,384,9.0,15.1,1.68,40000,11120000,1000000,RANGING,Bull,Bull,DISTRIBUTION,40,"VPT_RISING, VOL_SPIKE_DOWN, AD_FALLING",292507.99854468554,-0.08924542231577118,-2267111.1721611694,YES,789731,219545218.0,0.27,287175000,1250000000,False,-0.8,1156263,185874019,51672977282.0,100511250,0.42,0.27,RETAIL_DOMINANT,287175000,reported,1250000000,347499986944,0.4,POSITIVE,3,0.0,TIDAK DIUJI,0.41,0.4,38.77,-6.096
SAME,Kesehatan,342,7.3,HINDARI,LOW_LIQ,Macro_Defensive- | News_BULLISH*** | Pullback_EMA21** | EMA* | RSI51* | Stoch53UP,59,51.0,22.4,53.3,DN,100,-25.6,BELOW,CONTINUATION,NONE,BEARISH,6.8,328,350,327,367,386,404,4.4,7.3,1.66,66666,22799772,1000000,RANGING,Bull,Bull,NEUTRAL,50,AD_RISING,11572.148051053286,0.08605933821372445,1699600.4761904925,NO,13055626,4465024092.0,0.5,2611125323,17164632545,False,0.0,822886,1684175834,575988135228.0,913893863,0.78,0.5,RETAIL_DOMINANT,2611125323,reported,17164632545,5870304362496,0.24,POSITIVE,5,0.0,TIDAK DIUJI,0.41,0.4,47.67,1.324
STTP,Consumer & Retail,10100,7.7,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | Pullback_EMA21** | EMA* | MACD+OBV**,58,53.2,8.9,73.1,UP,100,61.8,ABOVE,CONTINUATION,NONE,BULLISH,8.5,9550,10200,9896,10439,10694,10949,2.0,3.4,1.7,4901,49500100,1000000,RANGING,Bull,Bear,NEUTRAL,50,AD_RISING,45.13653052385598,0.052003552003552014,205.62770562771038,NO,1353164,13666956400.0,0.5,270632900,1310000000,False,0.0,323,174558221,1763038032100.0,94721515,0.78,0.5,RETAIL_DOMINANT,270632900,reported,1310000000,13231000125440,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.41,0.4,53.2,65.409
GWSA,Properti & Real Estate,156,7.5,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Pullback_EMA21**,58,52.2,20.2,44.4,UP,100,85.9,BELOW,REVERSAL,NONE,BEARISH,19.2,138,162,143,177,194,210,8.3,13.5,1.63,76923,11999988,1000000,TRENDING,Bear,Bull,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",830054.4377173036,-0.24164111893310192,-8375960.304695306,NO,4397249,685970844.0,0.27,1598999785,7800760000,False,-0.8,1585800,1034952612,161452607472.0,559649924,0.42,0.27,RETAIL_DOMINANT,1598999785,reported,7800760000,1216918585344,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.41,0.4,46.41,-0.621
CAMP,Consumer & Retail,206,6.6,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | Pullback_EMA21** | Price>EMA21 | ADX30,54,52.7,29.8,55.6,UP,100,34.0,BELOW,CONTINUATION,NONE,BULLISH,10.3,194,210,199,217,226,234,3.4,5.3,1.56,142857,29428542,1000000,RANGING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",7616.8760753190145,-0.06591848629623712,-463490.47619047016,NO,2343701,482802406.0,0.5,468740250,5885000000,False,0.0,290220,302337462,62281517172.0,164059087,0.78,0.5,RETAIL_DOMINANT,468740250,reported,5885000000,1212310093824,0.04,NEUTRAL,5,0.0,TIDAK DIUJI,0.41,0.4,52.72,1.314
BPTR,Transportasi & Logistik,85,7.2,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Pullback_EMA21**,53,51.2,40.0,25.0,DN,100,-8.3,BELOW,CONTINUATION,NONE,BEARISH,25.6,76,95,78,97,106,114,8.2,14.1,1.72,142857,12142845,1000000,RANGING,Bear,Bear,NEUTRAL,50,AD_FALLING,9317054.429684721,-0.11251507634965545,-13024074.025974024,NO,3477986,295628810.0,0.5,695597220,3534000000,False,0.0,4024260,448660208,38136117680.0,243459026,0.78,0.5,RETAIL_DOMINANT,695597220,reported,3534000000,300390023168,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.41,0.4,49.82,0.783
AREA,Pantauan Khusus (High Volatility),330,6.8,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | RS_Strong* | News_BULLISH*** | ADX27 | MACD+OBV**,53,46.7,27.5,32.1,UP,100,17.4,BELOW,CONTINUATION,NONE,BEARISH,20.0,296,346,304,373,405,437,7.9,13.0,1.65,38461,12692130,1000000,TRENDING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",304542.9736357933,-0.08649091885291217,-1418696.010806011,NO,2550013,841504290.0,0.5,510002673,2539601000,False,0.0,453760,328951725,108554069250.0,178500935,0.78,0.5,RETAIL_DOMINANT,510002673,reported,2539601000,838068273152,0.25,POSITIVE,5,0.0,TIDAK DIUJI,0.41,0.4,43.38,-5.342
ALII,Pantauan Khusus (High Volatility),980,6.8,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RS_Strong* | EMA* | ADX32X,52,63.9,31.9,54.5,UP,100,109.6,ABOVE,CONTINUATION,NONE,BULLISH,48.1,675,1030,887,1135,1250,1366,9.5,15.8,1.66,10752,10536960,1000000,RANGING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",4869522.3876929805,0.025520786885697342,1325344.5440429077,YES,22357740,21910585200.0,0.7,3193962956,15825800000,False,0.8,3572643,2053718182,2012643818360.0,1117887034,1.09,0.7,RETAIL_DOMINANT,3193962956,reported,15825800000,15509284192256,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.41,0.4,63.48,51.376
BUKA,Teknologi & Telco,155,7.7,PANTAU,D,Macro_Defensive- | PER_Murah* | PBV_Murah | RS_Strong* | News_BULLISH*** | ADX31X,52,50.1,31.5,27.5,DN,100,-6.6,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,29.2,140,175,146,170,181,192,5.8,9.7,1.67,111111,17222205,1000000,TRENDING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",50827017.587339915,0.01762322703735487,95306461.48962116,NO,380327846,58950816130.0,0.7,54332549434,103148706067,False,0.8,160409243,34935829287,5415053539485.0,19016392301,1.09,0.7,RETAIL_DOMINANT,54332549434,reported,103148706067,15988049313792,0.25,POSITIVE,2,8.6,🔴 JEBAKAN / FALSE BREAKOUT,0.41,0.4,52.25,5.543
INDF,Consumer & Retail,6850,8.4,PANTAU,D,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | VCP_Setup** | Pullback_EMA21**,51,57.9,32.5,55.6,DN,89,42.2,BELOW,CONTINUATION,BEARISH_DIV,BULLISH,9.1,6575,7025,6686,7124,7329,7534,2.4,4.0,1.67,6097,41764450,1000000,RANGING,Bull,Bear,ACCUMULATION,40,"CMF_POSITIVE, AD_RISING, VWAP_BELOW_DELTA_NEG",521582.0962850228,0.3437752201189632,45248443.33333331,NO,30680478,210161274300.0,0.7,4382925496,8780426500,False,0.8,13387500,2818221095,19304814500750.0,1534023923,1.09,0.7,RETAIL_DOMINANT,4382925496,reported,8780426500,60145920901120,0.0,NEUTRAL,2,13.5,🔴 JEBAKAN / FALSE BREAKOUT,0.41,0.4,56.72,139.8
ACST,Infrastruktur & Konstruksi,99,6.1,HINDARI,LOW_LIQ,Macro_Defensive- | News_BULLISH*** | ADX28 | MACD+OBV** | RSI46* | BB+Sup*,50,46.0,28.4,83.3,UP,100,38.7,ABOVE,CONTINUATION,NONE,BULLISH,21.6,85,108,95,105,110,115,4.0,6.1,1.52,250000,24750000,1000000,TRENDING,Bear,Bear,DISTRIBUTION,40,"VWAP_ABOVE_DELTA_POS, VPT_FALLING, AD_FALLING",-350522.33965423703,-0.11919051926698417,-3649800.0,NO,4290512,424760688.0,0.27,1560186373,17675160000,False,-0.8,1258040,1009830631,99973232469.0,546065230,0.42,0.27,RETAIL_DOMINANT,1560186373,reported,17675160000,1749840822272,0.31,POSITIVE,5,0.0,TIDAK DIUJI,0.41,0.4,42.14,-3.427
RALS,Consumer & Retail,450,6.3,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Pullback_EMA21** | Price>EMA21,49,50.1,20.5,66.7,UP,96,70.6,ABOVE,CONTINUATION,NONE,BULLISH,10.0,414,460,435,475,493,511,3.3,5.6,1.7,66666,29999700,1000000,TRENDING,Bear,Bull,DISTRIBUTION,60,"VWAP_ABOVE_DELTA_POS, VPT_FALLING, CMF_NEGATIVE",-311253.2422131435,-0.28342260418904497,-11619890.952380955,NO,3703866,1666739700.0,0.22,1646162872,5931263500,False,-1.8,7013240,1066302001,479835900450.0,576157005,0.35,0.22,RETAIL_DOMINANT,1646162872,reported,5931263500,2669068681216,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.41,0.4,45.54,-4.125
PGAS,Energi & Tambang,1920,6.3,PANTAU,D,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | VCP_Setup** | News_BEARISH---,49,49.3,15.6,69.7,UP,77,58.7,ABOVE,CONTINUATION,NONE,BULLISH,12.0,1755,1945,1846,2043,2136,2228,3.9,6.4,1.64,13513,25944960,1000000,TRENDING,Bear,Bull,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",2654891.950224991,-0.12016937214989681,-27531821.666130558,NO,28678249,55062238080.0,0.27,10428454411,24241508195,False,-0.8,44262986,6749817119,12959648868480.0,3649959043,0.42,0.27,RETAIL_DOMINANT,10428454411,reported,24241508195,46543696560128,-0.36,NEGATIVE,2,8.7,🔴 JEBAKAN / FALSE BREAKOUT,0.41,0.4,47.43,-22.021
META,Infrastruktur & Konstruksi,238,4.8,HINDARI,LOW_LIQ,Macro_Defensive- | PBV_Murah | Pullback_EMA21** | EMA* | ADX100XX | W+M**,47,100.0,100.0,,DN,100,0.0,BELOW,CONTINUATION,NONE,BEARISH,0.0,238,238,238,238,238,238,0.0,0.0,0.0,0,0,0,RANGING,Bull,Bull,NEUTRAL,50,NEUTRAL,0.0,0.0,0.0,NO,21656567,5154262946.0,0.5,4331313548,17325254193,True,0.0,0,2793697240,664899943120.0,1515959741,0.78,0.5,RETAIL_DOMINANT,4331313548,proxy,17325254193,4123410563072,-0.12,NEGATIVE,5,0.0,TIDAK DIUJI,0.41,0.4,100.0,0.001
BJTM,Perbankan,580,5.4,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Pullback_EMA21** | EMA*,46,50.9,15.6,28.6,DN,84,-8.9,BELOW,CONTINUATION,NONE,BEARISH,6.2,565,600,567,602,618,635,2.2,3.8,1.73,76923,44615340,1000000,RANGING,Bull,Bull,DISTRIBUTION,60,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",388169.26799481345,-0.14133595827922205,-4525399.999999985,NO,1733259,1005290220.0,0.22,770337525,3081350100,True,-1.8,7882073,498986133,289411957140.0,269618133,0.35,0.22,RETAIL_DOMINANT,770337525,proxy,3081350100,8708988862464,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.41,0.4,47.58,3.446
UNTR,Konglomerat & Investasi,30425,6.9,PANTAU,D,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | News_BULLISH*** | Pullback_EMA21**,46,53.7,18.9,52.6,DN,91,32.0,BELOW,CONTINUATION,NONE,BEARISH,8.4,28967,31381,29450,32051,33270,34489,3.2,5.3,1.66,1025,31185625,1000000,RANGING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING, VWAP_BELOW_DELTA_NEG",233761.05716570746,0.0950326745732129,5401117.209258646,NO,9466945,288031801625.0,0.7,1352420849,3572729036,False,0.8,3220026,869606607,26457781017975.0,473347297,1.09,0.7,RETAIL_DOMINANT,1352420849,reported,3572729036,108700278718464,0.62,POSITIVE,1,12.4,🔴 JEBAKAN / FALSE BREAKOUT,0.41,0.4,51.51,471.551
