Ticker,Sektor,Harga,Skor,Sinyal,Strength,Konfirmasi,Confidence%,RSI,ADX,Stoch,MACD,Volume,CCI,VWAP_Signal,Pattern,Divergence,Ichimoku,BB_Width%,Support,Resistance,Stop_Loss,Target_1,Target_2,Target_3,Risk%,Reward%,RRR,Position_Shares,Position_IDR,Risk_Amount,Regime,Weekly_Trend,Monthly_Trend,MM_Activity,MM_Confidence,MM_Signals,VPT_Trend,CMF_Signal,AD_Trend,Volume_Spike,MM_Shares,MM_Value_IDR,MM_Float_Pct,MM_Float_Shares,MM_Shares_Outstanding,MM_Float_Estimated,MM_Intensity,MM_Volume_Base,Retail_Shares,Retail_Value_IDR,Institutional_Shares,MM_vs_Retail_Ratio,MM_vs_Float_Ratio,Dominance,Float_Shares,Float_Source,Shares_Outstanding,Market_Cap_IDR,Sentiment_Score,Sentiment_Label,News_Count,AI_Win_Prob%,AI_Verdict,IHSG_Change,USD_Change,RSI_1d,MACD_1d
PMUI,Pantauan Khusus (High Volatility),104,5.7,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | RS_Strong* | Pullback_EMA21** | Price>EMA21,46,49.6,37.2,20.8,UP,100,27.5,BELOW,REVERSAL,NONE,BEARISH,25.0,90,109,94,121,134,146,9.6,16.3,1.7,100000,10400000,1000000,TRENDING,Bear,Bear,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",6167388.727388615,-0.3575857094245579,-43208656.44540645,NO,3190000,331760000.0,0.27,1160000000,5800000000,False,-0.8,4580766,750810000,78084240000.0,406000000,0.42,0.27,RETAIL_DOMINANT,1160000000,reported,5800000000,603200028672,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.41,0.4,44.25,-0.59
DILD,Properti & Real Estate,133,7.1,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | RS_Strong* | Pullback_EMA21** | Price>EMA21,44,55.1,19.2,58.8,UP,100,81.7,ABOVE,CONTINUATION,NONE,BULLISH,12.1,122,137,127,142,149,156,4.5,6.8,1.51,166666,22166578,1000000,RANGING,Bear,Bear,ACCUMULATION,40,"VPT_RISING, VWAP_ABOVE_DELTA_POS, AD_FALLING",3362059.611635521,-0.1264512099492778,-63588500.0,NO,39753258,5287183314.0,0.7,5679036874,10365854185,False,0.8,21690660,3651620711,485665554563.0,1987662905,1.09,0.7,RETAIL_DOMINANT,5679036874,reported,10365854185,1378658549760,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.41,0.4,50.39,0.296
INDY,Energi & Tambang,3720,4.4,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RS_Strong* | News_BEARISH--- | Pullback_EMA21**,44,53.6,15.2,48.4,UP,86,51.2,BELOW,CONTINUATION,NONE,BULLISH,15.8,3330,3880,3456,4160,4491,4821,7.1,11.8,1.66,3787,14087640,1000000,RANGING,Bull,Bull,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",7984733.152635112,-0.19070323836685896,-83689468.65640241,NO,4091201,15219267720.0,0.27,1487709777,5202692000,False,-0.8,21371643,962920155,3582062976600.0,520698421,0.42,0.27,RETAIL_DOMINANT,1487709777,reported,5202692000,19354013925376,-0.18,NEGATIVE,3,6.3,🔴 JEBAKAN / FALSE BREAKOUT,0.41,0.4,55.69,61.203
MLPT,Teknologi & Telco,22900,5.7,HINDARI,LOW_LIQ,Macro_Defensive- | PBV_Mahal- | RS_Strong* | Pullback_EMA21** | Price>EMA21 | ADX38X,43,49.8,37.9,39.5,UP,100,30.2,BELOW,CONTINUATION,NONE,BEARISH,98.3,13275,29150,19688,28253,32268,36282,14.0,23.4,1.67,311,7121900,1000000,TRENDING,Bear,Bear,NEUTRAL,50,AD_RISING,78643.88528450015,0.001493646181053215,47461.235784285585,NO,1410000,32289000000.0,0.5,282000000,1875000000,False,0.0,81876,181890000,4165281000000.0,98700000,0.78,0.5,RETAIL_DOMINANT,282000000,reported,1875000000,42937501089792,0.0,NEUTRAL,4,0.0,TIDAK DIUJI,0.41,0.4,49.53,466.742
PANI,Transportasi & Logistik,8650,6.0,PANTAU,D,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RS_Strong* | News_BULLISH*** | Pullback_EMA21**,43,50.1,22.6,44.3,UP,97,12.2,BELOW,CONTINUATION,NONE,BEARISH,25.5,7525,9425,8145,9492,10123,10754,5.8,9.7,1.67,1980,17127000,1000000,RANGING,Bear,Bear,NEUTRAL,50,AD_FALLING,1886249.501875395,-0.0493499192053395,-6012994.313174248,NO,14414811,124688115150.0,0.5,2882962283,18117025598,False,0.0,4657950,1859510673,16084767321450.0,1009036799,0.78,0.5,RETAIL_DOMINANT,2882962283,reported,18117025598,156712266891264,0.31,POSITIVE,4,4.1,🔴 JEBAKAN / FALSE BREAKOUT,0.41,0.4,48.55,46.302
BIRD,Transportasi & Logistik,1645,6.2,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | ADX31X | MACD+OBV**,41,47.8,31.3,50.0,UP,94,-3.6,ABOVE,CONTINUATION,NONE,BEARISH,3.8,1615,1665,1612,1699,1740,1781,2.0,3.3,1.65,30303,49848435,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-12155.423376367427,-0.20491619526790628,-2739271.2698412687,NO,1715858,2822586410.0,0.27,623948677,2502100000,False,-0.8,927210,403850783,664334538035.0,218382036,0.42,0.27,RETAIL_DOMINANT,623948677,reported,2502100000,4115954401280,0.04,NEUTRAL,5,0.0,TIDAK DIUJI,0.41,0.4,41.03,-11.235
BIRD,Transportasi & Logistik,1645,6.2,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | ADX31X | MACD+OBV**,41,47.8,31.3,50.0,UP,94,-3.6,ABOVE,CONTINUATION,NONE,BEARISH,3.8,1615,1665,1612,1699,1740,1781,2.0,3.3,1.65,30303,49848435,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-12155.423376367427,-0.20491619526790628,-2739271.2698412687,NO,1715858,2822586410.0,0.27,623948677,2502100000,False,-0.8,927210,403850783,664334538035.0,218382036,0.42,0.27,RETAIL_DOMINANT,623948677,reported,2502100000,4115954401280,0.04,NEUTRAL,5,0.0,TIDAK DIUJI,0.41,0.4,41.03,-11.235
LEAD,Infrastruktur & Konstruksi,147,4.5,PANTAU,D,Macro_Defensive- | PBV_Mahal- | Pullback_EMA21** | Price>EMA21 | RSI51* | Stoch34UP,40,51.1,16.2,34.3,DN,100,0.0,BELOW,CONTINUATION,NONE,BEARISH,25.4,131,168,132,172,190,209,10.2,17.0,1.67,66666,9799902,1000000,RANGING,Bull,Bull,NEUTRAL,50,AD_FALLING,18881030.9452343,-0.03617447025555241,-101756268.69047612,NO,10381893,1526138271.0,0.5,2076378638,5799616328,False,0.0,62679880,1339264222,196871840634.0,726732523,0.78,0.5,RETAIL_DOMINANT,2076378638,reported,5799616328,852543602688,0.06,POSITIVE,5,4.3,🔴 JEBAKAN / FALSE BREAKOUT,0.41,0.4,47.0,0.11
GOOD,Consumer & Retail,350,5.5,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | News_BULLISH*** | Pullback_EMA21** | Price>EMA21 | RSI51*,39,51.0,22.6,33.3,DN,100,13.1,BELOW,CONTINUATION,NONE,BEARISH,4.7,340,356,338,369,384,398,3.4,5.4,1.59,83333,29166550,1000000,RANGING,Bear,Bear,NEUTRAL,50,"VOL_SPIKE_STABLE, VPT_RISING, CMF_NEGATIVE, AD_FALLING",3143.1410729802446,-0.21280128165880938,-641036.666666667,YES,14529774,5085420900.0,0.5,2905954947,36877600855,False,0.0,174010,1874340942,656019329700.0,1017084231,0.78,0.5,RETAIL_DOMINANT,2905954947,reported,36877600855,12907161059328,0.31,POSITIVE,5,0.0,TIDAK DIUJI,0.41,0.4,42.89,0.073
RMKE,Energi & Tambang,3250,6.2,PANTAU,D,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RS_Strong* | News_BULLISH*** | Pullback_EMA21**,39,48.6,18.9,46.0,UP,100,50.9,BELOW,CONTINUATION,NONE,BULLISH,28.0,2680,3560,3006,3657,3962,4267,7.5,12.5,1.67,4098,13318500,1000000,TRENDING,Bear,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",2530436.3598903343,0.10075576151664975,26482826.480781138,NO,12544000,40768000000.0,0.7,1792000000,4375000000,False,0.8,13158116,1152256000,3744832000000.0,627200000,1.09,0.7,RETAIL_DOMINANT,1792000000,reported,4375000000,14218750328832,0.26,POSITIVE,3,10.5,🔴 JEBAKAN / FALSE BREAKOUT,0.41,0.4,50.06,-64.485
HAIS,Transportasi & Logistik,197,4.5,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | News_BULLISH*** | ADX36X,38,44.9,36.1,50.0,DN,100,-74.3,BELOW,CONTINUATION,NONE,BEARISH,4.9,194,202,191,207,214,222,3.0,5.1,1.7,166666,32833202,1000000,RANGING,Bear,Bear,NEUTRAL,50,"AD_RISING, VPT_FALLING",-119338.72595942579,0.012822366903996714,1720709.9999999925,NO,2624149,516957353.0,0.5,524829800,2626250000,False,0.0,2115430,338515221,66687498537.0,183690430,0.78,0.5,RETAIL_DOMINANT,524829800,reported,2626250000,517371232256,0.45,POSITIVE,5,0.0,TIDAK DIUJI,0.41,0.4,40.76,-1.801
KIJA,Properti & Real Estate,187,5.6,PANTAU,D,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Pullback_EMA21** | Price>EMA21,37,49.3,22.9,28.3,UP,100,23.7,BELOW,CONTINUATION,NONE,BEARISH,13.2,174,202,175,207,222,237,6.4,10.7,1.67,83333,15583271,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",32413334.133937836,-0.10479071751058552,-354199508.0097556,NO,1957657,366081859.0,0.27,711875483,711956815,False,-0.8,115615146,460761407,86162383109.0,249156419,0.42,0.27,RETAIL_DOMINANT,711875483,reported,711956815,3889007165440,0.0,NEUTRAL,0,5.9,🔴 JEBAKAN / FALSE BREAKOUT,0.41,0.4,48.3,-0.457
WIFI,Teknologi & Telco,2370,4.7,PANTAU,D,Macro_Defensive- | Pullback_EMA21** | Price>EMA21 | RSI51* | Stoch38UP | BB+Sup*,37,51.2,16.0,37.5,DN,65,18.7,BELOW,CONTINUATION,NONE,BULLISH,20.7,2130,2530,2202,2650,2861,3071,7.1,11.8,1.66,5952,14106240,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",4894643.891419813,-0.15135136422132128,-92903042.2510531,NO,5841739,13844921430.0,0.27,2124268974,5308549015,False,-0.8,25968983,1374933095,3258591435150.0,743494140,0.42,0.27,RETAIL_DOMINANT,2124268974,reported,5308549015,12581261541376,0.15,POSITIVE,5,4.5,🔴 JEBAKAN / FALSE BREAKOUT,0.41,0.4,49.14,21.998
WEGE,Infrastruktur & Konstruksi,58,4.5,HINDARI,LOW_LIQ,Macro_Defensive- | PBV_Murah | MACD+OBV** | RSI49* | BB+Sup* | Vol+OBV*,35,49.1,23.4,27.3,UP,100,126.6,BELOW,CONTINUATION,NONE,BEARISH,9.8,54,60,54,65,71,76,6.9,12.1,1.75,250000,14500000,1000000,RANGING,Bear,Bear,NEUTRAL,50,"VOL_SPIKE_STABLE, VPT_RISING, CMF_NEGATIVE, AD_FALLING",4191093.0538429543,-0.22475242889325184,-60365766.66666669,YES,11573505,671263290.0,0.5,2314701040,9572000000,False,0.0,9952136,1492982171,86592965918.0,810145364,0.78,0.5,RETAIL_DOMINANT,2314701040,reported,9572000000,555175968768,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.41,0.4,55.91,-0.368
BRNA,Industri Dasar & Logam,685,5.2,HINDARI,LOW_LIQ,Macro_Defensive- | PBV_Murah | News_BULLISH*** | Pullback_EMA21** | Price>EMA21 | ADX26,35,51.7,25.9,24.3,UP,100,51.1,BELOW,CONTINUATION,NONE,BEARISH,19.8,635,790,605,819,920,1020,11.7,19.6,1.68,12500,8562500,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",39990.408384173505,-0.19469627717580199,-937667.690838573,YES,804830,551308550.0,0.27,292665770,979110000,False,-0.8,172310,189427921,129758125885.0,102433019,0.42,0.27,RETAIL_DOMINANT,292665770,reported,979110000,670690377728,0.2,POSITIVE,3,0.0,TIDAK DIUJI,0.41,0.4,53.72,6.824
PNBN,Perbankan,1020,6.6,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | News_BEARISH---,34,54.8,30.0,44.1,UP,100,86.0,BELOW,CONTINUATION,NONE,BEARISH,15.2,935,1080,981,1086,1135,1184,3.8,6.5,1.71,25641,26153820,1000000,RANGING,Bear,Bear,ACCUMULATION,40,"VPT_RISING, AD_RISING",3825177.086284034,-0.03720011026717877,2566258.290598288,NO,25430489,25939098780.0,0.7,3632927088,24071873098,False,0.8,4615250,2335972119,2382691561380.0,1271524480,1.09,0.7,RETAIL_DOMINANT,3632927088,reported,24071873098,24553310912512,-0.22,NEGATIVE,5,0.0,TIDAK DIUJI,0.41,0.4,52.76,5.266
PEHA,Consumer & Retail,300,4.2,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Pullback_EMA21** | EMA*,33,51.1,20.5,33.3,DN,100,-82.8,BELOW,CONTINUATION,NONE,BULLISH,6.8,294,312,283,329,351,372,5.7,9.7,1.7,58823,17646900,1000000,RANGING,Bull,Bear,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",1340.844913380337,-0.13452575140325249,-659574.7266067266,NO,690372,207111600.0,0.27,251044580,840000000,False,-0.8,380316,162488605,48746581500.0,87865603,0.42,0.27,RETAIL_DOMINANT,251044580,reported,840000000,251999993856,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.41,0.4,48.52,3.696
SMRA,Properti & Real Estate,322,3.9,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | ADX34X | RSI45*,31,45.3,33.9,45.5,DN,100,-90.5,BELOW,CONTINUATION,NONE,BULLISH,13.0,302,344,310,342,356,371,3.7,6.2,1.68,83333,26833226,1000000,TRENDING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-1741197.4347844748,-0.23453378384461784,-151052186.66666675,NO,26404258,8502171076.0,0.27,9601548443,16508568358,False,-0.8,28866096,6214602230,2001101918060.0,3360541955,0.42,0.27,RETAIL_DOMINANT,9601548443,reported,16508568358,5315759177728,0.0,NEUTRAL,0,6.4,🔴 JEBAKAN / FALSE BREAKOUT,0.41,0.4,31.43,-10.249
INTP,Industri Dasar & Logam,5200,4.4,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | MACD+OBV** | RSI41* | Stoch23UP,29,40.9,18.6,22.7,UP,84,-81.4,BELOW,CONTINUATION,NONE,BEARISH,10.2,5025,5575,4974,5577,5860,6143,4.3,7.2,1.67,4424,23004800,1000000,TRENDING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-4086.2601087405637,-0.14556780996684368,-3294158.5281385276,NO,2540390,13210028000.0,0.27,923778357,3305110399,False,-0.8,1203350,597915543,3109160823600.0,323322424,0.42,0.27,RETAIL_DOMINANT,923778357,reported,3305110399,17186573778944,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.41,0.4,38.53,-96.02
TLKM,Teknologi & Telco,2870,3.6,TUNGGU,E,Macro_Defensive- | PER_Murah* | News_BULLISH*** | ADX32X | RSI36 | Stoch26UP,27,36.0,31.7,25.5,DN,83,-122.3,BELOW,CONTINUATION,NONE,BEARISH,17.3,2810,3210,2750,3070,3220,3370,4.2,7.0,1.67,8333,23915710,1000000,RANGING,Bear,Bear,DISTRIBUTION,80,"VOL_SPIKE_DOWN, VPT_FALLING",-16202340.451599173,-0.013812171210004767,-43605357.94448236,YES,82902218,237929365660.0,0.17,47372696337,99062216599,False,-3.2,109036373,30709350402,88135835653740.0,16580443717,0.27,0.17,RETAIL_DOMINANT,47372696337,reported,99062216599,284308581384192,0.25,POSITIVE,9,0.6,🔴 JEBAKAN / FALSE BREAKOUT,0.41,0.4,31.12,-95.886
HEAL,Kesehatan,1170,1.7,HINDARI,LOW_LIQ,Macro_Defensive- | RSI37 | Vol+OBV* | OBV+Trend | CCI-OS | KC-LO,27,37.3,11.2,26.1,DN,100,-178.2,BELOW,NONE,NONE,BEARISH,6.6,1170,1245,1111,1268,1342,1416,5.0,8.4,1.68,16949,19830330,1000000,RANGING,Bear,Bear,ACCUMULATION,60,"VPT_RISING, CMF_POSITIVE, VWAP_BELOW_DELTA_NEG",502361.146299426,0.3439001410178655,50736317.58169934,NO,65524098,76663194660.0,0.8,8190512329,15365950000,False,1.8,10028560,5258308916,6152221431720.0,2866679315,1.25,0.8,RETAIL_DOMINANT,8190512329,reported,15365950000,17978162675712,0.1,POSITIVE,5,0.0,TIDAK DIUJI,0.41,0.4,37.26,-24.147
PTPP,Infrastruktur & Konstruksi,248,3.0,HINDARI,LOW_LIQ,Macro_Defensive- | PBV_Murah | ADX36X | MACD* | RSI32 | Stoch12UP,25,32.0,36.3,11.8,UP,100,-109.4,BELOW,CONTINUATION,NONE,BEARISH,17.3,246,290,234,271,288,305,5.6,9.3,1.66,71428,17714144,1000000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-2340381.3964077868,-0.18747609579367142,-24266501.111111104,NO,6797210,1685708080.0,0.22,3020982620,6185341454,False,-1.8,6911303,1956841494,485296690512.0,1057343916,0.35,0.22,RETAIL_DOMINANT,3020982620,reported,6185341454,1533964713984,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.41,0.4,32.86,-14.438
SMGR,Industri Dasar & Logam,2090,2.5,HINDARI,F,Macro_Defensive- | PBV_Murah | ADX25 | RSI31 | Stoch17UP | Vol UP,24,31.3,25.1,17.3,DN,100,-172.4,BELOW,REVERSAL,NONE,BEARISH,23.8,2040,2490,1974,2284,2429,2575,5.6,9.3,1.66,8620,18015800,1000000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VOL_SPIKE_DOWN, VPT_FALLING",-1634393.1238229945,-0.2708799883243513,-59237283.65079364,YES,7374713,15413150170.0,0.22,3277650465,6735544089,False,-1.8,9361720,2123098090,4437275008100.0,1147177662,0.35,0.22,RETAIL_DOMINANT,3277650465,reported,6735544089,14077287989248,0.0,NEUTRAL,2,0.0,TIDAK DIUJI,0.41,0.4,26.73,-114.51
ABMM,Konglomerat & Investasi,3010,1.8,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | RSI47* | Stoch26UP,22,47.5,18.8,26.3,DN,92,-105.6,BELOW,CONTINUATION,NONE,BEARISH,5.0,2970,3110,2919,3161,3275,3389,3.0,5.0,1.67,10989,33076890,1000000,RANGING,Bull,Bull,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",9429.341919263126,-0.21038383913540554,-3526669.620575508,NO,752653,2265485530.0,0.27,273692133,2753165000,False,-0.8,1539386,177147234,533213174340.0,95792246,0.42,0.27,RETAIL_DOMINANT,273692133,reported,2753165000,8287026675712,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.41,0.4,42.11,9.264
RIGS,Infrastruktur & Konstruksi,670,2.9,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Mahal- | News_BULLISH*** | MACD+OBV** | RSI40*,22,40.2,9.7,20.0,UP,100,-63.1,BELOW,CONTINUATION,NONE,BEARISH,6.8,655,700,634,730,775,820,5.4,9.0,1.67,27777,18610590,1000000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-9629.304631798848,-0.1736266930254998,-395282.564102564,NO,266693,178684310.0,0.22,118530607,609130000,False,-1.8,95986,76778202,51441395340.0,41485712,0.35,0.22,RETAIL_DOMINANT,118530607,reported,609130000,408117084160,0.34,POSITIVE,5,0.0,TIDAK DIUJI,0.41,0.4,47.94,-4.419
ANTM,Energi & Tambang,3880,3.2,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | MACD+OBV** | RSI48* | OBV+Trend,21,48.2,15.0,37.9,UP,78,14.9,BELOW,CONTINUATION,NONE,BEARISH,19.0,3470,4120,3667,4235,4502,4768,5.5,9.1,1.65,4694,18212720,1000000,RANGING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",10461936.508022472,0.0494427426942851,61016905.20583987,NO,58878737,228449499560.0,0.7,8411248269,24030764724,False,0.8,96096986,5408432638,20984718635440.0,2943936894,1.09,0.7,RETAIL_DOMINANT,8411248269,reported,24030764724,93239369531392,0.0,NEUTRAL,1,8.7,🔴 JEBAKAN / FALSE BREAKOUT,0.41,0.4,55.39,65.37
MPPA,Consumer & Retail,52,3.1,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | RS_Strong* | Pullback_EMA21** | Price>EMA21 | RSI52*,20,51.8,12.8,45.5,DN,100,19.1,BELOW,CONTINUATION,NONE,BEARISH,26.3,46,57,49,56,60,63,5.8,7.7,1.33,333333,17333316,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",16582166.902713686,-0.1466415084293807,-42843266.66666651,NO,14621669,760326788.0,0.27,5316970766,12966640084,False,-0.8,26304393,3441409329,178953285108.0,1860939768,0.42,0.27,RETAIL_DOMINANT,5316970766,reported,12966640084,674265235456,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.41,0.4,49.43,0.763
ASSA,Transportasi & Logistik,830,3.8,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | ADX35X | MACD*,20,34.9,35.3,18.2,UP,86,-111.0,BELOW,CONTINUATION,NONE,BEARISH,14.1,825,915,784,906,963,1020,5.5,9.2,1.67,21739,18043370,1000000,TRENDING,Bear,Bear,ACCUMULATION,40,"VPT_RISING, AD_RISING, VWAP_BELOW_DELTA_NEG",22341.253578215837,-0.10089335611246279,14091223.809523799,NO,6963330,5779563900.0,0.7,994761561,3691137517,False,0.8,6981873,639631685,530894298550.0,348166546,1.09,0.7,RETAIL_DOMINANT,994761561,reported,3691137517,3063644160000,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.41,0.4,33.69,-35.814
GTRA,Pantauan Khusus (High Volatility),256,3.0,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | MACD+OBV** | RSI49* | Stoch26UP,20,48.8,24.1,25.6,UP,100,-1.3,BELOW,CONTINUATION,NONE,BEARISH,17.5,242,276,235,291,317,343,8.2,13.7,1.67,47619,12190464,1000000,RANGING,Bear,Bull,NEUTRAL,50,AD_RISING,301437.5130132288,0.08960559947878939,1155237.9774705544,NO,1894375,484960000.0,0.5,378875000,1894375000,False,0.0,705273,244374376,62559840256.0,132606249,0.78,0.5,RETAIL_DOMINANT,378875000,reported,1894375000,484960010240,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.41,0.4,47.55,0.422
MPPA,Consumer & Retail,52,3.1,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | RS_Strong* | Pullback_EMA21** | Price>EMA21 | RSI52*,20,51.8,12.8,45.5,DN,100,19.1,BELOW,CONTINUATION,NONE,BEARISH,26.3,46,57,49,56,60,63,5.8,7.7,1.33,333333,17333316,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",16582166.902713686,-0.1466415084293807,-42843266.66666651,NO,14621669,760326788.0,0.27,5316970766,12966640084,False,-0.8,26304393,3441409329,178953285108.0,1860939768,0.42,0.27,RETAIL_DOMINANT,5316970766,reported,12966640084,674265235456,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.41,0.4,49.43,0.763
BMRI,Perbankan,4430,2.4,HINDARI,F,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | News_BULLISH*** | RSI38,19,37.9,16.4,19.0,DN,82,-142.5,BELOW,CONTINUATION,NONE,BEARISH,8.5,4400,4750,4285,4671,4852,5034,3.3,5.4,1.64,6896,30549280,1000000,TRENDING,Bear,Bear,DISTRIBUTION,80,"VPT_FALLING, CMF_NEGATIVE",-11452090.836659815,-0.3685676693890989,-962720727.974803,NO,65747204,291260113720.0,0.17,37569831172,93333333331,False,-3.2,152495710,24354643058,107891068746940.0,13149440910,0.27,0.17,RETAIL_DOMINANT,37569831172,reported,93333333331,413466670137344,0.39,POSITIVE,4,0.0,TIDAK DIUJI,0.41,0.4,37.87,-88.784
DOID,Energi & Tambang,254,2.4,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | News_BULLISH*** | MACD+OBV** | RSI42*,19,42.0,20.2,20.0,UP,100,-81.2,BELOW,CONTINUATION,NONE,BEARISH,12.2,248,280,241,276,292,309,5.1,8.7,1.71,76923,19538442,1000000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-222770.1517081093,-0.2909942029070545,-30526343.80952376,NO,8871587,2253383098.0,0.22,3942927814,7357169432,False,-1.8,6983943,2554031493,648723999222.0,1380024734,0.35,0.22,RETAIL_DOMINANT,3942927814,reported,7357169432,1868721029120,0.54,POSITIVE,5,0.0,TIDAK DIUJI,0.41,0.4,40.39,-5.736
SMBR,Industri Dasar & Logam,224,4.2,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | MACD+OBV** | RSI46* | OBV+Trend,18,46.4,23.1,35.7,UP,100,-11.8,BELOW,CONTINUATION,NONE,BEARISH,12.4,214,238,211,246,263,280,5.8,9.8,1.69,76923,17230752,1000000,TRENDING,Bear,Bear,ACCUMULATION,40,"VPT_RISING, AD_RISING",1738278.7942544343,0.06461247246654583,9403194.444444418,NO,16755490,3753229760.0,0.7,2393641450,9932534336,False,0.8,4987493,1539111453,344760965472.0,837774507,1.09,0.7,RETAIL_DOMINANT,2393641450,reported,9932534336,2224887693312,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.41,0.4,46.41,-2.907
TINS,Energi & Tambang,3630,1.3,HINDARI,F,Macro_Defensive- | Sector_COLD- | News_BULLISH*** | RSI47* | Stoch15UP | W+M**,18,46.8,20.3,15.4,DN,71,-66.8,BELOW,CONTINUATION,NONE,BEARISH,15.5,3380,3950,3398,4017,4307,4596,6.4,10.7,1.67,4310,15645300,1000000,RANGING,Bull,Bull,NEUTRAL,50,AD_FALLING,4220020.490134522,-0.045750690551418054,-82275454.53787833,NO,13033568,47311851840.0,0.5,2606713709,7447753453,False,0.0,32033483,1681330343,6103229145090.0,912349798,0.78,0.5,RETAIL_DOMINANT,2606713709,reported,7447753453,27035344830464,0.49,POSITIVE,1,0.0,TIDAK DIUJI,0.41,0.4,47.79,42.487
