Ticker,Sektor,Harga,Skor,Sinyal,Strength,Konfirmasi,Confidence%,Tech_Score,Fund_Score,RS_Score,Sent_Score,RSI,ADX,Stoch,MACD,Volume,CCI,VWAP_Signal,Pattern,Divergence,Ichimoku,BB_Width%,Support,Resistance,Stop_Loss,Target_1,Target_2,Target_3,Risk%,Reward%,RRR,Position_Shares,Position_IDR,Risk_Amount,Regime,Weekly_Trend,Monthly_Trend,MM_Activity,MM_Confidence,MM_Signals,VPT_Trend,CMF_Signal,AD_Trend,Volume_Spike,MM_Shares,MM_Value_IDR,MM_Float_Pct,MM_Float_Shares,MM_Shares_Outstanding,MM_Float_Estimated,MM_Intensity,MM_Volume_Base,Retail_Shares,Retail_Value_IDR,Institutional_Shares,MM_vs_Retail_Ratio,MM_vs_Float_Ratio,Dominance,Float_Shares,Float_Source,Shares_Outstanding,Market_Cap_IDR,Sentiment_Score,Sentiment_Label,News_Count,AI_Win_Prob%,AI_Verdict,IHSG_Change,USD_Change,RSI_1d,MACD_1d,Foreign_Status,Net_Foreign_5d,Saran_Lot,Broksum_Status,Broksum_Net_Vol,RSI_Vol_Interaction,Rolling_Vol_20,Sector_Corr
KREN,Teknologi & Telco,16,4.5,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Mahal- | RS_Strong* | Broksum_ACCUM***,19,15,-5,50,0,43.4,27.0,20.0,DN,100,-58.2,BELOW,CONTINUATION,NONE,BEARISH,25.9,15,19,15,18,19,20,6.2,12.5,2.02,100000,1600000,100000,RANGING,Bear,Bear,NEUTRAL,50,AD_RISING,4960864.616013071,0.2561754983014526,149634800.0,NO,65226730,1043627680.0,0.5,13045346016,18204247800,False,0.0,26787363,8414248181,134627970896.0,4565871105,0.78,0.5,RETAIL_DOMINANT,13045346016,reported,18204247800,291267969024,0.0,NEUTRAL,0,53.69,BUY,-0.92,0.67,43.45,-0.145,NEUTRAL,0.0,15.3% Modal (Beli ±954 Lot),BIG_ACCUMULATION,15000,4344.68,0.038464,0.0262
ADRO,Energi & Tambang,2450,10.7,HINDARI,RISK,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | RS_Strong* | Alpha_Leader***,19,15,5,50,0,53.8,30.8,41.3,UP,77,16.4,BELOW,CONTINUATION,NONE,BULLISH,9.2,2334,2530,2366,2590,2694,2799,3.4,5.7,1.68,1190,2915500,100000,RANGING,Bear,Bull,NEUTRAL,50,"VPT_RISING, AD_FALLING",2481987.3391551226,-0.08318842725214794,-200209204.60317755,NO,54031167,132376359150.0,0.5,10806233429,28800494200,False,0.0,72425330,6970020562,17076550376900.0,3782181700,0.78,0.5,RETAIL_DOMINANT,10806233429,reported,28800494200,70561212399616,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.92,0.67,59.54,45.511,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,4156.26,0.013955,0.1653
ALII,Pantauan Khusus (High Volatility),870,4.0,TUNGGU,E,Macro_Defensive- | PBV_Mahal- | RS_Strong* | Alpha_Leader*** | Broksum_ACCUM***,19,15,-20,50,0,46.6,29.4,16.1,DN,100,-44.2,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,28.0,825,1030,789,1005,1107,1209,9.3,15.5,1.67,1234,1073580,100000,TRENDING,Bear,Bull,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",3747284.166417446,-0.11555777708504197,-10923919.48884449,NO,8783398,7641556260.0,0.27,3193962956,15825800000,False,-0.8,3884683,2067292524,1798544495880.0,1117887034,0.42,0.27,RETAIL_DOMINANT,3193962956,reported,15825800000,13768445657088,0.0,NEUTRAL,0,56.21,BUY,-0.92,0.67,50.15,39.238,NEUTRAL,0.0,17.2% Modal (Beli ±19 Lot),BIG_ACCUMULATION,15000,4659.06,0.043799,0.4199
TBLA,Agrikultur,700,6.0,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | News_BULLISH*** | Broksum_ACCUM***,19,15,50,20,15,42.6,20.4,5.3,DN,100,-166.7,BELOW,CONTINUATION,NONE,BEARISH,9.1,700,770,673,744,777,811,3.9,6.3,1.62,3703,2592100,100000,TRENDING,Bear,Bull,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",94289.05711111777,-0.25789567947367037,-27135663.333333336,NO,6665658,4665960600.0,0.27,2423875909,6004151372,False,-0.8,3575053,1568853683,1098197578100.0,848356568,0.42,0.27,RETAIL_DOMINANT,2423875909,reported,6004151372,4202905993216,0.18,POSITIVE,10,47.61,WEAK,-0.92,0.67,45.96,7.883,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,4258.05,0.019962,0.4277
AREA,Pantauan Khusus (High Volatility),310,4.0,TUNGGU,E,Macro_Defensive- | PER_Murah* | Broksum_ACCUM***,19,30,15,0,0,37.0,19.1,33.3,DN,100,-153.8,BELOW,CONTINUATION,NONE,BEARISH,13.0,310,346,287,349,378,407,7.4,12.6,1.7,4347,1347570,100000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-25202.841477671638,-0.18620283171361554,-2175162.1425358257,NO,1147506,355726860.0,0.22,510002673,2539601000,False,-1.8,568630,330354232,102409811920.0,178500935,0.35,0.22,RETAIL_DOMINANT,510002673,reported,2539601000,787276300288,0.0,NEUTRAL,0,45.17,WEAK,-0.92,0.67,37.96,-6.049,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,3701.07,0.019953,0.7124
BAJA,Industri Dasar & Logam,153,4.7,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | RS_Strong* | Broksum_ACCUM***,19,15,-5,50,0,45.5,30.1,0.0,DN,100,-125.4,BELOW,CONTINUATION,NONE,BEARISH,12.0,153,173,142,172,186,200,7.2,12.4,1.72,9090,1390770,100000,RANGING,Bear,Bull,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",6118345.1166991815,-0.1625596992146267,-18008547.45421247,NO,1099989,168298317.0,0.27,399996000,1800000000,False,-0.8,3898120,258897411,39611303883.0,139998600,0.42,0.27,RETAIL_DOMINANT,399996000,reported,1800000000,275399999488,0.0,NEUTRAL,0,47.69,WEAK,-0.92,0.67,48.96,1.649,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,4549.81,0.03558,0.3926
KIJA,Properti & Real Estate,175,4.5,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,18,15,50,20,0,39.9,18.8,6.2,DN,100,-140.5,BELOW,CONTINUATION,NONE,BEARISH,12.4,175,202,165,192,205,218,5.7,9.7,1.7,10000,1750000,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",20442914.518832326,-0.13407183375050646,-413546782.32348156,NO,1957657,342589975.0,0.27,711875524,711956815,False,-0.8,110718773,460761434,80633250950.0,249156433,0.42,0.27,RETAIL_DOMINANT,711875524,reported,711956815,3639445291008,0.0,NEUTRAL,0,48.27,WEAK,-0.92,0.67,44.41,-2.043,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,3993.07,0.025036,0.5549
BBYB,Perbankan,306,5.5,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,18,15,50,20,0,45.9,13.6,20.0,DN,100,-79.1,BELOW,CONTINUATION,NONE,BEARISH,18.0,300,340,287,338,362,386,6.2,10.5,1.69,5263,1610478,100000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-1208563.812878549,-0.19264990620356207,-107973740.95238113,NO,14868799,4549852494.0,0.22,6608355256,13350482346,False,-1.8,25257010,4280562118,1309852008108.0,2312924339,0.35,0.22,RETAIL_DOMINANT,6608355256,reported,13350482346,4085247377408,0.0,NEUTRAL,0,50.31,BUY,-0.92,0.67,44.95,-4.727,NEUTRAL,0.0,12.7% Modal (Beli ±41 Lot),BIG_ACCUMULATION,15000,4585.68,0.032732,0.7671
BMTR,Konglomerat & Investasi,148,5.7,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,18,15,50,20,0,38.2,34.9,10.0,DN,100,-142.2,BELOW,CONTINUATION,NONE,BEARISH,30.5,148,193,136,168,183,198,8.1,13.5,1.67,8333,1233284,100000,TRENDING,Bear,Bear,NEUTRAL,50,AD_RISING,34155998.60085,0.08740011050381523,111456648.41489434,NO,38326200,5672277600.0,0.5,7665240040,16352512086,False,0.0,108688640,4944079826,731723814248.0,2682834014,0.78,0.5,RETAIL_DOMINANT,7665240040,reported,16352512086,2420171866112,0.0,NEUTRAL,0,55.18,BUY,-0.92,0.67,38.17,2.742,NEUTRAL,0.0,16.4% Modal (Beli ±110 Lot),BIG_ACCUMULATION,15000,3817.49,0.041022,0.477
BHIT,Konglomerat & Investasi,32,4.5,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,18,15,50,20,0,39.9,16.8,14.3,DN,100,-114.4,BELOW,NONE,NONE,BEARISH,21.4,32,38,31,34,35,37,3.1,6.2,2.0,100000,3200000,100000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, AD_FALLING",-1413593.219771985,0.0007719805366864191,-20237600.0,NO,124796030,3993472960.0,0.22,55464902225,83542741759,False,-1.8,12168276,35927390417,1149676493344.0,19412715778,0.35,0.22,RETAIL_DOMINANT,55464902225,reported,83542741759,2673367842816,0.0,NEUTRAL,0,51.62,BUY,-0.92,0.67,39.9,-0.729,NEUTRAL,0.0,13.7% Modal (Beli ±428 Lot),BIG_ACCUMULATION,15000,3990.2,0.037486,0.2467
BUKA,Teknologi & Telco,143,3.0,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Murah | News_BEARISH--- | Broksum_ACCUM***,18,15,50,20,0,38.0,21.0,2.9,DN,99,-106.5,BELOW,CONTINUATION,NONE,BEARISH,25.3,143,175,135,156,165,175,5.6,9.1,1.62,12500,1787500,100000,TRENDING,Bear,Bear,NEUTRAL,50,AD_FALLING,31886039.730977833,-0.058088437397115195,-475573600.41514015,NO,271662747,38847772821.0,0.5,54332549434,92160315160,False,0.0,145933283,35044494386,5011362697198.0,19016392301,0.78,0.5,RETAIL_DOMINANT,54332549434,reported,92160315160,13178924695552,0.0,NEUTRAL,0,50.9,BUY,-0.92,0.67,42.25,-0.156,NEUTRAL,0.0,13.2% Modal (Beli ±92 Lot),BIG_ACCUMULATION,15000,3776.91,0.028613,0.2736
ROTI,Consumer & Retail,610,5.7,TUNGGU,E,Macro_Defensive- | Sector_HOT** | PER_Murah* | Broksum_ACCUM***,18,20,15,25,0,28.3,39.3,5.9,DN,100,-90.1,BELOW,NONE,NONE,BEARISH,23.7,610,724,589,645,671,697,3.4,5.7,1.68,4761,2904210,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-788149.9916574452,-0.09848852948867286,-12983555.714285713,NO,1292870,788650700.0,0.27,470134676,5622275488,False,-0.8,5662953,304294670,185619748700.0,164547136,0.42,0.27,RETAIL_DOMINANT,470134676,reported,5622275488,3429588008960,0.0,NEUTRAL,0,47.08,WEAK,-0.92,0.67,32.41,-19.054,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,2827.93,0.015482,0.4642
ASRI,Properti & Real Estate,129,5.5,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,18,15,50,20,0,40.5,12.1,15.0,DN,100,-148.9,BELOW,CONTINUATION,NONE,BEARISH,12.2,129,143,122,140,149,158,5.4,8.5,1.57,14285,1842765,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-614726.1384194493,-0.1596880648745061,-121047447.87878776,NO,27130335,3499813215.0,0.27,9865576721,19649411888,False,-0.8,22573823,6385494534,823728794886.0,3452951852,0.42,0.27,RETAIL_DOMINANT,9865576721,reported,19649411888,2534774145024,0.0,NEUTRAL,0,47.54,WEAK,-0.92,0.67,41.68,-1.722,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,4052.81,0.022652,0.6598
MBMA,Energi & Tambang,615,1.0,HINDARI,RISK,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | Broksum_ACCUM***,18,30,-20,0,0,40.1,21.7,30.6,DN,89,-134.2,BELOW,REVERSAL,NONE,BEARISH,27.4,580,755,556,713,787,861,9.6,15.9,1.66,1694,1041810,100000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-43902657.69611138,-0.28179884511039727,-882782656.6666665,NO,28782129,17701009335.0,0.22,12792057487,107995419900,False,-1.8,157193246,8286055238,5095923971370.0,4477220120,0.35,0.22,RETAIL_DOMINANT,12792057487,reported,107995419900,66417185521664,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.92,0.67,33.88,-26.612,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,3589.6,0.04403,0.509
JSMR,Infrastruktur & Konstruksi,3010,3.5,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,18,15,50,20,0,36.8,25.8,20.5,DN,80,-93.9,BELOW,CONTINUATION,NONE,BEARISH,15.2,2960,3290,2912,3173,3295,3417,3.3,5.4,1.64,1020,3070200,100000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, AD_FALLING",-519640.1799540492,-0.046526033621774446,-12727564.573934838,NO,3561128,10718995280.0,0.22,1582723973,7257871199,False,-1.8,3013046,1025209455,3085880459550.0,553953390,0.35,0.22,RETAIL_DOMINANT,1582723973,reported,7257871199,21846191767552,0.0,NEUTRAL,0,46.46,WEAK,-0.92,0.67,36.78,-63.026,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,2953.81,0.017117,0.5235
GOOD,Consumer & Retail,342,9.0,TUNGGU,E,Macro_Defensive- | Sector_HOT** | RS_Strong* | News_BULLISH*** | Pullback_EMA21** | Broksum_ACCUM***,18,0,0,75,30,50.7,23.3,35.7,UP,100,-21.5,BELOW,CONTINUATION,NONE,BEARISH,3.7,334,350,330,362,376,391,3.5,5.8,1.66,8333,2849886,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-508.4025036081439,-0.04997787090438835,-240903.33333333442,NO,7831142,2678250564.0,0.27,2847688338,36877600855,False,-0.8,175443,1843166278,630362867076.0,996690918,0.42,0.27,RETAIL_DOMINANT,2847688338,reported,36877600855,12612140007424,0.3,POSITIVE,10,30.55,WEAK,-0.92,0.67,53.48,1.339,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,5073.25,0.01093,0.2577
BSDE,Properti & Real Estate,760,5.5,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,18,15,50,20,0,44.1,21.3,28.6,DN,100,-128.1,BELOW,CONTINUATION,NONE,BEARISH,10.2,745,825,726,816,859,901,4.5,7.4,1.64,2941,2235160,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"AD_RISING, VPT_FALLING, VWAP_BELOW_DELTA_NEG",-155856.57418901846,0.0917590677684264,13076517.66233766,NO,11091732,8429716320.0,0.27,4033357381,20913395112,False,-0.8,8838453,2610590566,1984048830160.0,1411675083,0.42,0.27,RETAIL_DOMINANT,4033357381,reported,20913395112,15894180790272,0.0,NEUTRAL,0,42.15,WEAK,-0.92,0.67,44.14,-3.5,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,4413.52,0.029186,0.592
INDY,Energi & Tambang,3160,0.5,HINDARI,RISK,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | News_BEARISH--- | Broksum_ACCUM***,18,30,-5,0,0,35.2,14.9,19.1,DN,90,-231.2,BELOW,CONTINUATION,NONE,BEARISH,21.3,3160,3880,2861,3659,4033,4407,9.5,15.8,1.66,334,1055440,100000,RANGING,Bear,Bull,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",266364.0911425203,-0.25798147580987857,-145387840.21756023,NO,4091201,12928195160.0,0.27,1487709777,5202692000,False,-0.8,21182930,962920155,3042827689800.0,520698421,0.42,0.27,RETAIL_DOMINANT,1487709777,reported,5202692000,16440506712064,-0.08,NEGATIVE,10,0.0,TIDAK DIUJI,-0.92,0.67,35.24,3.691,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,3188.92,0.044382,0.285
BVIC,Perbankan,103,6.5,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,17,15,40,20,0,40.4,17.1,21.4,DN,100,-115.7,BELOW,CONTINUATION,NONE,BEARISH,11.3,102,112,99,110,115,120,3.9,6.8,1.74,25000,2575000,100000,RANGING,Bear,Bear,NEUTRAL,50,"AD_RISING, VPT_FALLING",-141405.80630272627,0.09390650794589493,2234529.5238095243,NO,21077340,2170966020.0,0.5,4215468193,18419418828,False,0.0,1881226,2718976986,280054629558.0,1475413867,0.78,0.5,RETAIL_DOMINANT,4215468193,reported,18419418828,1897200222208,0.0,NEUTRAL,0,42.61,WEAK,-0.92,0.67,37.45,-1.669,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,4044.99,0.016893,0.6872
PTPP,Infrastruktur & Konstruksi,248,5.0,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,17,15,40,20,0,37.1,25.9,7.7,UP,100,-105.1,BELOW,CONTINUATION,NONE,BEARISH,12.8,246,274,233,273,291,310,6.0,10.1,1.68,6666,1653168,100000,TRENDING,Bear,Bear,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",3841093.107531339,-0.38904755922903045,-84054418.57142857,NO,8307702,2060310096.0,0.27,3020982620,6185341454,False,-0.8,9737266,1955331002,484922088496.0,1057343916,0.42,0.27,RETAIL_DOMINANT,3020982620,reported,6185341454,1533964713984,0.0,NEUTRAL,0,48.65,WEAK,-0.92,0.67,38.11,-9.846,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,3707.57,0.022335,0.5747
ADHI,Infrastruktur & Konstruksi,200,13.7,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,17,0,40,50,30,50.8,32.2,32.3,UP,100,36.7,BELOW,CONTINUATION,NONE,BEARISH,22.6,181,216,187,222,239,256,6.5,11.0,1.69,7692,1538400,100000,TRENDING,Bear,Bear,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",28391567.520983532,-0.43939503378219535,-168515251.8253969,NO,8232667,1646533400.0,0.27,2993697330,8407608979,False,-0.8,14602640,1937670598,387534119600.0,1047794065,0.42,0.27,RETAIL_DOMINANT,2993697330,reported,8407608979,1681521770496,0.41,POSITIVE,6,54.5,BUY,-0.92,0.67,53.64,1.844,NEUTRAL,0.0,15.9% Modal (Beli ±79 Lot),BIG_ACCUMULATION,15000,5084.16,0.044618,0.2411
SILO,Kesehatan,2380,5.2,TUNGGU,E,Macro_Defensive- | Sector_HOT** | News_BULLISH*** | Broksum_ACCUM***,17,15,0,25,30,29.1,34.6,21.6,DN,100,-107.2,BELOW,NONE,NONE,BEARISH,14.4,2380,2680,2287,2535,2651,2767,3.9,6.5,1.67,1075,2558500,100000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-154840.3778602525,-0.39716303279745957,-3811461.5573023446,NO,2843581,6767722780.0,0.22,1263813989,12987503744,False,-1.8,586403,818635512,1948352518560.0,442334896,0.35,0.22,RETAIL_DOMINANT,1263813989,reported,12987503744,30910258872320,0.25,POSITIVE,10,46.78,WEAK,-0.92,0.67,29.86,-75.817,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,2911.42,0.01641,0.0606
LPKR,Konglomerat & Investasi,81,4.5,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,17,15,40,20,0,43.6,13.0,7.1,DN,100,-100.8,BELOW,CONTINUATION,NONE,BEARISH,19.2,81,93,76,90,96,103,6.2,11.1,1.79,20000,1620000,100000,RANGING,Bear,Bear,NEUTRAL,50,AD_FALLING,4576951.2589325905,-0.062033009682881786,-282073826.66666603,NO,169113280,13698175680.0,0.5,33822656039,70877317769,False,0.0,74657650,21815613146,1767064664826.0,11837929613,0.78,0.5,RETAIL_DOMINANT,33822656039,reported,70877317769,5741062651904,0.0,NEUTRAL,0,47.82,WEAK,-0.92,0.67,45.14,-0.797,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,4362.24,0.027869,0.7349
BBTN,Perbankan,1360,11.0,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader*** | Pullback_EMA21**,16,0,50,50,15,51.0,17.5,29.3,DN,100,-23.3,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,13.6,1275,1490,1300,1460,1535,1610,4.4,7.4,1.68,1666,2265760,100000,RANGING,Bear,Bull,ACCUMULATION,40,"CMF_POSITIVE, AD_RISING",9713222.571071628,0.1915338263591672,148266097.0440997,NO,35595701,48410153360.0,0.7,5085100244,14034444412,False,0.8,28958006,3269719458,4446818462880.0,1779785085,1.09,0.7,RETAIL_DOMINANT,5085100244,reported,14034444412,19086845149184,0.0,NEUTRAL,0,52.77,BUY,-0.92,0.67,52.35,20.877,NEUTRAL,0.0,14.6% Modal (Beli ±10 Lot),BIG_ACCUMULATION,15000,5104.83,0.032377,0.4777
PNBN,Perbankan,1035,13.2,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader*** | Pullback_EMA21**,16,0,50,50,15,56.0,31.9,42.9,UP,100,87.2,BELOW,CONTINUATION,NONE,BULLISH,12.6,950,1080,997,1099,1147,1195,3.7,6.2,1.68,2631,2723085,100000,RANGING,Bear,Bear,ACCUMULATION,60,"VPT_RISING, CMF_POSITIVE",4108264.834450897,0.1287543976253029,16212607.179487191,NO,29063416,30080635560.0,0.8,3632927088,24071873098,False,1.8,4797176,2332339192,2413971063720.0,1271524480,1.25,0.8,RETAIL_DOMINANT,3632927088,reported,24071873098,24914388058112,0.0,NEUTRAL,0,52.53,BUY,-0.92,0.67,61.76,11.465,NEUTRAL,0.0,14.4% Modal (Beli ±13 Lot),BIG_ACCUMULATION,15000,5598.13,0.029168,0.3709
DSNG,Agrikultur,1665,5.5,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,15,15,25,20,0,48.4,25.4,19.2,DN,66,-108.2,BELOW,CONTINUATION,NONE,BEARISH,13.3,1635,1860,1567,1828,1951,2073,5.9,9.8,1.66,1020,1698300,100000,TRENDING,Bear,Bull,NEUTRAL,50,AD_RISING,524263.07755987067,0.006781345410648722,2876558.936063934,NO,15340621,25542133965.0,0.5,3068124383,10599842400,False,0.0,12561040,1978940228,3294935479620.0,1073843534,0.78,0.5,RETAIL_DOMINANT,3068124383,reported,10599842400,17648737845248,0.0,NEUTRAL,0,58.24,BUY,-0.92,0.67,47.98,32.935,NEUTRAL,0.0,18.7% Modal (Beli ±11 Lot),BIG_ACCUMULATION,15000,3237.85,0.03585,0.2807
GOTO,Teknologi & Telco,50,3.0,TUNGGU,E,Macro_Defensive- | PER_Murah* | Broksum_ACCUM***,14,15,15,20,0,38.4,17.5,0.0,DN,99,-97.3,BELOW,NONE,NONE,BEARISH,14.4,50,56,48,54,57,60,4.0,8.0,2.0,50000,2500000,100000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-1294475393.9646604,-0.10770143276015696,-14809580850.0,NO,1840084061,92004203050.0,0.22,817815138654,1062010200395,False,-1.8,4388766673,529739756065,26486987803250.0,286235298528,0.35,0.22,RETAIL_DOMINANT,817815138654,reported,1062010200395,53100509396992,0.0,NEUTRAL,0,45.07,WEAK,-0.92,0.67,38.39,-0.989,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,3812.43,0.02488,0.4404
SIMP,Agrikultur,680,5.5,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,14,15,50,0,0,40.2,29.4,9.4,DN,100,-139.9,BELOW,CONTINUATION,NONE,BEARISH,32.7,670,890,627,768,833,899,7.8,12.9,1.65,1886,1282480,100000,TRENDING,Bear,Bull,NEUTRAL,50,AD_FALLING,30732484.632104117,-0.048812352229079856,-160047905.03274506,NO,11288053,7675876040.0,0.5,2257610788,15501310000,False,0.0,46337933,1456158960,990188092800.0,790163775,0.78,0.5,RETAIL_DOMINANT,2257610788,reported,15501310000,10540890980352,0.0,NEUTRAL,0,56.34,BUY,-0.92,0.67,38.25,7.007,NEUTRAL,0.0,17.3% Modal (Beli ±25 Lot),BIG_ACCUMULATION,15000,4020.1,0.060825,0.3271
NELY,Transportasi & Logistik,308,5.5,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,14,15,50,0,0,34.2,27.6,16.7,DN,100,-75.3,BELOW,CONTINUATION,BULLISH_DIV,BEARISH,21.6,304,352,286,344,372,399,7.1,11.7,1.65,4545,1399860,100000,TRENDING,Bear,Bear,NEUTRAL,50,"AD_RISING, VPT_FALLING",-122324.19617155753,0.03550407344514268,543376.1416361418,NO,250157,77048356.0,0.5,50031500,2350000000,False,0.0,670200,32270318,9939257944.0,17511025,0.78,0.5,RETAIL_DOMINANT,50031500,reported,2350000000,723800031232,0.0,NEUTRAL,0,45.16,WEAK,-0.92,0.67,30.63,-13.884,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,3416.39,0.017878,0.6483
HEAL,Kesehatan,1005,4.5,TUNGGU,E,Macro_Defensive- | Sector_HOT** | Wyckoff_Absorb*** | Broksum_ACCUM***,14,15,0,25,0,22.3,21.4,6.0,DN,100,-159.8,BELOW,CONTINUATION,NONE,BEARISH,24.6,995,1210,945,1105,1179,1254,6.0,10.0,1.67,1666,1674330,100000,TRENDING,Bear,Bear,DISTRIBUTION,40,"AD_RISING, VPT_FALLING, VWAP_BELOW_DELTA_NEG",-1216846.5236436492,0.07914794114863195,414833.71926553175,NO,22388577,22500519885.0,0.27,8141300779,15319034300,False,-0.8,9169793,5269456930,5295804214650.0,2849455272,0.42,0.27,RETAIL_DOMINANT,8141300779,reported,15319034300,15395629039616,0.0,NEUTRAL,0,54.16,BUY,-0.92,0.67,19.29,-53.894,NEUTRAL,0.0,15.6% Modal (Beli ±15 Lot),BIG_ACCUMULATION,15000,2230.87,0.018403,-0.0324
GTRA,Pantauan Khusus (High Volatility),236,4.5,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,14,15,15,20,0,36.6,24.4,9.1,DN,100,-110.5,BELOW,CONTINUATION,NONE,BEARISH,15.7,236,276,215,272,298,325,8.9,15.3,1.72,4761,1123596,100000,RANGING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",241260.45555520058,0.022066583719084907,-137166.78443420678,NO,1894375,447072500.0,0.5,378875000,1894375000,False,0.0,829033,244374376,57672352736.0,132606249,0.78,0.5,RETAIL_DOMINANT,378875000,reported,1894375000,447072501760,0.0,NEUTRAL,0,49.32,WEAK,-0.92,0.67,43.47,-1.083,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,3655.73,0.025297,0.4396
