Ticker,Sektor,Harga,Skor,Sinyal,Strength,Konfirmasi,Confidence%,RSI,ADX,Stoch,MACD,Volume,CCI,VWAP_Signal,Pattern,Divergence,Ichimoku,BB_Width%,Support,Resistance,Stop_Loss,Target_1,Target_2,Target_3,Risk%,Reward%,RRR,Position_Shares,Position_IDR,Risk_Amount,Regime,Weekly_Trend,Monthly_Trend,MM_Activity,MM_Confidence,MM_Signals,VPT_Trend,CMF_Signal,AD_Trend,Volume_Spike,MM_Shares,MM_Value_IDR,MM_Float_Pct,MM_Float_Shares,MM_Shares_Outstanding,MM_Float_Estimated,MM_Intensity,MM_Volume_Base,Retail_Shares,Retail_Value_IDR,Institutional_Shares,MM_vs_Retail_Ratio,MM_vs_Float_Ratio,Dominance,Float_Shares,Float_Source,Shares_Outstanding,Market_Cap_IDR,Sentiment_Score,Sentiment_Label,News_Count,AI_Win_Prob%,AI_Verdict,IHSG_Change,USD_Change,RSI_1d,MACD_1d
BRNA,Industri Dasar & Logam,700,5.8,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | RS_Strong* | Alpha_Leader*** | News_BULLISH***,57,53.7,24.1,28.6,UP,100,72.4,BELOW,REVERSAL,NONE,BEARISH,19.7,635,790,619,835,936,1038,11.6,19.3,1.66,12345,8641500,1000000,RANGING,Bull,Bull,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",42548.97981274494,-0.2000830423388653,-932378.8019496836,YES,804830,563381000.0,0.27,292665770,979110000,False,-0.8,168433,189427921,132599544700.0,102433019,0.42,0.27,RETAIL_DOMINANT,292665770,reported,979110000,685376995328,0.2,POSITIVE,3,0.0,TIDAK DIUJI,-0.48,-0.15,51.95,5.196
AXIO,Teknologi & Telco,115,5.7,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | RS_Strong* | Alpha_Leader*** | ADX35X,53,46.2,35.3,25.0,UP,100,-15.3,BELOW,CONTINUATION,NONE,BEARISH,5.5,111,118,110,123,129,134,4.3,7.0,1.63,200000,23000000,1000000,RANGING,Bear,Bear,ACCUMULATION,60,"VPT_RISING, CMF_POSITIVE",54411.249622502364,0.15143081959471458,3723426.666666668,NO,9505389,1093119735.0,0.8,1188173736,5840126500,False,1.8,624183,762807540,87722867100.0,415860807,1.25,0.8,RETAIL_DOMINANT,1188173736,reported,5840126500,671614566400,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.48,-0.15,46.17,-0.024
WEGE,Infrastruktur & Konstruksi,60,6.9,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | Alpha_Leader*** | Price>EMA21 | MACD+OBV**,53,55.9,21.7,45.5,UP,100,152.6,ABOVE,CONTINUATION,NONE,BEARISH,10.1,54,60,56,67,72,78,6.7,11.7,1.75,250000,15000000,1000000,RANGING,Bear,Bear,NEUTRAL,50,"VPT_RISING, VWAP_ABOVE_DELTA_POS, CMF_NEGATIVE, AD_FALLING",4820510.115989849,-0.12351553552842001,-30335966.666666687,YES,11573505,694410300.0,0.5,2314701040,9572000000,False,0.0,9198390,1492982171,89578930260.0,810145364,0.78,0.5,RETAIL_DOMINANT,2314701040,reported,9572000000,574320017408,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.48,-0.15,45.4,-0.614
KRAS,Industri Dasar & Logam,302,7.3,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | Alpha_Leader*** | News_BEARISH---,53,48.8,16.4,66.7,UP,100,42.6,ABOVE,CONTINUATION,NONE,BULLISH,9.3,286,314,287,328,347,366,5.0,8.6,1.72,66666,20133132,1000000,TRENDING,Bear,Bull,DISTRIBUTION,40,"VWAP_ABOVE_DELTA_POS, CMF_NEGATIVE, AD_FALLING",1205061.8936287612,-0.24332158095797624,-70814285.0,NO,10640518,3213436436.0,0.27,3869279380,19346396899,False,-0.8,11811613,2504391079,756326105858.0,1354247783,0.42,0.27,RETAIL_DOMINANT,3869279380,reported,19346396899,5842611994624,-0.18,NEGATIVE,2,0.0,TIDAK DIUJI,-0.48,-0.15,47.29,-3.057
CMNP,Infrastruktur & Konstruksi,1530,6.5,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,53,51.0,27.1,18.4,UP,100,20.3,BELOW,CONTINUATION,NONE,BEARISH,31.4,1410,1795,1366,1748,1912,2076,10.7,14.2,1.33,6097,9328410,1000000,HIGH_VOLATILITY,Bull,Bull,NEUTRAL,50,"VOL_SPIKE_STABLE, VPT_RISING, CMF_NEGATIVE, AD_FALLING",974846.3232935579,-0.48602088829343154,-11803858.446534308,YES,31806344,48663706320.0,0.5,6361268817,6696354391,False,0.0,887996,4103018388,6277618133640.0,2226444085,0.78,0.5,RETAIL_DOMINANT,6361268817,reported,6696354391,10245422186496,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-0.48,-0.15,58.59,68.679
SSMS,Agrikultur,1400,7.6,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Mahal- | Pullback_EMA21** | Price>EMA21 | MACD+OBV**,47,51.3,17.8,64.1,UP,54,67.2,ABOVE,CONTINUATION,NONE,BULLISH,13.9,1310,1460,1323,1528,1624,1720,5.5,9.1,1.65,12987,18181800,1000000,TRENDING,Bear,Bear,ACCUMULATION,40,"AD_RISING, VWAP_ABOVE_DELTA_POS, VPT_FALLING",-55458.21740732994,0.09598112503709168,3352588.284102209,NO,17715547,24801765800.0,0.7,2530792500,9525000000,False,0.8,6891890,1627299578,2278219409200.0,885777375,1.09,0.7,RETAIL_DOMINANT,2530792500,reported,9525000000,13334999990272,0.0,NEUTRAL,2,0.0,TIDAK DIUJI,-0.48,-0.15,55.24,-9.393
DILD,Properti & Real Estate,130,6.6,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | RS_Strong* | Alpha_Leader*** | Pullback_EMA21**,44,50.4,19.3,41.2,UP,100,41.1,BELOW,CONTINUATION,NONE,BEARISH,12.2,122,137,124,139,147,154,4.6,6.9,1.5,166666,21666580,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",3165892.2132615373,-0.15005730547602047,-68089116.66666666,NO,15617351,2030255630.0,0.27,5679036874,10365854185,False,-0.8,21702530,3675756618,477848360340.0,1987662905,0.42,0.27,RETAIL_DOMINANT,5679036874,reported,10365854185,1347560931328,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.48,-0.15,50.39,0.321
GOTO,Teknologi & Telco,53,6.3,PANTAU,D,Macro_Defensive- | Sector_COLD- | RS_Strong* | Alpha_Leader*** | News_BULLISH*** | MACD+OBV**,43,47.1,22.5,33.3,UP,82,46.2,BELOW,CONTINUATION,NONE,BEARISH,10.0,51,56,51,57,60,63,3.8,7.5,1.97,500000,26500000,1000000,TRENDING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",349294170.78783846,0.0002787609294804628,-1354302000.0,NO,4104828726,217555922478.0,0.5,820965745211,1062010200395,False,0.0,3449542603,529522905662,28064714000086.0,287338010823,0.78,0.5,RETAIL_DOMINANT,820965745211,reported,1062010200395,56286540464128,0.19,POSITIVE,2,3.8,🔴 JEBAKAN / FALSE BREAKOUT,-0.48,-0.15,47.05,-0.467
TMAS,Transportasi & Logistik,128,6.1,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | Alpha_Leader*** | News_BULLISH*** | MACD+OBV**,43,49.0,22.1,27.8,UP,100,11.3,BELOW,CONTINUATION,NONE,BEARISH,9.9,124,138,121,139,148,157,5.5,8.6,1.56,142857,18285696,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",2485962.124284625,-0.2124625791630937,-39724668.57142854,NO,23336419,2987061632.0,0.27,8485970692,56868856000,False,-0.8,9697806,5492544531,703045699968.0,2970089742,0.42,0.27,RETAIL_DOMINANT,8485970692,reported,56868856000,7279213543424,0.3,POSITIVE,5,0.0,TIDAK DIUJI,-0.48,-0.15,46.15,-0.605
SMMA,Konglomerat & Investasi,14500,6.3,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | News_BULLISH*** | Pullback_EMA21** | EMA+HMA** | RSI54*,42,54.0,24.6,80.5,DN,100,-5.4,ABOVE,CONTINUATION,NONE,BEARISH,14.1,13750,15500,13990,15350,15987,16624,3.5,5.9,1.69,1960,28420000,1000000,RANGING,Bull,Bull,ACCUMULATION,40,"AD_RISING, VWAP_ABOVE_DELTA_POS, VPT_FALLING",-526.3691498807384,0.16321828199513774,159.53159041388426,NO,660581,9578424500.0,0.7,94368791,142474368,False,0.8,9083,60679134,879847443000.0,33029076,1.09,0.7,RETAIL_DOMINANT,94368791,reported,142474368,92331134943232,0.3,POSITIVE,1,0.0,TIDAK DIUJI,-0.48,-0.15,44.19,-170.055
PGAS,Energi & Tambang,1905,5.2,PANTAU,D,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | Alpha_Leader*** | VCP_Setup**,41,47.4,16.5,65.8,UP,77,64.5,ABOVE,CONTINUATION,NONE,BULLISH,11.7,1755,1945,1829,2031,2125,2220,4.0,6.6,1.65,13157,25064085,1000000,TRENDING,Bear,Bull,NEUTRAL,50,"VPT_RISING, AD_FALLING",2401330.4902245626,-0.08409580791204584,-63314326.79433568,NO,52142272,99331028160.0,0.5,10428454411,24241508195,False,0.0,49355320,6726353096,12813702647880.0,3649959043,0.78,0.5,RETAIL_DOMINANT,10428454411,reported,24241508195,46180071374848,-0.36,NEGATIVE,2,9.1,🔴 JEBAKAN / FALSE BREAKOUT,-0.48,-0.15,44.24,-24.149
ENRG,Energi & Tambang,1750,4.2,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RS_Strong* | Alpha_Leader*** | ADX26,41,50.6,25.6,24.8,DN,100,-10.2,BELOW,REVERSAL,BEARISH_DIV,BEARISH,34.8,1500,2090,1578,2037,2253,2468,9.8,16.4,1.67,5813,10172750,1000000,TRENDING,Bull,Bull,NEUTRAL,50,"VPT_RISING, AD_FALLING",37350368.57039696,-0.08432261471584981,-188313271.21694136,NO,3201871,5603274250.0,0.58,548791976,26346230250,False,0.0,160093550,353512914,618647599500.0,192077191,0.91,0.58,RETAIL_DOMINANT,548791976,reported,26346230250,46105903497216,-0.15,NEGATIVE,2,4.5,🔴 JEBAKAN / FALSE BREAKOUT,-0.48,-0.15,48.8,74.889
BAJA,Industri Dasar & Logam,157,4.6,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RS_Strong* | Alpha_Leader*** | News_BULLISH***,41,50.4,20.5,40.0,UP,100,10.2,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,17.7,145,167,148,172,184,196,5.7,9.6,1.68,111111,17444427,1000000,RANGING,Bull,Bull,NEUTRAL,50,AD_RISING,231476.79429794848,0.02217776565015717,1407686.7207792401,NO,1999980,313996860.0,0.5,399996000,1800000000,False,0.0,1152826,257997420,40505594940.0,139998600,0.78,0.5,RETAIL_DOMINANT,399996000,reported,1800000000,282600013824,0.2,POSITIVE,2,0.0,TIDAK DIUJI,-0.48,-0.15,54.75,3.945
META,Infrastruktur & Konstruksi,238,3.8,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | Pullback_EMA21** | EMA* | ADX100XX,40,100.0,100.0,,DN,100,0.0,BELOW,CONTINUATION,NONE,BEARISH,0.0,238,238,238,238,238,238,0.0,0.0,0.0,0,0,0,RANGING,Bull,Bull,NEUTRAL,50,NEUTRAL,0.0,0.0,0.0,NO,21656567,5154262946.0,0.5,4331313548,17325254193,True,0.0,0,2793697240,664899943120.0,1515959741,0.78,0.5,RETAIL_DOMINANT,4331313548,proxy,17325254193,4123410563072,-0.12,NEGATIVE,5,0.0,TIDAK DIUJI,-0.48,-0.15,100.0,0.001
AREA,Pantauan Khusus (High Volatility),324,5.6,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | RS_Strong* | Alpha_Leader*** | News_BULLISH*** | ADX29,40,43.4,29.4,21.4,UP,100,-24.4,BELOW,CONTINUATION,NONE,BEARISH,20.9,296,346,298,368,400,433,8.0,13.6,1.7,38461,12461364,1000000,TRENDING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",283225.7623068171,-0.04577815913514794,-894536.0108060106,NO,2550013,826204212.0,0.5,510002673,2539601000,False,0.0,424470,328951725,106580358900.0,178500935,0.78,0.5,RETAIL_DOMINANT,510002673,reported,2539601000,822830694400,0.36,POSITIVE,5,0.0,TIDAK DIUJI,-0.48,-0.15,43.38,-5.104
KIJA,Properti & Real Estate,186,6.0,PANTAU,D,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,40,48.3,22.5,26.1,UP,100,13.7,BELOW,CONTINUATION,NONE,BEARISH,14.2,174,202,174,207,222,238,6.5,11.3,1.74,83333,15499938,1000000,RANGING,Bear,Bear,NEUTRAL,50,"VOL_SPIKE_STABLE, VPT_RISING, CMF_NEGATIVE, AD_FALLING",34231029.53623676,-0.10642084100343197,-288675108.0097556,YES,3559377,662044122.0,0.5,711875483,711956815,False,0.0,116581073,459159687,85403701782.0,249156419,0.78,0.5,RETAIL_DOMINANT,711875483,reported,711956815,3868210233344,0.0,NEUTRAL,0,4.7,🔴 JEBAKAN / FALSE BREAKOUT,-0.48,-0.15,47.36,-0.382
MLPT,Teknologi & Telco,22800,5.2,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RS_Strong* | Alpha_Leader*** | Pullback_EMA21**,39,49.5,39.6,40.5,UP,100,30.0,BELOW,CONTINUATION,NONE,BEARISH,102.9,13275,29150,19576,28173,32203,36233,14.1,23.6,1.67,310,7068000,1000000,TRENDING,Bear,Bear,NEUTRAL,50,AD_RISING,77829.27805094206,0.037838402043913894,62513.00049016799,NO,1410000,32148000000.0,0.5,282000000,1875000000,False,0.0,80520,181890000,4147092000000.0,98700000,0.78,0.5,RETAIL_DOMINANT,282000000,reported,1875000000,42750003118080,0.0,NEUTRAL,3,0.0,TIDAK DIUJI,-0.48,-0.15,51.56,559.677
RIGS,Infrastruktur & Konstruksi,690,5.0,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | News_BULLISH*** | MACD+OBV**,38,47.9,9.9,66.7,UP,100,-11.3,ABOVE,CONTINUATION,NONE,BEARISH,6.8,655,700,653,751,797,842,5.4,8.8,1.63,27027,18648630,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"VWAP_ABOVE_DELTA_POS, VPT_FALLING, AD_FALLING",-8978.321194945835,-0.15277984619816942,-365732.564102564,NO,325959,224911710.0,0.27,118530607,609130000,False,-0.8,97643,76718936,52936065840.0,41485712,0.42,0.27,RETAIL_DOMINANT,118530607,reported,609130000,420299702272,0.34,POSITIVE,5,0.0,TIDAK DIUJI,-0.48,-0.15,47.94,-4.844
BPTR,Transportasi & Logistik,84,4.9,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,37,49.8,41.0,24.2,DN,100,-22.7,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,26.6,76,95,77,96,105,114,8.3,14.3,1.72,142857,11999988,1000000,RANGING,Bear,Bear,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",9303267.524922818,-0.11938398325665064,-13708367.359307358,NO,1912892,160682928.0,0.27,695597220,3534000000,False,-0.8,4006520,450225302,37818925368.0,243459026,0.42,0.27,RETAIL_DOMINANT,695597220,reported,3534000000,296855994368,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.48,-0.15,47.06,0.943
ACST,Infrastruktur & Konstruksi,97,4.8,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | News_BULLISH*** | ADX30 | MACD+OBV** | RSI42*,37,42.1,29.6,75.0,UP,100,8.9,ABOVE,CONTINUATION,NONE,BEARISH,23.6,85,108,93,104,109,114,4.1,7.2,1.76,250000,24250000,1000000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VWAP_ABOVE_DELTA_POS, VPT_FALLING, CMF_NEGATIVE",-359982.26835642755,-0.14626727365661357,-4042960.0,NO,3510419,340510643.0,0.22,1560186373,17675160000,False,-1.8,1340410,1010610724,98029240228.0,546065230,0.35,0.22,RETAIL_DOMINANT,1560186373,reported,17675160000,1714490441728,0.39,POSITIVE,5,0.0,TIDAK DIUJI,-0.48,-0.15,42.14,-3.636
HAIS,Transportasi & Logistik,195,4.4,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | News_BULLISH*** | ADX37X,37,40.8,36.9,35.7,DN,100,-113.4,BELOW,CONTINUATION,NONE,BEARISH,4.9,194,202,189,205,212,220,3.1,5.1,1.65,166666,32499870,1000000,RANGING,Bear,Bear,NEUTRAL,50,"AD_RISING, VPT_FALLING",-102933.72595942579,0.009658040411909668,1114259.9999999925,NO,2624149,511709055.0,0.5,524829800,2626250000,False,0.0,2122876,338515221,66010468095.0,183690430,0.78,0.5,RETAIL_DOMINANT,524829800,reported,2626250000,512118751232,0.45,POSITIVE,5,0.0,TIDAK DIUJI,-0.48,-0.15,42.24,-1.648
PNBN,Perbankan,1010,7.1,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,37,52.8,30.2,38.2,UP,100,70.3,BELOW,CONTINUATION,NONE,BEARISH,15.1,935,1080,970,1076,1126,1175,4.0,6.5,1.62,25000,25250000,1000000,RANGING,Bear,Bear,ACCUMULATION,40,"VPT_RISING, AD_RISING",3792547.383313738,-0.07737922219352987,61198.29059828073,YES,25430489,25684793890.0,0.7,3632927088,24071873098,False,0.8,4568186,2335972119,2359331840190.0,1271524480,1.09,0.7,RETAIL_DOMINANT,3632927088,reported,24071873098,24312591417344,-0.36,NEGATIVE,3,0.0,TIDAK DIUJI,-0.48,-0.15,55.04,4.922
PMUI,Pantauan Khusus (High Volatility),101,4.6,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | RS_Strong* | Alpha_Leader*** | ADX37X,35,44.2,37.0,31.2,UP,100,-7.2,BELOW,CONTINUATION,NONE,BEARISH,26.1,90,109,91,118,130,143,9.9,16.8,1.7,100000,10100000,1000000,TRENDING,Bear,Bear,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",6111645.16303218,-0.35594693343666384,-43374016.445406444,NO,3190000,322190000.0,0.27,1160000000,5800000000,False,-0.8,4569900,750810000,75831810000.0,406000000,0.42,0.27,RETAIL_DOMINANT,1160000000,reported,5800000000,585800024064,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.48,-0.15,45.76,-0.387
DEWA,Energi & Tambang,505,3.8,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | RS_Strong* | Alpha_Leader*** | RSI49*,35,48.6,21.1,18.9,DN,96,-36.0,BELOW,CONTINUATION,NONE,BEARISH,27.7,436,580,465,572,623,674,7.9,13.3,1.68,25000,12625000,1000000,RANGING,Bull,Bull,NEUTRAL,50,AD_FALLING,351521777.0953307,-0.07130572324847044,-1126355963.7203007,NO,140412136,70908128680.0,0.5,28082427303,40687434244,False,0.0,706677276,18113165611,9147148633555.0,9828849556,0.78,0.5,RETAIL_DOMINANT,28082427303,reported,40687434244,20547155001344,0.0,NEUTRAL,0,5.5,🔴 JEBAKAN / FALSE BREAKOUT,-0.48,-0.15,47.62,7.941
GWSA,Properti & Real Estate,151,5.1,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,34,46.4,19.3,30.6,UP,100,18.2,BELOW,CONTINUATION,NONE,BEARISH,19.6,138,162,139,171,186,200,7.9,13.2,1.67,83333,12583283,1000000,TRENDING,Bear,Bear,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",684862.3847371712,-0.21417954571428008,-6542369.395604395,NO,4397249,663984599.0,0.27,1598999785,7800760000,False,-0.8,1464176,1034952612,156277844412.0,559649924,0.42,0.27,RETAIL_DOMINANT,1598999785,reported,7800760000,1177914703872,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.48,-0.15,47.48,-0.453
CFIN,Perbankan,338,5.2,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Alpha_Leader*** | ADX27,34,51.3,26.9,26.7,DN,100,11.4,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,7.6,328,352,328,355,367,380,3.0,5.0,1.67,100000,33800000,1000000,RANGING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",282374.0827378299,0.2868262346991334,13130096.666666668,NO,13531072,4573502336.0,0.7,1933010409,3984520457,False,0.8,2039896,1242925694,420108884572.0,676553643,1.09,0.7,RETAIL_DOMINANT,1933010409,reported,3984520457,1346767945728,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.48,-0.15,51.25,4.011
PANI,Transportasi & Logistik,8550,4.5,PANTAU,D,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RS_Strong* | Alpha_Leader*** | News_BULLISH***,33,48.6,23.5,40.6,UP,98,5.3,BELOW,CONTINUATION,NONE,BEARISH,27.5,7525,9425,8020,9433,10096,10758,6.2,10.3,1.66,1886,16125300,1000000,RANGING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",1962688.9959594412,-0.06557128632627665,-6266794.313174248,NO,14414811,123246634050.0,0.5,2882962283,18117025598,False,0.0,4728893,1859510673,15898816254150.0,1009036799,0.78,0.5,RETAIL_DOMINANT,2882962283,reported,18117025598,154900562444288,0.31,POSITIVE,4,2.4,🔴 JEBAKAN / FALSE BREAKOUT,-0.48,-0.15,46.99,63.238
ADMG,Konglomerat & Investasi,202,2.0,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | MACD+OBV** | RSI45* | OBV+Trend,33,44.7,18.2,48.4,UP,100,-23.6,BELOW,CONTINUATION,NONE,BEARISH,11.5,194,214,189,223,239,255,6.4,10.4,1.62,76923,15538446,1000000,RANGING,Bull,Bull,ACCUMULATION,60,"VPT_RISING, CMF_POSITIVE",68035.79850772396,0.10275713253018712,1740627.1296296278,NO,4513937,911815274.0,0.8,564242170,3889179559,False,1.8,546313,362243474,73173181748.0,197484759,1.25,0.8,RETAIL_DOMINANT,564242170,reported,3889179559,785614307328,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.48,-0.15,44.66,0.579
KAEF,Consumer & Retail,470,4.1,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | Alpha_Leader*** | ADX37X | MACD+OBV**,32,42.4,37.2,20.0,UP,100,-16.0,BELOW,CONTINUATION,NONE,BEARISH,22.3,450,535,445,512,543,574,5.3,8.9,1.68,40000,18800000,1000000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",159809.64463837363,-0.11075257906708565,-1609687.8552971575,NO,1274776,599144720.0,0.22,566567368,5566589677,False,-1.8,594520,366994014,172487186580.0,198298578,0.35,0.22,RETAIL_DOMINANT,566567368,reported,5566589677,2616296996864,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.48,-0.15,53.52,8.05
TLKM,Teknologi & Telco,2820,3.5,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | Wyckoff_Absorb*** | News_BULLISH*** | ADX31X,31,31.1,30.6,14.9,DN,82,-183.7,BELOW,CONTINUATION,NONE,BEARISH,16.4,2810,3210,2698,3023,3175,3328,4.3,7.2,1.67,8196,23112720,1000000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, AD_FALLING",-16757232.48330548,-0.11046973739942198,-83751282.94448236,NO,106588566,300579756120.0,0.22,47372696337,99062216599,False,-1.8,113827736,30685664054,86533572632280.0,16580443717,0.35,0.22,RETAIL_DOMINANT,47372696337,reported,99062216599,279355460681728,0.25,POSITIVE,9,1.0,🔴 JEBAKAN / FALSE BREAKOUT,-0.48,-0.15,31.57,-88.775
UNTR,Konglomerat & Investasi,30175,4.7,PANTAU,D,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Alpha_Leader*** | News_BULLISH***,31,51.5,19.1,51.2,DN,91,15.9,BELOW,CONTINUATION,NONE,BEARISH,8.5,28967,31381,29205,31791,33003,34216,3.2,5.4,1.69,1030,31080250,1000000,RANGING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING, VWAP_BELOW_DELTA_NEG",197135.72007097304,0.11987739738188316,2905804.41422759,NO,9466945,285665065375.0,0.7,1352420849,3572729036,False,0.8,3324343,869606607,26240379366225.0,473347297,1.09,0.7,RETAIL_DOMINANT,1352420849,reported,3572729036,107807101681664,0.62,POSITIVE,1,8.5,🔴 JEBAKAN / FALSE BREAKOUT,-0.48,-0.15,56.45,544.175
SMBR,Industri Dasar & Logam,224,6.2,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,31,46.4,23.4,35.7,UP,100,-0.3,BELOW,CONTINUATION,NONE,BEARISH,13.1,214,238,210,247,264,281,6.2,10.3,1.66,71428,15999872,1000000,TRENDING,Bear,Bear,ACCUMULATION,40,"VPT_RISING, AD_RISING",2082443.2802357425,0.07440023765345032,9881448.98989898,NO,16755490,3753229760.0,0.7,2393641450,9932534336,False,0.8,4969050,1539111453,344760965472.0,837774507,1.09,0.7,RETAIL_DOMINANT,2393641450,reported,9932534336,2224887693312,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.48,-0.15,48.55,-2.86
ASSA,Transportasi & Logistik,825,4.5,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,30,33.7,34.5,9.5,UP,87,-82.8,BELOW,CONTINUATION,NONE,BEARISH,16.6,775,915,778,903,962,1020,5.7,9.5,1.67,21276,17552700,1000000,TRENDING,Bear,Bear,NEUTRAL,50,"AD_RISING, VWAP_BELOW_DELTA_NEG",1468977.3239594493,-0.22427754783247417,6242979.19413919,NO,4973807,4103390775.0,0.5,994761561,3691137517,False,0.0,6937883,641621208,529337496600.0,348166546,0.78,0.5,RETAIL_DOMINANT,994761561,reported,3691137517,3045188435968,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.48,-0.15,37.01,-34.02
BJTM,Perbankan,575,2.9,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Alpha_Leader*** | RSI48*,29,47.6,16.7,14.3,DN,85,-36.6,BELOW,CONTINUATION,NONE,BEARISH,6.5,565,600,562,597,614,630,2.3,3.8,1.65,76923,44230725,1000000,RANGING,Bull,Bull,DISTRIBUTION,60,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",336654.48538611806,-0.11503006482958372,-11428199.999999985,NO,1733259,996623925.0,0.22,770337525,3081350100,True,-1.8,7924223,498986133,286917026475.0,269618133,0.35,0.22,RETAIL_DOMINANT,770337525,proxy,3081350100,8633911345152,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.48,-0.15,47.58,4.457
