Ticker,Sektor,Harga,Skor,Sinyal,Strength,Konfirmasi,Confidence%,RSI,ADX,Stoch,MACD,Volume,CCI,VWAP_Signal,Pattern,Divergence,Ichimoku,BB_Width%,Support,Resistance,Stop_Loss,Target_1,Target_2,Target_3,Risk%,Reward%,RRR,Position_Shares,Position_IDR,Risk_Amount,Regime,Weekly_Trend,Monthly_Trend,MM_Activity,MM_Confidence,MM_Signals,VPT_Trend,CMF_Signal,AD_Trend,Volume_Spike,MM_Shares,MM_Value_IDR,MM_Float_Pct,MM_Float_Shares,MM_Shares_Outstanding,MM_Float_Estimated,MM_Intensity,MM_Volume_Base,Retail_Shares,Retail_Value_IDR,Institutional_Shares,MM_vs_Retail_Ratio,MM_vs_Float_Ratio,Dominance,Float_Shares,Float_Source,Shares_Outstanding,Market_Cap_IDR,Sentiment_Score,Sentiment_Label,News_Count,AI_Win_Prob%,AI_Verdict,IHSG_Change,USD_Change,RSI_1d,MACD_1d
RMKE,Energi & Tambang,3290,9.7,BUY,C+,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RS_Strong* | Alpha_Leader*** | News_BULLISH***,100,50.1,20.0,54.5,UP,100,47.8,ABOVE,CONTINUATION,NONE,BULLISH,28.8,2680,3560,3038,3710,4025,4339,7.7,12.8,1.66,3968,13054720,1000000,TRENDING,Bear,Bull,ACCUMULATION,80,"VPT_RISING, CMF_POSITIVE",2846590.416068932,0.15164980668553107,34661451.48078112,NO,16128000,53061120000.0,0.9,1792000000,4375000000,False,3.2,13341853,1148672000,3779130880000.0,627200000,1.4,0.9,RETAIL_DOMINANT,1792000000,reported,4375000000,14393750323200,0.26,POSITIVE,3,23.6,🔴 JEBAKAN / FALSE BREAKOUT,-0.48,-0.15,46.81,-77.576
AKRA,Energi & Tambang,1530,11.6,ULTRA_BUY,A,Macro_Defensive- | Sector_COLD- | PER_Murah* | RS_Strong* | Alpha_Leader*** | EMA+HMA**,100,64.3,30.2,75.6,UP,83,139.4,ABOVE,CONTINUATION,NONE,BULLISH,16.7,1325,1560,1461,1645,1731,1818,4.5,7.5,1.67,14492,22172760,1000000,TRENDING,Bull,Bull,ACCUMULATION,60,"CMF_POSITIVE, AD_RISING",5262814.825876804,0.13013722582170792,56993367.649784036,NO,53405077,81709767810.0,0.8,6675634713,19799769600,False,1.8,25321290,4285757487,6557208955110.0,2336472149,1.25,0.8,RETAIL_DOMINANT,6675634713,reported,19799769600,30293645852672,0.0,NEUTRAL,1,55.7,🟡 SPEKULATIF,-0.48,-0.15,69.49,50.322
ANTM,Energi & Tambang,4040,11.7,ULTRA_BUY,A,Macro_Defensive- | Sector_COLD- | PER_Murah* | RS_Strong* | Alpha_Leader*** | Pullback_EMA21**,100,55.4,16.0,62.1,UP,78,80.2,ABOVE,CONTINUATION,NONE,BULLISH,21.0,3470,4120,3825,4398,4666,4935,5.3,8.9,1.68,4651,18790040,1000000,RANGING,Bull,Bull,ACCUMULATION,80,"VPT_RISING, CMF_POSITIVE",22592590.92386408,0.10777485622713025,220926089.41636634,NO,75701234,305832985360.0,0.9,8411248269,24030764724,False,3.2,96242050,5391610141,21782104969640.0,2943936894,1.4,0.9,RETAIL_DOMINANT,8411248269,reported,24030764724,97084288008192,0.0,NEUTRAL,1,46.2,🔴 JEBAKAN / FALSE BREAKOUT,-0.48,-0.15,59.51,65.668
TOTO,Industri Dasar & Logam,276,10.4,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Alpha_Leader*** | Pullback_EMA21**,99,55.7,19.7,81.8,DN,91,87.3,ABOVE,CONTINUATION,NONE,BULLISH,2.5,270,276,269,288,298,307,2.5,4.3,1.72,142857,39428532,1000000,RANGING,Bull,Bull,ACCUMULATION,60,"VOL_SPIKE_STABLE, VPT_RISING",8841.022964318137,0.39874255125744873,4155378.333333336,YES,6408307,1768692732.0,0.8,801038400,10320000000,False,1.8,611900,514266653,141937596228.0,280363440,1.25,0.8,RETAIL_DOMINANT,801038400,reported,10320000000,2848320126976,-0.12,NEGATIVE,3,0.0,TIDAK DIUJI,-0.48,-0.15,44.59,0.185
SIMP,Agrikultur,825,12.5,ULTRA_BUY,A,Macro_Defensive- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader*** | News_BULLISH***,94,61.8,42.1,61.8,UP,100,48.7,BELOW,CONTINUATION,BEARISH_DIV,BULLISH,50.6,630,890,769,918,987,1056,6.8,11.3,1.66,17857,14732025,1000000,TRENDING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",63066559.071029134,0.08732357584228365,64258508.87778884,NO,15803275,13037701875.0,0.7,2257610788,15501310000,False,0.8,41407016,1451643738,1197606083850.0,790163775,1.09,0.7,RETAIL_DOMINANT,2257610788,reported,15501310000,12788580745216,0.18,POSITIVE,3,37.7,🔴 JEBAKAN / FALSE BREAKOUT,-0.48,-0.15,65.67,61.747
MAPI,Consumer & Retail,1290,10.4,BUY,C+,Macro_Defensive- | Sector_COLD- | PER_Murah* | RS_Strong* | Alpha_Leader*** | Pullback_EMA21**,94,53.4,20.0,50.0,UP,84,66.3,ABOVE,CONTINUATION,NONE,BULLISH,9.5,1205,1330,1227,1395,1474,1553,4.9,8.1,1.65,15873,20476170,1000000,RANGING,Bull,Bull,ACCUMULATION,60,"CMF_POSITIVE, AD_RISING",5026836.419188308,0.1361356021681285,78844471.32312134,NO,65072000,83942880000.0,0.8,8134000000,16600000000,False,1.8,23857216,5222028000,6736416120000.0,2846900000,1.25,0.8,RETAIL_DOMINANT,8134000000,reported,16600000000,21414000197632,0.0,NEUTRAL,0,25.1,🔴 JEBAKAN / FALSE BREAKOUT,-0.48,-0.15,58.85,26.404
LSIP,Agrikultur,1690,12.1,ULTRA_BUY,A,Macro_Defensive- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader*** | EMA*,92,63.1,53.4,68.8,UP,100,87.1,ABOVE,CONTINUATION,BEARISH_DIV,BULLISH,30.1,1440,1785,1600,1840,1953,2066,5.3,8.9,1.68,11111,18777590,1000000,TRENDING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",6792032.440435143,0.14692879985352125,49648896.911936685,NO,19276355,32577039950.0,0.7,2753765050,6819963965,False,0.8,18031080,1770670928,2992433868320.0,963817767,1.09,0.7,RETAIL_DOMINANT,2753765050,reported,6819963965,11525738725376,0.0,NEUTRAL,1,50.0,🟡 SPEKULATIF,-0.48,-0.15,73.9,108.741
MIDI,Consumer & Retail,326,10.8,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | RS_Strong* | Alpha_Leader*** | Pullback_EMA21**,92,56.1,27.2,43.8,UP,100,91.0,BELOW,CONTINUATION,NONE,BULLISH,12.1,302,340,313,348,365,382,4.0,6.7,1.68,76923,25076898,1000000,RANGING,Bear,Bear,ACCUMULATION,60,"VOL_SPIKE_STABLE, VPT_RISING",2695398.6311830617,0.07650907307597937,32230189.682539657,YES,59482726,19391368676.0,0.8,7435340858,33435294800,False,1.8,15797253,4773488832,1556157359232.0,2602369300,1.25,0.8,RETAIL_DOMINANT,7435340858,reported,33435294800,10899906625536,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.48,-0.15,60.87,8.576
SRTG,Konglomerat & Investasi,1835,12.1,ULTRA_BUY,A,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,92,61.0,11.4,74.4,UP,100,152.0,ABOVE,CONTINUATION,NONE,BULLISH,8.4,1690,1835,1752,1973,2076,2180,4.5,7.5,1.67,12048,22108080,1000000,RANGING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, VWAP_ABOVE_DELTA_POS, AD_FALLING",1171961.1814636197,-0.08426354895628024,-11173059.61757541,NO,10186764,18692711940.0,0.7,1455252053,13549832900,False,0.8,7427913,935727071,1717059175285.0,509338218,1.09,0.7,RETAIL_DOMINANT,1455252053,reported,13549832900,24863943163904,0.0,NEUTRAL,2,49.7,🔴 JEBAKAN / FALSE BREAKOUT,-0.48,-0.15,58.38,21.233
VIVA,Konglomerat & Investasi,59,12.2,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | RS_Strong* | Alpha_Leader*** | News_BULLISH***,89,74.7,25.5,96.4,UP,100,141.3,ABOVE,CONTINUATION,NONE,BULLISH,90.5,31,59,55,65,69,74,6.8,10.2,1.5,250000,14750000,1000000,TRENDING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, VWAP_ABOVE_DELTA_POS, AD_FALLING",15785607.40257899,-0.018506720494923117,-25439900.0,YES,64160767,3785485253.0,0.7,9165823974,15429450400,False,0.8,33871103,5893624817,347723864203.0,3208038390,1.09,0.7,RETAIL_DOMINANT,9165823974,reported,15429450400,971391959040,0.18,POSITIVE,4,0.0,TIDAK DIUJI,-0.48,-0.15,73.12,4.612
BSDE,Properti & Real Estate,825,9.5,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,88,58.6,21.8,100.0,UP,100,114.9,ABOVE,BREAKOUT,NONE,BULLISH,11.5,740,825,791,882,924,966,4.1,6.9,1.68,29411,24264075,1000000,RANGING,Bear,Bear,ACCUMULATION,60,"VPT_RISING, CMF_POSITIVE",1751904.4561594725,0.24797546489657865,38644938.13852811,YES,46339064,38229727800.0,0.8,5792383044,20913395112,False,1.8,10025563,3718709915,3067935679875.0,2027334065,1.25,0.8,RETAIL_DOMINANT,5792383044,reported,20913395112,17253551570944,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-0.48,-0.15,52.44,-1.484
ADES,Consumer & Retail,17975,9.7,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | Overbought- | RS_Strong* | Alpha_Leader*** | EMA+HMA**,86,71.8,47.0,77.0,UP,100,236.5,ABOVE,CONTINUATION,NONE,BULLISH,11.9,16200,17975,17365,18992,19755,20518,3.4,5.7,1.68,1639,29461025,1000000,TRENDING,Bull,Bull,NEUTRAL,50,"VPT_RISING, VWAP_ABOVE_DELTA_POS, CMF_NEGATIVE, AD_FALLING",6534.772773300076,-0.19775480088874686,-142847.19672467143,NO,254953,4582780175.0,0.5,50990679,589896800,False,0.0,51956,32888989,591179577275.0,17846737,0.78,0.5,RETAIL_DOMINANT,50990679,reported,589896800,10603395547136,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.48,-0.15,70.98,428.246
TBLA,Agrikultur,750,11.8,HINDARI,LOW_LIQ,Macro_Defensive- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader*** | News_BEARISH---,85,61.3,31.4,61.9,UP,100,84.4,ABOVE,CONTINUATION,BEARISH_DIV,BULLISH,12.9,685,770,721,799,836,872,3.9,6.5,1.67,34482,25861500,1000000,TRENDING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, VWAP_ABOVE_DELTA_POS, AD_FALLING",681505.0581042944,-0.09831733282366935,-10439276.666666672,NO,16967131,12725348250.0,0.7,2423875909,6004151372,False,0.8,3121353,1558552210,1168914157500.0,848356568,1.09,0.7,RETAIL_DOMINANT,2423875909,reported,6004151372,4503113302016,-0.3,NEGATIVE,1,0.0,TIDAK DIUJI,-0.48,-0.15,63.22,22.039
BWPT,Agrikultur,133,10.4,BUY,C+,Macro_Defensive- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader*** | Pullback_EMA21**,84,52.8,23.3,47.8,UP,100,20.3,BELOW,CONTINUATION,BEARISH_DIV,BULLISH,15.9,121,139,124,148,159,171,6.8,11.3,1.66,111111,14777763,1000000,RANGING,Bull,Bull,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",40590343.44258225,-0.17274960455421057,-517471656.5079365,NO,20788108,2764818364.0,0.27,7559312012,31122368200,False,-0.8,128877000,4892764700,650737705100.0,2645759204,0.42,0.27,RETAIL_DOMINANT,7559312012,reported,31122368200,4139274993664,0.0,NEUTRAL,0,22.7,🔴 JEBAKAN / FALSE BREAKOUT,-0.48,-0.15,52.84,1.884
INCO,Energi & Tambang,6800,7.9,PANTAU,D,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RS_Strong* | Alpha_Leader*** | EMA*,79,58.6,24.0,68.6,UP,100,69.5,ABOVE,CONTINUATION,NONE,BULLISH,32.4,5350,6925,6399,7468,7969,8470,5.9,9.8,1.66,2493,16952400,1000000,RANGING,Bull,Bull,ACCUMULATION,60,"VPT_RISING, AD_RISING",7049328.089525446,0.018975180271403165,15409847.57242757,NO,17397389,118302245200.0,0.8,2174673743,10539784534,False,1.8,19085376,1396140544,9493755699200.0,761135810,1.25,0.8,RETAIL_DOMINANT,2174673743,reported,10539784534,71670530310144,-0.02,NEUTRAL,4,10.3,🔴 JEBAKAN / FALSE BREAKOUT,-0.48,-0.15,59.94,205.651
BMTR,Konglomerat & Investasi,176,10.2,BUY,C+,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,78,62.6,50.4,57.6,UP,100,48.2,BELOW,CONTINUATION,NONE,BULLISH,53.2,127,193,163,197,213,229,7.4,11.9,1.61,76923,13538448,1000000,TRENDING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",58863329.95067898,0.1674045726642089,432256495.00219584,NO,53932547,9492128272.0,0.7,7704649594,16352512086,False,0.8,96720536,4954089690,871919785440.0,2696627357,1.09,0.7,RETAIL_DOMINANT,7704649594,reported,16352512086,2878042013696,0.0,NEUTRAL,0,22.8,🔴 JEBAKAN / FALSE BREAKOUT,-0.48,-0.15,65.7,12.947
BDMN,Perbankan,3700,9.9,BUY,C+,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,76,69.2,40.7,53.2,UP,100,111.7,BELOW,CONTINUATION,NONE,BULLISH,90.3,2402,4290,3359,4155,4496,4838,9.2,12.3,1.34,2932,10848400,1000000,HIGH_VOLATILITY,Bull,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",23840982.27671827,0.019884912566050572,6109614.174330605,YES,4953236,18326973200.0,0.7,707605228,22400000,False,0.8,8814966,454990163,1683463603100.0,247661829,1.09,0.7,RETAIL_DOMINANT,707605228,reported,22400000,36162144043008,-0.06,NEGATIVE,5,27.1,🔴 JEBAKAN / FALSE BREAKOUT,-0.48,-0.15,78.36,367.618
BUKA,Teknologi & Telco,157,10.9,BUY,C+,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,73,52.3,33.4,34.1,DN,100,20.6,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,30.9,139,175,148,172,183,194,5.7,9.6,1.68,111111,17444427,1000000,TRENDING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",56476318.421322405,0.028336712593407597,167583905.93406582,NO,380327846,59711471822.0,0.7,54332549434,103148706067,False,0.8,155452553,34935829287,5484925198059.0,19016392301,1.09,0.7,RETAIL_DOMINANT,54332549434,reported,103148706067,16194347204608,0.25,POSITIVE,2,28.9,🔴 JEBAKAN / FALSE BREAKOUT,-0.48,-0.15,58.15,6.368
WIDI,-,34,8.4,HINDARI,LOW_LIQ,Macro_Defensive- | PBV_Murah | RS_Strong* | Alpha_Leader*** | Price>EMA21 | MACD+OBV**,73,53.9,20.7,57.1,UP,100,38.8,ABOVE,CONTINUATION,NONE,BULLISH,25.4,29,36,31,39,42,46,8.8,14.7,1.67,333333,11333322,1000000,RANGING,Bear,Bull,ACCUMULATION,60,"VPT_RISING, AD_RISING",4025829.5361708226,0.2855721177173713,46730849.999999985,NO,5365098,182413332.0,0.8,670637280,1600031683,False,1.8,7288003,430549134,14638670556.0,234723048,1.25,0.8,RETAIL_DOMINANT,670637280,reported,1600031683,54401081344,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,-0.48,-0.15,50.59,0.576
SSIA,Properti & Real Estate,1665,9.9,BUY,C+,Macro_Defensive- | Sector_COLD- | PBV_Murah | RS_Strong* | Alpha_Leader*** | News_BULLISH***,71,63.6,31.4,58.6,UP,100,90.9,BELOW,CONTINUATION,NONE,BULLISH,42.4,1345,1805,1554,1849,1988,2126,6.7,11.1,1.66,9009,14999985,1000000,TRENDING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",20616120.223602533,0.14774396246691854,82411280.45615458,YES,19304556,32142085740.0,0.7,2757793749,4705249440,False,0.8,20618793,1773261381,2952480199365.0,965227812,1.09,0.7,RETAIL_DOMINANT,2757793749,reported,4705249440,7834240024576,0.15,POSITIVE,1,27.9,🔴 JEBAKAN / FALSE BREAKOUT,-0.48,-0.15,73.71,106.536
DMAS,Properti & Real Estate,135,7.5,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Alpha_Leader*** | News_BULLISH***,71,49.6,24.7,27.3,UP,100,16.0,BELOW,CONTINUATION,NONE,BEARISH,7.0,131,139,132,140,144,148,2.2,3.7,1.68,333333,44999955,1000000,RANGING,Bull,Bull,ACCUMULATION,60,"VOL_SPIKE_STABLE, VPT_RISING",1804977.226563666,0.08294317539667904,44438202.38095236,YES,67967048,9175551480.0,0.8,8495881044,48198111100,False,1.8,28759730,5454355631,736338010185.0,2973558365,1.25,0.8,RETAIL_DOMINANT,8495881044,reported,48198111100,6506744905728,0.15,POSITIVE,5,0.0,TIDAK DIUJI,-0.48,-0.15,53.56,1.115
BBNI,Perbankan,3790,10.9,BUY,C+,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Alpha_Leader*** | VCP_Setup**,70,49.7,20.7,56.5,UP,72,36.4,ABOVE,CONTINUATION,NONE,BULLISH,7.8,3510,3870,3670,3990,4140,4290,3.2,5.3,1.66,8333,31582070,1000000,RANGING,Bear,Bear,ACCUMULATION,40,"VPT_RISING, VWAP_ABOVE_DELTA_POS, AD_FALLING",3059377.71487568,-0.1803491564610055,-196538929.872154,NO,105278770,399006538300.0,0.7,15039824344,578683733,False,0.8,74333346,9670607054,36651600734660.0,5263938520,1.09,0.7,RETAIL_DOMINANT,15039824344,reported,578683733,141203257425920,0.1,POSITIVE,4,25.3,🔴 JEBAKAN / FALSE BREAKOUT,-0.48,-0.15,45.23,-38.201
TSPC,Kesehatan,2460,10.0,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Alpha_Leader*** | ADX36X,68,47.1,35.7,50.0,UP,100,111.2,ABOVE,CONTINUATION,NONE,BEARISH,4.3,2380,2500,2394,2570,2653,2736,2.7,4.5,1.67,15151,37271460,1000000,TRENDING,Bear,Bear,ACCUMULATION,40,"VOL_SPIKE_STABLE, VPT_RISING, AD_FALLING",19668.12113936922,-0.20795474662342142,-3864534.761904761,YES,2982328,7336526880.0,0.7,426046880,4509864300,False,0.8,1400130,273948144,673912434240.0,149116408,1.09,0.7,RETAIL_DOMINANT,426046880,reported,4509864300,11094266478592,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.48,-0.15,45.48,-34.877
INDF,Consumer & Retail,6825,10.9,BUY,C,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,67,56.7,33.7,52.6,UP,90,28.6,BELOW,CONTINUATION,BEARISH_DIV,BULLISH,10.8,6350,7025,6662,7097,7301,7504,2.4,4.0,1.67,6134,41864550,1000000,RANGING,Bull,Bear,ACCUMULATION,40,"CMF_POSITIVE, AD_RISING, VWAP_BELOW_DELTA_NEG",1241746.8204060458,0.3525420627102237,70007010.0,NO,30680478,209394262350.0,0.7,4382925496,8780426500,False,0.8,14008263,2818221095,19234358973375.0,1534023923,1.09,0.7,RETAIL_DOMINANT,4382925496,reported,8780426500,59926407806976,0.0,NEUTRAL,2,30.7,🔴 JEBAKAN / FALSE BREAKOUT,-0.48,-0.15,61.6,153.82
ASRI,Properti & Real Estate,137,10.7,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,66,48.9,16.4,46.7,UP,100,-9.1,BELOW,CONTINUATION,NONE,BULLISH,12.9,129,143,130,149,157,166,5.1,8.8,1.73,142857,19571409,1000000,TRENDING,Bear,Bear,ACCUMULATION,40,"VPT_RISING, AD_RISING",3262913.6135925576,-0.02009936454801061,1246050.0000001192,NO,69059037,9461088069.0,0.7,9865576721,19649411888,False,0.8,18179700,6343565832,869068518984.0,3452951852,1.09,0.7,RETAIL_DOMINANT,9865576721,reported,19649411888,2691969318912,-0.11,NEGATIVE,4,0.0,TIDAK DIUJI,-0.48,-0.15,43.23,-1.163
ALII,Pantauan Khusus (High Volatility),975,8.8,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RS_Strong* | Alpha_Leader*** | EMA+HMA**,65,63.5,31.0,59.2,UP,100,125.2,ABOVE,CONTINUATION,NONE,BULLISH,50.3,670,1030,878,1136,1257,1378,9.9,16.5,1.67,10309,10051275,1000000,RANGING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",5011986.310387202,0.029356295539527007,3551301.686900055,YES,22357740,21798796500.0,0.7,3193962956,15825800000,False,0.8,3523253,2053718182,2002375227450.0,1117887034,1.09,0.7,RETAIL_DOMINANT,3193962956,reported,15825800000,15430155501568,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.48,-0.15,64.88,49.01
INDY,Energi & Tambang,3770,8.6,PANTAU,D,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RS_Strong* | Alpha_Leader*** | EMA+HMA**,64,55.7,15.1,56.2,UP,88,81.6,ABOVE,CONTINUATION,NONE,BULLISH,19.3,3170,3880,3494,4230,4576,4921,7.3,12.2,1.67,3623,13658710,1000000,RANGING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, VWAP_ABOVE_DELTA_POS, AD_FALLING",8996047.070415363,-0.13240233222666525,-70536935.3230691,NO,10413968,39260659360.0,0.7,1487709777,5202692000,False,0.8,21983893,956597388,3606372152760.0,520698421,1.09,0.7,RETAIL_DOMINANT,1487709777,reported,5202692000,19614148853760,-0.03,NEUTRAL,2,4.2,🔴 JEBAKAN / FALSE BREAKOUT,-0.48,-0.15,55.38,57.613
STTP,Consumer & Retail,10100,9.6,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | VCP_Setup** | Pullback_EMA21** | EMA+HMA**,61,53.2,9.1,75.9,UP,100,55.2,ABOVE,CONTINUATION,NONE,BULLISH,9.1,9550,10325,9881,10466,10740,11014,2.2,3.6,1.64,4566,46116600,1000000,RANGING,Bull,Bear,ACCUMULATION,40,"VPT_RISING, AD_RISING",38.35686950690683,0.05337206652996128,205.62770562771038,NO,1894430,19133743000.0,0.7,270632900,1310000000,False,0.8,333,174016955,1757571245500.0,94721515,1.09,0.7,RETAIL_DOMINANT,270632900,reported,1310000000,13231000125440,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.48,-0.15,56.04,65.613
MEDC,Energi & Tambang,1725,7.9,PANTAU,D,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | News_BULLISH*** | Pullback_EMA21** | EMA*,60,52.1,10.6,69.1,UP,100,53.6,ABOVE,CONTINUATION,NONE,BULLISH,17.7,1550,1825,1626,1890,2013,2136,5.7,9.6,1.68,10101,17424225,1000000,RANGING,Bull,Bull,ACCUMULATION,40,"AD_RISING, VWAP_ABOVE_DELTA_POS, VPT_FALLING",-15771248.054177105,0.05664517028227886,123406502.85372518,NO,42190781,72779097225.0,0.7,6027254538,24680621344,False,0.8,122321153,3875524669,6685280054025.0,2109539088,1.09,0.7,RETAIL_DOMINANT,6027254538,reported,24680621344,42574073036800,0.24,POSITIVE,3,2.2,🔴 JEBAKAN / FALSE BREAKOUT,-0.48,-0.15,53.49,11.563
ERAA,Consumer & Retail,416,8.6,PANTAU,D,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,59,66.5,18.5,95.5,UP,80,83.1,ABOVE,CONTINUATION,NONE,BULLISH,18.1,360,416,401,441,460,478,3.6,6.0,1.67,66666,27733056,1000000,RANGING,Bull,Bear,ACCUMULATION,40,"VPT_RISING, VWAP_ABOVE_DELTA_POS, AD_FALLING",3258536.263377641,0.03772667718409397,-44040305.95238066,NO,48465084,20161474944.0,0.7,6923583486,15783484900,False,0.8,42995663,4451864182,1851975499712.0,2423254220,1.09,0.7,RETAIL_DOMINANT,6923583486,reported,15783484900,6565929680896,0.0,NEUTRAL,0,5.0,🔴 JEBAKAN / FALSE BREAKOUT,-0.48,-0.15,65.32,4.786
DMMX,Teknologi & Telco,220,6.4,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | RS_Strong* | Alpha_Leader*** | MACD+OBV** | RSI46*,59,45.8,15.9,45.0,UP,100,4.5,ABOVE,CONTINUATION,NONE,BULLISH,19.9,195,232,205,245,264,283,6.8,11.4,1.68,66666,14666520,1000000,TRENDING,Bear,Bear,ACCUMULATION,60,"CMF_POSITIVE, AD_RISING",367933.25004738837,0.2973164547440899,3948845.497835502,NO,20815994,4579518680.0,0.8,2601999359,7259435200,False,1.8,705290,1670483590,367506389800.0,910699775,1.25,0.8,RETAIL_DOMINANT,2601999359,reported,7259435200,1597075750912,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.48,-0.15,45.78,-2.424
CAMP,Consumer & Retail,206,8.0,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PBV_Murah | RS_Strong* | Alpha_Leader*** | VCP_Setup**,58,52.7,31.7,60.0,UP,100,39.2,BELOW,CONTINUATION,NONE,BULLISH,10.9,194,210,199,217,225,234,3.4,5.3,1.56,142857,29428542,1000000,RANGING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",11216.876075319014,-0.09468726578866352,-381957.14285713807,NO,2343701,482802406.0,0.5,468740250,5885000000,False,0.0,511260,302337462,62281517172.0,164059087,0.78,0.5,RETAIL_DOMINANT,468740250,reported,5885000000,1212310093824,-0.06,NEGATIVE,5,0.0,TIDAK DIUJI,-0.48,-0.15,56.73,1.406
JKON,Infrastruktur & Konstruksi,75,7.8,HINDARI,LOW_LIQ,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,57,50.0,29.2,30.0,UP,100,55.9,BELOW,CONTINUATION,NONE,BEARISH,11.0,71,78,71,82,88,94,5.3,9.3,1.75,250000,18750000,1000000,RANGING,Bear,Bear,NEUTRAL,50,"VOL_SPIKE_STABLE, VPT_RISING, CMF_NEGATIVE, AD_FALLING",3615680.4301766083,-0.2635899079200341,-71721018.09523821,YES,31637713,2372828475.0,0.5,6327542620,16308519860,False,0.0,17046916,4081264990,306094874250.0,2214639917,0.78,0.5,RETAIL_DOMINANT,6327542620,reported,16308519860,1223139000320,-0.18,NEGATIVE,2,0.0,TIDAK DIUJI,-0.48,-0.15,53.18,0.494
