Ticker,Sektor,Harga,Skor,Sinyal,Strength,Konfirmasi,Confidence%,Tech_Score,Fund_Score,RS_Score,Sent_Score,RSI,ADX,Stoch,MACD,Volume,CCI,VWAP_Signal,Pattern,Divergence,Ichimoku,BB_Width%,Support,Resistance,Stop_Loss,Target_1,Target_2,Target_3,Risk%,Reward%,RRR,Position_Shares,Position_IDR,Risk_Amount,Regime,Weekly_Trend,Monthly_Trend,MM_Activity,MM_Confidence,MM_Signals,VPT_Trend,CMF_Signal,AD_Trend,Volume_Spike,MM_Shares,MM_Value_IDR,MM_Float_Pct,MM_Float_Shares,MM_Shares_Outstanding,MM_Float_Estimated,MM_Intensity,MM_Volume_Base,Retail_Shares,Retail_Value_IDR,Institutional_Shares,MM_vs_Retail_Ratio,MM_vs_Float_Ratio,Dominance,Float_Shares,Float_Source,Shares_Outstanding,Market_Cap_IDR,Sentiment_Score,Sentiment_Label,News_Count,AI_Win_Prob%,AI_Verdict,IHSG_Change,USD_Change,RSI_1d,MACD_1d,Foreign_Status,Net_Foreign_5d,Saran_Lot,Broksum_Status,Broksum_Net_Vol
JPFA,Consumer & Retail,2480,6.5,HINDARI,F,PER_Murah* | Broksum_ACCUM***,19,30,25,0,15,47.1,19.9,35.0,DN,77,-74.1,BELOW,CONTINUATION,NONE,BEARISH,16.5,2350,2730,2345,2705,2873,3042,5.4,9.1,1.69,740,1835200,100000,RANGING,Bear,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",1354266.3386959266,0.21317443032601416,39782169.246192396,NO,35591832,88267743360.0,0.7,5084547494,8716079901,False,0.8,13851410,3269364040,8108022819200.0,1779591622,1.09,0.7,RETAIL_DOMINANT,5084547494,reported,8716079901,30580771127296,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.0,0.0,44.76,14.395,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
ISAT,Teknologi & Telco,1995,7.5,HINDARI,F,PER_Murah* | Wyckoff_Absorb*** | Broksum_ACCUM***,19,30,25,0,15,43.6,19.7,32.8,DN,88,-69.5,BELOW,CONTINUATION,BULLISH_DIV,BEARISH,12.7,1950,2170,1901,2151,2268,2385,4.7,7.8,1.66,1063,2120685,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-365187.2858649334,-0.0018541149370320175,-188553.68853368983,NO,23039818,45964436910.0,0.27,8378115670,32250810956,False,-0.8,12839913,5422735368,10818357059160.0,2932340484,0.42,0.27,RETAIL_DOMINANT,8378115670,reported,32250810956,67081684910080,0.13,POSITIVE,3,0.0,TIDAK DIUJI,0.0,0.0,42.49,-44.811,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
MIDI,Consumer & Retail,344,10.0,HINDARI,LOW_LIQ,PER_Murah* | EMA+HMA** | Broksum_ACCUM***,19,35,15,0,15,65.0,29.2,88.9,UP,100,155.9,ABOVE,CONTINUATION,NONE,BULLISH,12.4,310,344,330,367,385,402,4.1,6.7,1.63,7142,2456848,100000,TRENDING,Bull,Bear,ACCUMULATION,60,"VPT_RISING, AD_RISING",5068729.234822122,0.14117321612933276,48486094.44444443,YES,59482726,20462057744.0,0.8,7435340858,33435294800,False,1.8,17750610,4773488832,1642080158208.0,2602369300,1.25,0.8,RETAIL_DOMINANT,7435340858,reported,33435294800,11836095201280,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,64.96,8.867,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
AKRA,Energi & Tambang,1580,9.2,HINDARI,F,PER_Murah* | EMA+HMA** | Broksum_ACCUM***,19,35,15,0,15,68.7,30.1,100.0,UP,87,140.8,ABOVE,CONTINUATION,NONE,BULLISH,18.1,1325,1580,1511,1696,1782,1869,4.4,7.3,1.66,1449,2289420,100000,TRENDING,Bull,Bull,ACCUMULATION,80,"VPT_RISING, CMF_POSITIVE",7691538.436415173,0.1658204115683612,130863863.41284446,NO,59261502,93633173160.0,0.9,6584611378,19799769600,False,3.2,25223890,4220735894,6668762712520.0,2304613982,1.4,0.9,RETAIL_DOMINANT,6584611378,reported,19799769600,31085637402624,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.0,0.0,66.1,53.361,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
BMTR,Konglomerat & Investasi,168,10.0,HINDARI,F,Sector_COLD- | PER_Murah* | PBV_Murah | Pullback_EMA21** | EMA* | Broksum_ACCUM***,19,20,50,0,0,54.6,47.6,37.9,DN,100,15.3,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,46.4,135,193,155,189,206,222,7.7,12.5,1.62,7692,1292256,100000,TRENDING,Bull,Bull,NEUTRAL,50,AD_RISING,48930608.29298599,0.1468111046115448,384638473.3355291,NO,38326200,6438801600.0,0.5,7665240040,16352512086,False,0.0,101713540,4944079826,830605410768.0,2682834014,0.78,0.5,RETAIL_DOMINANT,7665240040,reported,16352512086,2747221934080,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,62.57,11.428,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
BMHS,Kesehatan,185,5.5,HINDARI,LOW_LIQ,Sector_COLD- | PBV_Murah | Broksum_ACCUM***,19,30,25,0,15,46.7,11.5,33.3,UP,100,-61.1,BELOW,CONTINUATION,NONE,BEARISH,5.0,180,193,177,198,209,219,4.3,7.0,1.63,12500,2312500,100000,RANGING,Bear,Bear,ACCUMULATION,40,"CMF_POSITIVE, AD_RISING, VPT_FALLING",-135857.20584090054,0.17904572345012262,2841605.238095224,NO,14315826,2648427810.0,0.7,2045118059,8603416176,False,0.8,1480990,1315010913,243277018905.0,715791320,1.09,0.7,RETAIL_DOMINANT,2045118059,reported,8603416176,1591632068608,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,46.66,-0.991,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
AWAN,Pantauan Khusus (High Volatility),164,6.0,HINDARI,LOW_LIQ,PBV_Mahal- | Broksum_ACCUM***,18,45,-20,0,15,57.4,15.4,60.0,UP,100,64.7,ABOVE,REVERSAL,NONE,BULLISH,18.5,141,165,154,181,194,207,6.1,10.4,1.7,10000,1640000,100000,RANGING,Bear,Bear,ACCUMULATION,40,"VPT_RISING, VWAP_ABOVE_DELTA_POS, AD_FALLING",138121.06101011112,-0.09410163897131828,-1200300.688348014,NO,5620759,921804476.0,0.7,802965600,3435000000,False,0.8,581013,516306881,84674328484.0,281037960,1.09,0.7,RETAIL_DOMINANT,802965600,reported,3435000000,542729994240,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,47.01,0.103,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
ICBP,Consumer & Retail,6775,5.7,HINDARI,F,PER_Murah* | Broksum_ACCUM***,18,35,25,0,0,33.3,37.8,17.2,DN,100,-151.0,BELOW,CONTINUATION,NONE,BEARISH,13.3,6725,7525,6579,7101,7346,7591,2.9,4.8,1.66,510,3455250,100000,RANGING,Bear,Bear,DISTRIBUTION,80,"VPT_FALLING, CMF_NEGATIVE",-601428.9164714399,-0.2767810823974599,-25219134.523809522,NO,3972891,26916336525.0,0.17,2270223630,11661908000,False,-3.2,4658296,1471672469,9970580977475.0,794578270,0.27,0.17,RETAIL_DOMINANT,2270223630,reported,11661908000,79300975919104,0.05,NEUTRAL,3,0.0,TIDAK DIUJI,0.0,0.0,30.53,-174.22,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
BBYB,Perbankan,306,6.0,HINDARI,LOW_LIQ,PER_Murah* | PBV_Murah | Broksum_ACCUM***,17,15,50,0,0,43.7,17.1,11.5,DN,100,-66.8,BELOW,CONTINUATION,NONE,BEARISH,17.4,294,340,286,339,365,390,6.5,10.8,1.66,5000,1530000,100000,RANGING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",4143191.77053231,0.010845592676386108,-29962400.00000024,NO,33041776,10110783456.0,0.5,6608355256,13350482346,False,0.0,25885316,4262389141,1304291077146.0,2312924339,0.78,0.5,RETAIL_DOMINANT,6608355256,reported,13350482346,4031845498880,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.0,0.0,47.55,-2.86,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
BMRI,Perbankan,4390,6.5,HINDARI,F,PER_Murah* | PBV_Murah | News_BULLISH*** | Broksum_ACCUM***,17,15,25,0,30,36.3,17.3,9.5,DN,84,-161.0,BELOW,NONE,NONE,BEARISH,9.2,4390,4750,4249,4626,4802,4979,3.2,5.4,1.69,709,3112510,100000,TRENDING,Bear,Bear,DISTRIBUTION,80,"VOL_SPIKE_DOWN, VPT_FALLING",-11516333.24827936,-0.36534768138590945,-971037039.0859141,YES,65739045,288594407550.0,0.17,37565169093,93333333331,False,-3.2,155840833,24351620866,106903615601740.0,13147809182,0.27,0.17,RETAIL_DOMINANT,37565169093,reported,93333333331,412533320056832,0.39,POSITIVE,4,0.0,TIDAK DIUJI,0.0,0.0,37.87,-94.075,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
CFIN,Perbankan,336,6.0,HINDARI,LOW_LIQ,PER_Murah* | PBV_Murah | Broksum_ACCUM***,17,15,50,0,0,48.7,27.6,20.0,DN,100,-18.4,BELOW,CONTINUATION,NONE,BEARISH,6.9,330,352,325,354,368,381,3.3,5.4,1.64,9090,3054240,100000,RANGING,Bull,Bull,NEUTRAL,50,AD_RISING,249506.33031724987,0.2709009110914687,12730006.190476194,NO,9665052,3247457472.0,0.5,1933010409,3984520457,False,0.0,2040683,1246791714,418922015904.0,676553643,0.78,0.5,RETAIL_DOMINANT,1933010409,reported,3984520457,1354736992256,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,57.14,3.486,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
ACES,Consumer & Retail,358,6.5,HINDARI,F,PER_Murah* | PBV_Murah | Broksum_ACCUM***,17,15,50,0,0,39.4,24.0,11.1,UP,80,-50.5,BELOW,CONTINUATION,NONE,BEARISH,15.4,350,396,342,384,404,424,4.5,7.3,1.62,6250,2237500,100000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",580907.7043830045,-0.26046242663643854,-189161728.44155848,NO,15439335,5527281930.0,0.22,6861926766,17120389700,False,-1.8,40805856,4444813063,1591243076554.0,2401674368,0.35,0.22,RETAIL_DOMINANT,6861926766,reported,17120389700,6368785334272,0.09,POSITIVE,5,0.0,TIDAK DIUJI,0.0,0.0,44.45,-0.249,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
BIRD,Transportasi & Logistik,1545,5.2,HINDARI,LOW_LIQ,Sector_COLD- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,17,15,50,0,0,29.5,32.8,10.0,DN,100,-295.5,BELOW,NONE,NONE,BEARISH,6.4,1545,1665,1504,1613,1663,1714,2.7,4.4,1.63,2439,3768255,100000,RANGING,Bear,Bear,DISTRIBUTION,90,"VOL_SPIKE_DOWN, VPT_FALLING",-601725.8829876784,-0.36263591415307594,-9786971.269841276,YES,935923,1446001035.0,0.15,623948677,2502100000,False,-4.5,1227500,404630718,625154459310.0,218382036,0.23,0.15,RETAIL_DOMINANT,623948677,reported,2502100000,3903275925504,0.07,POSITIVE,5,0.0,TIDAK DIUJI,0.0,0.0,47.83,-10.036,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
PWON,Properti & Real Estate,316,5.0,HINDARI,F,PER_Murah* | PBV_Murah | Broksum_ACCUM***,17,15,50,0,0,28.0,17.8,4.8,DN,100,-199.5,BELOW,NONE,NONE,BEARISH,11.1,316,352,305,334,347,360,3.5,5.7,1.63,9090,2872440,100000,RANGING,Bear,Bear,DISTRIBUTION,80,"VOL_SPIKE_DOWN, VPT_FALLING",-5204231.657604903,-0.3698939748651687,-256316624.28571415,YES,25706030,8123105480.0,0.17,14689160328,48159602400,False,-3.2,30350080,9522248184,3009030426144.0,5141206114,0.27,0.17,RETAIL_DOMINANT,14689160328,reported,48159602400,15218433327104,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.0,0.0,34.87,-3.428,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
GWSA,Properti & Real Estate,151,8.5,HINDARI,LOW_LIQ,PER_Murah* | PBV_Murah | Broksum_ACCUM***,17,15,50,0,0,46.8,21.0,30.6,UP,100,-1.7,BELOW,CONTINUATION,NONE,BEARISH,18.4,138,162,138,172,188,203,8.6,13.9,1.62,7692,1161492,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",812927.7222965732,-0.23247073828283818,-7959893.63802864,NO,4397249,663984599.0,0.27,1598999785,7800760000,False,-0.8,1583606,1034952612,156277844412.0,559649924,0.42,0.27,RETAIL_DOMINANT,1598999785,reported,7800760000,1170113953792,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,52.21,-0.348,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
SMRA,Properti & Real Estate,310,6.2,HINDARI,F,PER_Murah* | PBV_Murah | Broksum_ACCUM***,17,15,50,0,0,39.6,32.5,18.2,DN,100,-99.4,BELOW,CONTINUATION,NONE,BEARISH,13.7,302,344,298,331,346,362,3.9,6.8,1.74,8333,2583230,100000,TRENDING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-2974115.447206832,-0.24147352664655122,-167432464.44444454,NO,26404258,8185319980.0,0.27,9601548443,16508568358,False,-0.8,29314270,6214602230,1926526691300.0,3360541955,0.42,0.27,RETAIL_DOMINANT,9601548443,reported,16508568358,5117656432640,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,45.33,-9.28,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
ISSP,Industri Dasar & Logam,438,4.0,HINDARI,LOW_LIQ,Sector_COLD- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,17,15,50,0,0,28.3,17.6,0.0,DN,100,-227.9,BELOW,CONTINUATION,NONE,BEARISH,11.4,438,490,422,464,484,503,3.7,5.9,1.59,6250,2737500,100000,RANGING,Bear,Bull,DISTRIBUTION,40,"AD_RISING, VOL_SPIKE_DOWN, VPT_FALLING",-242207.81777941715,0.02357980244548195,1666511.42857143,YES,6240787,2733464706.0,0.27,2269377305,7051478435,False,-0.8,1006506,1468854462,643358254356.0,794282056,0.42,0.27,RETAIL_DOMINANT,2269377305,reported,7051478435,3074444754944,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.0,0.0,35.14,-4.467,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
ANTM,Energi & Tambang,3740,4.5,HINDARI,F,PER_Murah* | Broksum_ACCUM***,17,30,15,0,15,43.0,15.3,20.3,DN,78,-52.6,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,18.9,3470,4120,3516,4114,4395,4675,6.0,10.0,1.67,446,1668040,100000,RANGING,Bear,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",4135171.3553284407,0.04948282501100708,40419243.91551733,NO,58878737,220206476380.0,0.7,8411248269,24030764724,False,0.8,101587886,5408432638,20227538066120.0,2943936894,1.09,0.7,RETAIL_DOMINANT,8411248269,reported,24030764724,91316910292992,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.0,0.0,48.21,51.648,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
RALS,Consumer & Retail,442,8.0,HINDARI,LOW_LIQ,PER_Murah* | PBV_Murah | Broksum_ACCUM***,17,15,50,0,0,46.0,19.9,41.2,UP,98,18.8,BELOW,CONTINUATION,NONE,BEARISH,9.9,414,460,427,466,485,503,3.4,5.4,1.59,6666,2946372,100000,TRENDING,Bear,Bull,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-373990.6978706359,-0.35124329246585895,-12329324.285714285,NO,3703866,1637108772.0,0.22,1646162872,5931263500,False,-1.8,6949480,1066302001,471305484442.0,576157005,0.35,0.22,RETAIL_DOMINANT,1646162872,reported,5931263500,2645343600640,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,50.09,-3.45,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
KIJA,Properti & Real Estate,180,7.5,HINDARI,F,PER_Murah* | PBV_Murah | Broksum_ACCUM***,17,15,50,0,0,43.2,22.4,13.0,UP,100,-42.7,BELOW,CONTINUATION,NONE,BEARISH,13.2,174,202,168,200,216,231,6.7,11.1,1.66,8333,1499940,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",30840371.54926753,-0.11419853399666183,-351868908.0097556,NO,1957657,352378260.0,0.27,711875483,711956815,False,-0.8,113407786,460761407,82937053260.0,249156419,0.42,0.27,RETAIL_DOMINANT,711875483,reported,711956815,3722632495104,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,49.27,-0.432,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
JSMR,Infrastruktur & Konstruksi,2960,5.0,HINDARI,LOW_LIQ,PER_Murah* | PBV_Murah | Broksum_ACCUM***,17,15,50,0,0,28.6,23.6,2.7,DN,72,-143.5,BELOW,NONE,NONE,BEARISH,12.7,2960,3290,2860,3126,3251,3375,3.4,5.6,1.65,1000,2960000,100000,RANGING,Bear,Bear,DISTRIBUTION,80,"VPT_FALLING, CMF_NEGATIVE",-301517.75646917406,-0.1278597161974039,-6137871.825017095,NO,2769766,8198507360.0,0.17,1582723973,7257871199,False,-3.2,3326330,1026000817,3036962418320.0,553953390,0.27,0.17,RETAIL_DOMINANT,1582723973,reported,7257871199,21773613531136,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,40.24,-17.87,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
BIRD,Transportasi & Logistik,1545,5.2,HINDARI,LOW_LIQ,Sector_COLD- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,17,15,50,0,0,29.5,32.8,10.0,DN,100,-295.5,BELOW,NONE,NONE,BEARISH,6.4,1545,1665,1504,1613,1663,1714,2.7,4.4,1.63,2439,3768255,100000,RANGING,Bear,Bear,DISTRIBUTION,90,"VOL_SPIKE_DOWN, VPT_FALLING",-601725.8829876784,-0.36263591415307594,-9786971.269841276,YES,935923,1446001035.0,0.15,623948677,2502100000,False,-4.5,1227500,404630718,625154459310.0,218382036,0.23,0.15,RETAIL_DOMINANT,623948677,reported,2502100000,3903275925504,0.07,POSITIVE,5,0.0,TIDAK DIUJI,0.0,0.0,47.83,-10.036,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
NISP,Perbankan,1325,7.0,HINDARI,F,PER_Murah* | PBV_Murah | Broksum_ACCUM***,17,15,50,0,0,40.5,23.7,19.6,UP,100,-49.3,BELOW,CONTINUATION,NONE,BEARISH,14.4,1305,1455,1285,1391,1441,1490,3.0,5.0,1.67,2500,3312500,100000,RANGING,Bear,Bear,DISTRIBUTION,80,"VPT_FALLING, CMF_NEGATIVE",-2620089.4614970004,-0.24933600293712624,-41059228.17927161,NO,5982584,7926923800.0,0.17,3418619796,22945296972,False,-3.2,6083986,2216120284,2936359376300.0,1196516928,0.27,0.17,RETAIL_DOMINANT,3418619796,reported,22945296972,30402517401600,0.0,NEUTRAL,2,0.0,TIDAK DIUJI,0.0,0.0,42.92,-18.367,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
JKON,Infrastruktur & Konstruksi,77,11.2,HINDARI,LOW_LIQ,PER_Murah* | PBV_Murah | News_BEARISH--- | Pullback_EMA21** | Broksum_ACCUM***,17,15,50,0,0,55.7,31.2,44.4,UP,100,82.6,BELOW,CONTINUATION,NONE,BULLISH,10.5,71,78,72,85,90,96,6.5,10.4,1.6,20000,1540000,100000,RANGING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",3825945.160223555,-0.21033395557040774,-64637918.09523803,YES,31637713,2436103901.0,0.5,6327542620,16308519860,False,0.0,18138603,4081264990,314257404230.0,2214639917,0.78,0.5,RETAIL_DOMINANT,6327542620,reported,16308519860,1288373010432,-0.18,NEGATIVE,2,0.0,TIDAK DIUJI,0.0,0.0,55.73,0.515,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
CMNP,Infrastruktur & Konstruksi,1515,6.0,HINDARI,LOW_LIQ,PER_Murah* | PBV_Murah | Broksum_ACCUM***,17,15,50,0,0,49.6,28.1,16.3,DN,100,11.1,BELOW,CONTINUATION,NONE,BEARISH,30.5,1410,1795,1350,1735,1900,2065,10.9,14.5,1.33,606,918090,100000,HIGH_VOLATILITY,Bull,Bull,NEUTRAL,50,"VOL_SPIKE_STABLE, VPT_RISING, CMF_NEGATIVE, AD_FALLING",964282.9624999764,-0.49452461679758997,-12623160.66875653,YES,31806344,48186611160.0,0.5,6361268817,6696354391,False,0.0,909150,4103018388,6216072857820.0,2226444085,0.78,0.5,RETAIL_DOMINANT,6361268817,reported,6696354391,10446312570880,0.0,NEUTRAL,1,0.0,TIDAK DIUJI,0.0,0.0,53.5,53.447,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
WEGE,Infrastruktur & Konstruksi,59,8.5,HINDARI,LOW_LIQ,PBV_Murah | Pullback_EMA21** | Broksum_ACCUM***,16,30,25,0,0,52.2,25.4,36.4,UP,100,144.7,BELOW,CONTINUATION,NONE,BEARISH,10.1,54,60,54,67,73,79,8.5,13.6,1.6,20000,1180000,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",6205071.093770355,-0.3532596440895855,-119403050.0,YES,6365427,375560193.0,0.27,2314701040,9572000000,False,-0.8,12594216,1498190249,88393224691.0,810145364,0.42,0.27,RETAIL_DOMINANT,2314701040,reported,9572000000,555175968768,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,49.13,-0.33,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
MBMA,Energi & Tambang,675,3.0,HINDARI,RISK,PBV_Mahal- | News_BULLISH*** | Broksum_ACCUM***,16,30,-20,0,30,43.1,11.9,25.9,DN,90,-134.2,BELOW,CONTINUATION,NONE,BEARISH,17.2,660,780,624,760,824,887,7.6,12.6,1.66,1960,1323000,100000,RANGING,Bear,Bull,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-4656619.055644572,-0.27032230555438613,-693897146.9047616,NO,28782129,19427937075.0,0.22,12792057487,107995419900,False,-1.8,155368816,8286055238,5593087285650.0,4477220120,0.35,0.22,RETAIL_DOMINANT,12792057487,reported,107995419900,72896911245312,0.45,POSITIVE,3,0.0,TIDAK DIUJI,0.0,0.0,45.39,-11.25,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
STTP,Consumer & Retail,9650,4.5,HINDARI,LOW_LIQ,PER_Murah* | Broksum_ACCUM***,16,30,25,0,0,42.1,9.3,0.0,DN,100,-87.9,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,8.5,9550,10200,9422,10029,10314,10599,2.4,3.9,1.62,438,4226700,100000,RANGING,Bear,Bear,DISTRIBUTION,80,"VPT_FALLING, CMF_NEGATIVE",-75.67997969859493,-0.24217206741478584,-2294.3722943722896,NO,473607,4570307550.0,0.17,270632900,1310000000,False,-3.2,410,175437778,1692974557700.0,94721515,0.27,0.17,RETAIL_DOMINANT,270632900,reported,1310000000,12575999787008,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,53.2,64.495,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
NCKL,Energi & Tambang,1045,3.5,HINDARI,F,PER_Murah* | Broksum_ACCUM***,16,30,25,0,0,36.5,14.4,4.8,DN,100,-178.8,BELOW,CONTINUATION,NONE,BEARISH,13.7,1045,1230,976,1161,1247,1334,6.6,11.1,1.68,1449,1514205,100000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-2109048.032384336,-0.37546094306661243,-493610133.48912525,NO,17937842,18745044890.0,0.22,7972374288,62987866700,False,-1.8,61799140,5164105446,5396490191070.0,2790331000,0.35,0.22,RETAIL_DOMINANT,7972374288,reported,62987866700,65192440365056,0.0,NEUTRAL,2,0.0,TIDAK DIUJI,0.0,0.0,41.92,-30.031,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
UNTR,Konglomerat & Investasi,29050,6.5,HINDARI,F,Sector_COLD- | PER_Murah* | PBV_Murah | News_BULLISH*** | Broksum_ACCUM***,16,30,25,0,0,42.4,18.8,17.2,DN,93,-119.4,BELOW,CONTINUATION,NONE,BEARISH,9.1,28967,31381,27979,30835,32173,33511,3.7,6.1,1.65,93,2701650,100000,RANGING,Bull,Bull,DISTRIBUTION,40,"AD_RISING, VPT_FALLING, VWAP_BELOW_DELTA_NEG",-67152.61127242073,0.010618059021195045,5096929.921123058,NO,3719157,108041510850.0,0.27,1352420849,3572729036,False,-0.8,3340823,875354395,25429045174750.0,473347297,0.42,0.27,RETAIL_DOMINANT,1352420849,reported,3572729036,103966419451904,0.62,POSITIVE,1,0.0,TIDAK DIUJI,0.0,0.0,53.69,429.266,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
TOTO,Industri Dasar & Logam,270,6.0,HINDARI,LOW_LIQ,Sector_COLD- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,16,30,25,0,0,41.3,20.5,54.5,DN,100,-63.9,BELOW,CONTINUATION,NONE,BULLISH,2.9,270,276,263,282,292,301,2.6,4.4,1.69,14285,3856950,100000,RANGING,Bear,Bull,DISTRIBUTION,60,"VOL_SPIKE_STABLE, AD_RISING, VOL_SPIKE_DOWN, VPT_FALLING",-13199.091285126487,0.30052068777646984,3868078.333333336,YES,1802336,486630720.0,0.22,801038400,10320000000,False,-1.8,575766,518872624,140095608480.0,280363440,0.35,0.22,RETAIL_DOMINANT,801038400,reported,10320000000,2703839985664,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,55.69,0.45,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
TSPC,Kesehatan,2440,9.7,HINDARI,LOW_LIQ,Sector_COLD- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,16,30,25,0,0,44.9,32.0,35.7,UP,100,58.8,BELOW,CONTINUATION,NONE,BEARISH,4.9,2380,2500,2370,2557,2645,2733,2.9,4.8,1.66,1428,3484320,100000,RANGING,Bear,Bear,DISTRIBUTION,60,"VOL_SPIKE_STABLE, VPT_RISING, CMF_NEGATIVE, AD_FALLING",20393.292516107787,-0.21984034234052496,-5100930.0,YES,958717,2339269480.0,0.22,426096677,4509864300,False,-1.8,1404103,276004124,673450062560.0,149133836,0.35,0.22,RETAIL_DOMINANT,426096677,reported,4509864300,11004069019648,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,0.0,0.0,53.13,-24.089,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000
