Ticker,Sektor,Harga,Skor,Sinyal,Strength,Konfirmasi,Confidence%,Tech_Score,Fund_Score,RS_Score,Sent_Score,RSI,ADX,Stoch,MACD,Volume,CCI,VWAP_Signal,Pattern,Divergence,Ichimoku,BB_Width%,Support,Resistance,Stop_Loss,Target_1,Target_2,Target_3,Risk%,Reward%,RRR,Position_Shares,Position_IDR,Risk_Amount,Regime,Weekly_Trend,Monthly_Trend,MM_Activity,MM_Confidence,MM_Signals,VPT_Trend,CMF_Signal,AD_Trend,Volume_Spike,MM_Shares,MM_Value_IDR,MM_Float_Pct,MM_Float_Shares,MM_Shares_Outstanding,MM_Float_Estimated,MM_Intensity,MM_Volume_Base,Retail_Shares,Retail_Value_IDR,Institutional_Shares,MM_vs_Retail_Ratio,MM_vs_Float_Ratio,Dominance,Float_Shares,Float_Source,Shares_Outstanding,Market_Cap_IDR,Sentiment_Score,Sentiment_Label,News_Count,AI_Win_Prob%,AI_Verdict,IHSG_Change,USD_Change,RSI_1d,MACD_1d,Foreign_Status,Net_Foreign_5d,Saran_Lot,Broksum_Status,Broksum_Net_Vol,RSI_Vol_Interaction,Rolling_Vol_20,Sector_Corr
BBTN,Perbankan,1380,12.0,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader*** | Pullback_EMA21**,28,20,50,50,15,53.5,17.5,30.6,DN,100,-1.3,BELOW,CONTINUATION,BEARISH_DIV,BULLISH,12.2,1305,1490,1320,1481,1556,1631,4.3,7.3,1.7,1666,2299080,100000,RANGING,Bull,Bull,ACCUMULATION,40,"CMF_POSITIVE, AD_RISING",7062061.002444174,0.2084647440389878,138952212.19561484,NO,35595701,49122067380.0,0.7,5085100244,14034444412,False,0.8,29031066,3269719458,4512212852040.0,1779785085,1.09,0.7,RETAIL_DOMINANT,5085100244,reported,14034444412,19367532167168,0.0,NEUTRAL,0,65.0,ULTRA BUY,-0.68,0.87,51.05,18.231,NEUTRAL,0.0,23.8% Modal (Beli ±17 Lot),BIG_ACCUMULATION,15000,5354.11,0.03228,0.4724
JSMR,Infrastruktur & Konstruksi,3010,3.0,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,27,30,50,20,0,36.8,25.6,20.5,DN,86,-87.6,BELOW,CONTINUATION,NONE,BEARISH,15.5,2960,3290,2913,3171,3292,3413,3.2,5.3,1.66,1030,3100300,100000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, AD_FALLING",-503054.33380020293,-0.057485196635608846,-11577807.431077689,NO,3561128,10718995280.0,0.22,1582723973,7257871199,False,-1.8,3231963,1025209455,3085880459550.0,553953390,0.35,0.22,RETAIL_DOMINANT,1582723973,reported,7257871199,21846191767552,0.0,NEUTRAL,0,65.0,ULTRA BUY,-0.68,0.87,36.78,-63.924,NEUTRAL,0.0,23.8% Modal (Beli ±7 Lot),BIG_ACCUMULATION,15000,3170.84,0.015534,0.5221
ACES,Consumer & Retail,374,11.0,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader*** | News_BULLISH***,27,15,50,50,30,47.8,17.7,40.7,UP,82,-5.0,BELOW,CONTINUATION,NONE,BEARISH,12.9,358,396,357,402,422,443,4.5,7.5,1.67,5882,2199868,100000,RANGING,Bear,Bear,DISTRIBUTION,60,"CMF_NEGATIVE, AD_FALLING",3524914.833367374,-0.11250260745418672,-61539218.5714286,NO,15439335,5774311290.0,0.22,6861926766,17120389700,False,-1.8,42539493,4444813063,1662360085562.0,2401674368,0.35,0.22,RETAIL_DOMINANT,6861926766,reported,17120389700,6403026059264,0.5,POSITIVE,10,65.0,ULTRA BUY,-0.68,0.87,50.9,1.61,NEUTRAL,0.0,23.8% Modal (Beli ±63 Lot),BIG_ACCUMULATION,15000,3931.21,0.025046,0.4028
CTRA,Properti & Real Estate,695,8.0,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | News_BULLISH***,27,15,50,50,30,45.2,16.0,26.7,DN,86,-76.5,BELOW,CONTINUATION,NONE,BEARISH,14.4,675,760,667,742,777,812,4.0,6.8,1.7,3571,2481845,100000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-266167.35987097584,-0.1294247711576229,-25365777.142857134,NO,19435093,13507389635.0,0.22,8637819346,18535695255,False,-1.8,12306440,5595147482,3888627499990.0,3023236771,0.35,0.22,RETAIL_DOMINANT,8637819346,reported,18535695255,12882307710976,0.35,POSITIVE,10,65.0,ULTRA BUY,-0.68,0.87,41.91,-10.693,NEUTRAL,0.0,23.8% Modal (Beli ±34 Lot),BIG_ACCUMULATION,15000,3918.21,0.021407,0.5451
PWON,Properti & Real Estate,316,4.0,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,27,30,50,20,0,35.5,26.8,17.4,DN,100,-86.4,BELOW,CONTINUATION,BULLISH_DIV,BEARISH,17.5,312,352,305,334,347,361,3.5,5.7,1.63,9090,2872440,100000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-5775483.191153944,-0.31141140410589996,-213032240.95238066,NO,33050610,10443992760.0,0.22,14689160328,48159602400,False,-1.8,36559146,9514903604,3006709538864.0,5141206114,0.35,0.22,RETAIL_DOMINANT,14689160328,reported,48159602400,15218433327104,0.0,NEUTRAL,0,65.0,ULTRA BUY,-0.68,0.87,30.61,-7.852,NEUTRAL,0.0,23.8% Modal (Beli ±75 Lot),BIG_ACCUMULATION,15000,3547.32,0.01489,0.6946
JPFA,Consumer & Retail,2440,8.0,TUNGGU,E,Macro_Defensive- | PER_Murah* | RS_Strong* | Pullback_EMA21** | EMA+HMA** | Broksum_ACCUM***,26,20,25,50,15,51.2,12.9,67.2,DN,83,-9.0,ABOVE,CONTINUATION,NONE,BULLISH,14.3,2220,2580,2313,2652,2811,2970,5.2,8.7,1.67,787,1920280,100000,TRENDING,Bull,Bull,ACCUMULATION,40,"AD_RISING, VWAP_ABOVE_DELTA_POS, VPT_FALLING",-320849.6296959771,0.08921286968265679,16742214.059875414,NO,35591832,86844070080.0,0.7,5084547494,8716079901,False,0.8,13152603,3269364040,7977248257600.0,1779591622,1.09,0.7,RETAIL_DOMINANT,5084547494,reported,8716079901,28371513769984,0.0,NEUTRAL,0,65.0,ULTRA BUY,-0.68,0.87,56.69,23.656,NEUTRAL,0.0,23.8% Modal (Beli ±9 Lot),BIG_ACCUMULATION,15000,4245.49,0.032446,0.3096
ADHI,Infrastruktur & Konstruksi,197,12.2,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,26,15,40,50,30,48.8,31.9,27.7,UP,100,21.4,BELOW,CONTINUATION,NONE,BEARISH,22.1,181,216,184,219,235,252,6.6,11.2,1.7,7692,1515324,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",28070597.50747002,-0.44253167958703515,-176010505.39682543,NO,8232667,1621835399.0,0.27,2993697330,8407608979,False,-0.8,14548026,1937670598,381721107806.0,1047794065,0.42,0.27,RETAIL_DOMINANT,2993697330,reported,8407608979,1656298930176,0.41,POSITIVE,6,75.0,ULTRA BUY,-0.68,0.87,50.84,1.677,NEUTRAL,0.0,25.0% Modal (Beli ±126 Lot),BIG_ACCUMULATION,15000,4878.47,0.044842,0.2436
TBLA,Agrikultur,700,8.0,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | News_BULLISH***,25,15,50,50,15,42.6,20.2,10.0,DN,100,-171.9,BELOW,CONTINUATION,NONE,BEARISH,10.0,700,770,674,744,777,810,3.7,6.3,1.7,3846,2692200,100000,TRENDING,Bull,Bull,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",34304.919180083176,-0.27427309454722365,-21917043.333333336,NO,6665658,4665960600.0,0.27,2423875909,6004151372,False,-0.8,3615520,1568853683,1098197578100.0,848356568,0.42,0.27,RETAIL_DOMINANT,2423875909,reported,6004151372,4202905993216,0.23,POSITIVE,10,65.0,ULTRA BUY,-0.68,0.87,42.58,4.997,NEUTRAL,0.0,23.8% Modal (Beli ±33 Lot),BIG_ACCUMULATION,15000,4257.96,0.018802,0.4279
RALS,Consumer & Retail,456,12.5,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader*** | Pullback_EMA21**,25,15,50,50,15,53.8,15.8,66.7,UP,100,115.5,ABOVE,CONTINUATION,NONE,BULLISH,5.3,440,460,443,478,494,511,2.9,4.8,1.66,7692,3507552,100000,RANGING,Bull,Bull,ACCUMULATION,60,"VOL_SPIKE_STABLE, VPT_RISING, CMF_NEGATIVE, AD_FALLING",70430.83947691275,-0.11446117292986036,-17437511.42857143,YES,11558672,5270754432.0,0.8,1444834039,5931263500,False,1.8,6534466,927583454,422978055024.0,505691913,1.25,0.8,RETAIL_DOMINANT,1444834039,reported,5931263500,2704656039936,0.0,NEUTRAL,0,65.0,ULTRA BUY,-0.68,0.87,56.78,-0.044,NEUTRAL,0.0,23.8% Modal (Beli ±52 Lot),BIG_ACCUMULATION,15000,5379.45,0.012798,0.4229
BJTM,Perbankan,590,14.0,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader*** | Pullback_EMA21**,25,15,50,50,15,53.8,15.3,57.1,UP,95,30.8,BELOW,CONTINUATION,NONE,BULLISH,5.4,575,605,575,614,632,651,2.5,4.1,1.64,6666,3932940,100000,RANGING,Bull,Bull,ACCUMULATION,80,"VOL_SPIKE_STABLE, VPT_RISING, VWAP_BELOW_DELTA_NEG",196506.30804226853,0.14523705242991933,34436733.33333334,YES,6933037,4090491830.0,0.9,770337525,3081350100,True,3.2,10790623,493786355,291333949450.0,269618133,1.4,0.9,RETAIL_DOMINANT,770337525,proxy,3081350100,8859143897088,0.0,NEUTRAL,0,80.0,ULTRA BUY,-0.68,0.87,57.52,5.354,NEUTRAL,0.0,25.0% Modal (Beli ±42 Lot),BIG_ACCUMULATION,15000,5113.92,0.011954,0.4829
ADES,Consumer & Retail,22475,9.0,TUNGGU,E,Macro_Defensive- | RS_Strong* | Alpha_Leader*** | EMA* | Broksum_ACCUM***,25,20,15,50,15,76.6,66.1,79.9,UP,100,112.2,ABOVE,CONTINUATION,NONE,BULLISH,51.3,16400,23300,20688,24857,26644,28431,8.0,10.6,1.32,55,1236125,100000,HIGH_VOLATILITY,Bull,Bull,ACCUMULATION,80,"VPT_RISING, CMF_POSITIVE",49924.88717634167,0.2334111072816698,333614.02467256837,NO,458916,10314137100.0,0.9,50990679,589896800,False,3.2,60763,32685026,734595959350.0,17846737,1.4,0.9,RETAIL_DOMINANT,50990679,reported,589896800,13257931751424,0.0,NEUTRAL,0,75.0,ULTRA BUY,-0.68,0.87,80.4,1677.117,NEUTRAL,0.0,25.0% Modal (Beli ±1 Lot),BIG_ACCUMULATION,15000,7661.03,0.037138,0.0544
BNGA,Perbankan,1660,6.5,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Murah | RS_Strong* | Broksum_ACCUM***,24,15,50,50,0,45.9,13.5,13.9,DN,100,-100.8,BELOW,CONTINUATION,NONE,BEARISH,5.3,1655,1734,1625,1718,1761,1805,2.1,3.5,1.67,2857,4742620,100000,RANGING,Bull,Bull,NEUTRAL,50,"AD_RISING, VPT_FALLING",-77328.834861801,0.03791326011788248,1502279.9567097183,NO,359531,596821460.0,0.5,71906245,25285369776,False,0.0,6056313,46379529,76990018140.0,25167185,0.78,0.5,RETAIL_DOMINANT,71906245,reported,25285369776,41973712945152,0.0,NEUTRAL,0,65.0,ULTRA BUY,-0.68,0.87,45.95,4.837,NEUTRAL,0.0,23.8% Modal (Beli ±14 Lot),BIG_ACCUMULATION,15000,4594.56,0.010794,0.6038
SRTG,Konglomerat & Investasi,1710,6.5,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Broksum_ACCUM***,24,15,50,50,0,43.4,14.0,32.7,DN,100,-186.0,BELOW,CONTINUATION,NONE,BEARISH,9.5,1690,1840,1621,1858,1969,2080,5.2,8.7,1.67,1123,1920330,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-79290.88454634883,-0.10090743811201874,-27628131.315000784,NO,6531663,11169143730.0,0.27,2375150209,13549832900,False,-0.8,8342733,1537315973,2628810313830.0,831302573,0.42,0.27,RETAIL_DOMINANT,2375150209,reported,13549832900,23170214002688,0.0,NEUTRAL,0,65.0,ULTRA BUY,-0.68,0.87,41.91,3.88,NEUTRAL,0.0,23.8% Modal (Beli ±13 Lot),BIG_ACCUMULATION,15000,4335.99,0.018618,0.4609
ERAA,Consumer & Retail,396,6.5,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Murah | RS_Strong* | Broksum_ACCUM***,24,15,50,50,0,44.5,12.3,0.0,DN,80,-141.4,BELOW,CONTINUATION,NONE,BEARISH,5.7,396,416,382,419,436,453,3.5,5.8,1.66,7142,2828232,100000,RANGING,Bear,Bear,NEUTRAL,50,"AD_RISING, VPT_FALLING",-566937.2919936087,0.049886725977374695,23889561.90476215,NO,33911717,13429039932.0,0.5,6782343503,15642296878,False,0.0,48295903,4374611560,1732346177760.0,2373820226,0.78,0.5,RETAIL_DOMINANT,6782343503,reported,15642296878,6194349998080,0.0,NEUTRAL,0,65.0,ULTRA BUY,-0.68,0.87,46.11,3.795,NEUTRAL,0.0,23.8% Modal (Beli ±59 Lot),BIG_ACCUMULATION,15000,3584.27,0.012067,0.6485
NISP,Perbankan,1335,9.5,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader*** | Broksum_ACCUM***,24,15,50,50,0,44.1,24.2,10.3,UP,100,-28.8,BELOW,CONTINUATION,NONE,BEARISH,7.8,1310,1410,1292,1407,1461,1515,3.2,5.4,1.69,2325,3103875,100000,RANGING,Bear,Bull,DISTRIBUTION,40,"AD_FALLING, VWAP_BELOW_DELTA_NEG",491812.16005524923,-0.3030950830896974,-40267810.9411763,NO,9400573,12549764955.0,0.27,3418390343,22945296972,False,-0.8,6920236,2212553150,2953758455250.0,1196436620,0.42,0.27,RETAIL_DOMINANT,3418390343,reported,22945296972,30631970996224,0.0,NEUTRAL,0,65.0,ULTRA BUY,-0.68,0.87,45.05,-13.19,NEUTRAL,0.0,23.8% Modal (Beli ±17 Lot),BIG_ACCUMULATION,15000,4406.97,0.016581,0.3206
KIJA,Properti & Real Estate,174,4.5,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Broksum_ACCUM***,24,15,50,50,0,39.1,17.5,6.1,DN,100,-145.6,BELOW,CONTINUATION,NONE,BEARISH,13.5,174,202,164,191,203,216,5.7,9.8,1.72,10000,1740000,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",23297212.08565259,-0.15859868574378183,-528597299.46633863,NO,1957657,340632318.0,0.27,711875524,711956815,False,-0.8,111395480,460761434,80172489516.0,249156433,0.42,0.27,RETAIL_DOMINANT,711875524,reported,711956815,3618648358912,0.0,NEUTRAL,0,55.0,BUY,-0.68,0.87,39.93,-2.508,NEUTRAL,0.0,16.3% Modal (Beli ±93 Lot),BIG_ACCUMULATION,15000,3908.15,0.02467,0.5598
SILO,Kesehatan,2250,3.2,TUNGGU,E,Macro_Defensive- | News_BULLISH*** | Broksum_ACCUM***,24,35,0,0,30,21.6,35.5,0.0,DN,100,-184.9,BELOW,NONE,NONE,BEARISH,15.9,2250,2660,2153,2412,2534,2655,4.3,7.2,1.67,1030,2317500,100000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-217479.7670487638,-0.46402024542177056,-4862881.557302345,NO,2843581,6398057250.0,0.22,1263813989,12987503744,False,-1.8,583856,818635512,1841929902000.0,442334896,0.35,0.22,RETAIL_DOMINANT,1263813989,reported,12987503744,29221883740160,0.25,POSITIVE,10,65.0,ULTRA BUY,-0.68,0.87,29.11,-77.225,NEUTRAL,0.0,23.8% Modal (Beli ±10 Lot),BIG_ACCUMULATION,15000,2158.06,0.019671,0.0775
BSDE,Properti & Real Estate,760,5.5,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Broksum_ACCUM***,24,15,50,50,0,44.1,21.6,28.6,DN,100,-113.9,BELOW,CONTINUATION,NONE,BEARISH,10.6,745,825,727,815,855,896,4.3,7.2,1.67,3030,2302800,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"AD_RISING, VPT_FALLING, VWAP_BELOW_DELTA_NEG",-318674.40858392324,0.09565208178913008,11618784.329004347,NO,11091732,8429716320.0,0.27,4033357381,20913395112,False,-0.8,8908803,2610590566,1984048830160.0,1411675083,0.42,0.27,RETAIL_DOMINANT,4033357381,reported,20913395112,15894180790272,0.0,NEUTRAL,0,65.0,ULTRA BUY,-0.68,0.87,44.14,-4.799,NEUTRAL,0.0,23.8% Modal (Beli ±31 Lot),BIG_ACCUMULATION,15000,4413.59,0.029078,0.5941
JKON,Infrastruktur & Konstruksi,75,8.2,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,24,15,50,50,0,47.2,34.9,10.0,DN,100,-33.8,BELOW,CONTINUATION,NONE,BEARISH,7.8,74,79,71,82,88,93,5.3,9.3,1.75,25000,1875000,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",6231279.836039394,-0.27589922499164277,-125383699.52380937,NO,17400742,1305055650.0,0.27,6327542620,16308519860,False,-0.8,16720303,4095501961,307162647075.0,2214639917,0.42,0.27,RETAIL_DOMINANT,6327542620,reported,16308519860,1223139000320,0.0,NEUTRAL,0,75.0,ULTRA BUY,-0.68,0.87,47.23,0.597,NEUTRAL,0.0,25.0% Modal (Beli ±333 Lot),BIG_ACCUMULATION,15000,4723.38,0.020103,0.5868
PEHA,Consumer & Retail,328,13.0,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader*** | EMA*,24,15,50,50,0,55.1,25.4,24.1,UP,100,200.4,BELOW,CONTINUATION,NONE,BEARISH,30.2,294,384,284,386,430,474,13.4,17.7,1.32,2272,745216,100000,HIGH_VOLATILITY,Bull,Bull,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",3110706.461778461,-0.29292959120249884,-15684663.593073592,YES,756987,248291736.0,0.27,275268000,840000000,False,-0.8,2026526,178167213,58438845864.0,96343800,0.42,0.27,RETAIL_DOMINANT,275268000,reported,840000000,275519995904,0.0,NEUTRAL,0,70.0,ULTRA BUY,-0.68,0.87,79.52,12.284,NEUTRAL,0.0,25.0% Modal (Beli ±76 Lot),BIG_ACCUMULATION,15000,5512.3,0.068836,-0.1197
ASSA,Transportasi & Logistik,770,4.2,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,23,35,25,0,0,30.8,38.9,19.4,DN,98,-107.5,BELOW,NONE,BULLISH_DIV,BEARISH,23.9,770,915,725,845,901,957,5.8,9.7,1.67,2222,1710940,100000,TRENDING,Bear,Bear,DISTRIBUTION,80,"VOL_SPIKE_DOWN, VPT_FALLING",-1102913.8154590516,0.022127097490836804,-3508734.5238095224,YES,1740832,1340440640.0,0.17,994761561,3691137517,False,-3.2,8538356,644854183,496537720910.0,348166546,0.27,0.17,RETAIL_DOMINANT,994761561,reported,3691137517,2842175995904,0.0,NEUTRAL,0,80.0,ULTRA BUY,-0.68,0.87,33.0,-41.859,NEUTRAL,0.0,25.0% Modal (Beli ±32 Lot),BIG_ACCUMULATION,15000,3046.99,0.01803,0.5314
DUTI,Properti & Real Estate,4100,3.5,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PBV_Murah | RS_Strong* | Broksum_ACCUM***,23,15,40,50,0,46.5,16.4,25.8,DN,100,-64.3,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,9.4,3920,4330,3968,4320,4486,4651,3.2,5.4,1.69,757,3103700,100000,RANGING,Bear,Bull,DISTRIBUTION,60,"CMF_NEGATIVE, AD_FALLING",250.50033603604606,-0.16078609221466353,-11597.777777777766,NO,24600,100860000.0,0.22,10933500,1850000000,False,-1.8,2983,7082176,29036921600.0,3826724,0.35,0.22,RETAIL_DOMINANT,10933500,reported,1850000000,7584999800832,0.0,NEUTRAL,0,65.0,ULTRA BUY,-0.68,0.87,46.46,10.231,NEUTRAL,0.0,23.8% Modal (Beli ±5 Lot),BIG_ACCUMULATION,15000,4646.46,0.026299,-0.2456
MTDL,Teknologi & Telco,575,5.5,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Broksum_ACCUM***,23,15,25,50,15,49.2,19.1,40.0,DN,99,-36.0,BELOW,CONTINUATION,NONE,BEARISH,9.6,560,605,551,615,645,675,4.2,7.0,1.67,4166,2395450,100000,RANGING,Bear,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING, VWAP_BELOW_DELTA_NEG",162320.34709576977,0.21371097139228998,9442032.857142858,NO,38078353,21895052975.0,0.7,5439764791,12276884585,False,0.8,1815330,3497768762,2011217038150.0,1903917676,1.09,0.7,RETAIL_DOMINANT,5439764791,reported,12276884585,7059208667136,0.0,NEUTRAL,0,65.0,ULTRA BUY,-0.68,0.87,53.88,-1.156,NEUTRAL,0.0,23.8% Modal (Beli ±41 Lot),BIG_ACCUMULATION,15000,4884.83,0.016796,0.341
MAPA,Consumer & Retail,650,8.5,TUNGGU,E,Macro_Defensive- | PER_Murah* | RS_Strong* | Pullback_EMA21** | Broksum_ACCUM***,23,15,25,50,15,52.5,15.5,62.5,UP,100,31.4,ABOVE,CONTINUATION,NONE,BEARISH,11.7,610,675,615,708,751,795,5.4,8.9,1.65,2857,1857050,100000,RANGING,Bear,Bear,ACCUMULATION,90,"VOL_SPIKE_STABLE, VPT_RISING",2966717.195432294,0.12025171166322049,64529745.23809523,YES,83123792,54030464800.0,0.95,8749872880,28504000000,False,4.5,31215386,5604293580,3642790827000.0,3062455508,1.48,0.95,RETAIL_DOMINANT,8749872880,reported,28504000000,18527599722496,0.0,NEUTRAL,0,80.0,ULTRA BUY,-0.68,0.87,52.51,-4.805,NEUTRAL,0.0,25.0% Modal (Beli ±38 Lot),BIG_ACCUMULATION,15000,5251.36,0.023998,0.3774
BBCA,Perbankan,6125,4.5,TUNGGU,E,Macro_Defensive- | PER_Murah* | Broksum_ACCUM***,23,30,15,20,0,43.7,24.6,43.3,UP,93,-38.1,ABOVE,CONTINUATION,NONE,BEARISH,16.8,5850,6750,5914,6477,6741,7004,3.4,5.7,1.68,473,2897125,100000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-28950750.43631383,-0.42429409000984225,-1435357920.3113554,NO,108542727,664824202875.0,0.22,48241212060,122876240600,False,-1.8,158715733,31248245113,191395501317125.0,16884424220,0.35,0.22,RETAIL_DOMINANT,48241212060,reported,122876240600,752616984281088,0.0,NEUTRAL,0,65.0,ULTRA BUY,-0.68,0.87,44.6,-142.052,NEUTRAL,0.0,23.8% Modal (Beli ±3 Lot),BIG_ACCUMULATION,15000,4063.24,0.020742,0.6219
GTRA,Pantauan Khusus (High Volatility),226,4.0,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,23,30,15,20,0,32.0,22.9,14.3,DN,100,-216.4,BELOW,CONTINUATION,NONE,BEARISH,18.7,226,276,204,262,289,316,9.7,15.9,1.64,4545,1027170,100000,RANGING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",171458.91221773252,0.0015442704255099564,-851021.0701484904,NO,1894375,428128750.0,0.5,378875000,1894375000,False,0.0,875210,244374376,55228608976.0,132606249,0.78,0.5,RETAIL_DOMINANT,378875000,reported,1894375000,428128763904,0.0,NEUTRAL,0,55.0,BUY,-0.68,0.87,36.56,-2.518,NEUTRAL,0.0,16.3% Modal (Beli ±71 Lot),BIG_ACCUMULATION,15000,3199.09,0.026834,0.4392
PPRO,Properti & Real Estate,20,3.7,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | Broksum_ACCUM***,22,35,15,0,0,34.2,38.9,14.3,DN,100,-80.1,BELOW,CONTINUATION,NONE,BEARISH,44.1,19,26,19,22,24,26,5.0,10.0,2.0,100000,2000000,100000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-17115163.220593292,-0.15903596080080257,-185481600.0,NO,48627875,972557500.0,0.22,21612388941,61675671883,False,-1.8,52613810,13999424937,279988498740.0,7564336129,0.35,0.22,RETAIL_DOMINANT,21612388941,reported,61675671883,1233513480192,0.0,NEUTRAL,0,65.0,ULTRA BUY,-0.68,0.87,34.17,-2.252,NEUTRAL,0.0,23.8% Modal (Beli ±1187 Lot),BIG_ACCUMULATION,15000,3416.6,0.036618,0.4907
BSIM,Perbankan,845,0.5,TUNGGU,E,Macro_Defensive- | Broksum_ACCUM***,22,30,0,20,0,37.0,15.0,0.0,DN,100,-162.3,BELOW,NONE,NONE,BEARISH,9.2,845,915,794,929,993,1056,6.0,9.9,1.65,1960,1656200,100000,RANGING,Bear,Bear,DISTRIBUTION,80,"VOL_SPIKE_DOWN, VPT_FALLING",-5603.328076033387,-0.5214276474046741,-405914.30014430033,YES,13806144,11666191680.0,0.17,7889225224,19716162403,False,-3.2,36640,5114190252,4321490762940.0,2761228828,0.27,0.17,RETAIL_DOMINANT,7889225224,reported,19716162403,16660156121088,0.0,NEUTRAL,0,70.0,ULTRA BUY,-0.68,0.87,38.11,-17.029,NEUTRAL,0.0,25.0% Modal (Beli ±29 Lot),BIG_ACCUMULATION,15000,3700.09,0.01233,0.5114
WIDI,Pantauan Khusus (High Volatility),30,6.5,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Murah | RS_Strong* | Broksum_ACCUM***,22,15,15,50,15,38.3,17.6,25.0,DN,100,-164.0,BELOW,CONTINUATION,NONE,BEARISH,20.4,30,36,27,34,38,41,10.0,13.3,1.33,33333,999990,100000,RANGING,Bear,Bear,ACCUMULATION,40,"VPT_RISING, AD_RISING",2554308.4011331783,0.142382566912161,34151000.0,NO,4694460,140833800.0,0.7,670637280,1600031683,False,0.8,7296980,431219772,12936593160.0,234723048,1.09,0.7,RETAIL_DOMINANT,670637280,reported,1600031683,48000950272,0.0,NEUTRAL,0,50.0,BUY,-0.68,0.87,38.3,-0.263,NEUTRAL,0.0,12.5% Modal (Beli ±416 Lot),BIG_ACCUMULATION,15000,3830.44,0.033291,0.2242
