Ticker,Sektor,Harga,Skor,Sinyal,Strength,Konfirmasi,Confidence%,Tech_Score,Fund_Score,RS_Score,Sent_Score,RSI,ADX,Stoch,MACD,Volume,CCI,VWAP_Signal,Pattern,Divergence,Ichimoku,BB_Width%,Support,Resistance,Stop_Loss,Target_1,Target_2,Target_3,Risk%,Reward%,RRR,Position_Shares,Position_IDR,Risk_Amount,Regime,Weekly_Trend,Monthly_Trend,MM_Activity,MM_Confidence,MM_Signals,VPT_Trend,CMF_Signal,AD_Trend,Volume_Spike,MM_Shares,MM_Value_IDR,MM_Float_Pct,MM_Float_Shares,MM_Shares_Outstanding,MM_Float_Estimated,MM_Intensity,MM_Volume_Base,Retail_Shares,Retail_Value_IDR,Institutional_Shares,MM_vs_Retail_Ratio,MM_vs_Float_Ratio,Dominance,Float_Shares,Float_Source,Shares_Outstanding,Market_Cap_IDR,Sentiment_Score,Sentiment_Label,News_Count,AI_Win_Prob%,AI_Verdict,IHSG_Change,USD_Change,RSI_1d,MACD_1d,Foreign_Status,Net_Foreign_5d,Saran_Lot,Broksum_Status,Broksum_Net_Vol,RSI_Vol_Interaction,Rolling_Vol_20,Sector_Corr
BIRD,Transportasi & Logistik,1555,5.7,PANTAU,D,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Broksum_ACCUM***,36,35,50,50,0,36.6,37.5,24.2,DN,100,-96.2,BELOW,CONTINUATION,NONE,BEARISH,10.9,1545,1665,1516,1620,1669,1718,2.5,4.2,1.68,2564,3987020,100000,RANGING,Bear,Bear,DISTRIBUTION,80,"VPT_FALLING, CMF_NEGATIVE",-622093.2072584275,-0.2287461653584868,-9304854.603174604,NO,1091910,1697920050.0,0.17,623948677,2502100000,False,-3.2,1586273,404474731,628958206705.0,218382036,0.27,0.17,RETAIL_DOMINANT,623948677,reported,2502100000,3890765365248,-0.02,NEUTRAL,10,80.0,ULTRA BUY,-0.68,0.87,39.2,-25.945,NEUTRAL,0.0,25.0% Modal (Beli ±16 Lot),BIG_ACCUMULATION,15000,3663.18,0.016717,0.2891
LSIP,Agrikultur,1530,7.7,PANTAU,D,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Broksum_ACCUM***,36,35,50,50,0,46.5,38.3,15.2,DN,100,-124.4,BELOW,CONTINUATION,NONE,BEARISH,20.0,1480,1785,1440,1680,1793,1905,5.9,9.8,1.66,1111,1699830,100000,TRENDING,Bull,Bull,DISTRIBUTION,40,"AD_RISING, VPT_FALLING, VWAP_BELOW_DELTA_NEG",-203942.07918212796,0.04133569776545887,12039318.379084967,NO,7572853,11586465090.0,0.27,2753765050,6819963965,False,-0.8,19324860,1782374430,2727032877900.0,963817767,0.42,0.27,RETAIL_DOMINANT,2753765050,reported,6819963965,10434544402432,0.0,NEUTRAL,0,75.0,ULTRA BUY,-0.68,0.87,46.5,28.527,NEUTRAL,0.0,25.0% Modal (Beli ±16 Lot),BIG_ACCUMULATION,15000,4649.81,0.034401,0.1978
DMAS,Properti & Real Estate,152,11.5,PANTAU,D,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,35,35,25,50,15,71.9,44.9,72.0,UP,100,117.7,ABOVE,BREAKOUT,NONE,BULLISH,18.2,135,154,145,161,168,175,4.6,5.9,1.28,14285,2171320,100000,HIGH_VOLATILITY,Bull,Bull,ACCUMULATION,60,"VPT_RISING, AD_RISING",36220744.686773546,0.07598007319005169,146156269.26406914,YES,67967048,10330991296.0,0.8,8495881044,48198111100,False,1.8,86052310,5454355631,829062055912.0,2973558365,1.25,0.8,RETAIL_DOMINANT,8495881044,reported,48198111100,7326112677888,0.0,NEUTRAL,0,60.0,ULTRA BUY,-0.68,0.87,69.48,4.387,NEUTRAL,0.0,20.0% Modal (Beli ±131 Lot),BIG_ACCUMULATION,15000,7185.4,0.015653,0.1953
MAPI,Consumer & Retail,1495,9.5,PANTAU,D,Macro_Defensive- | Overbought- | PER_Murah* | RS_Strong* | Alpha_Leader*** | EMA+HMA**,35,35,25,50,15,66.2,21.7,91.8,UP,99,262.6,ABOVE,CONTINUATION,NONE,BULLISH,24.1,1215,1505,1421,1619,1712,1805,4.9,8.3,1.69,1351,2019745,100000,RANGING,Bull,Bull,ACCUMULATION,80,"VPT_RISING, CMF_POSITIVE",19149229.230606847,0.308437045725856,187258815.57997558,YES,73206000,109442970000.0,0.9,8134000000,16600000000,False,3.2,31340750,5213894000,7794771530000.0,2846900000,1.4,0.9,RETAIL_DOMINANT,8134000000,reported,16600000000,24817000513536,0.0,NEUTRAL,0,70.0,ULTRA BUY,-0.68,0.87,67.24,36.836,NEUTRAL,0.0,25.0% Modal (Beli ±16 Lot),BIG_ACCUMULATION,15000,6564.5,0.042671,0.194
BBNI,Perbankan,3910,12.5,PANTAU,D,Macro_Defensive- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader*** | Pullback_EMA21**,34,30,50,50,15,54.3,16.0,74.2,UP,76,71.4,ABOVE,REVERSAL,NONE,BULLISH,9.0,3670,3980,3776,4134,4301,4469,3.4,5.7,1.68,746,2916860,100000,RANGING,Bull,Bull,ACCUMULATION,60,"VPT_RISING, AD_RISING",1744864.7607082194,0.0014583884363874155,16054854.612332106,NO,118656179,463945659890.0,0.8,14832022427,578683733,False,1.8,52736476,9522158399,37231639340090.0,5191207849,1.25,0.8,RETAIL_DOMINANT,14832022427,reported,578683733,145674083500032,0.0,NEUTRAL,0,65.0,ULTRA BUY,-0.68,0.87,49.99,11.285,NEUTRAL,0.0,23.8% Modal (Beli ±6 Lot),BIG_ACCUMULATION,15000,4165.12,0.021084,0.5248
INTP,Industri Dasar & Logam,5200,7.5,PANTAU,D,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Broksum_ACCUM***,33,30,50,50,0,45.3,17.5,22.7,UP,81,-49.0,BELOW,CONTINUATION,NONE,BEARISH,10.5,5075,5575,4998,5536,5788,6040,3.9,6.5,1.67,495,2574000,100000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-33359.108179956966,-0.14594765307623053,-1548515.6709956676,NO,2065052,10738270400.0,0.22,917800914,3283724199,False,-1.8,1259786,594505543,3091428823600.0,321230319,0.35,0.22,RETAIL_DOMINANT,917800914,reported,3283724199,17075366002688,0.0,NEUTRAL,0,65.0,ULTRA BUY,-0.68,0.87,46.27,-98.403,NEUTRAL,0.0,23.8% Modal (Beli ±4 Lot),BIG_ACCUMULATION,15000,3711.67,0.018117,0.514
GWSA,Properti & Real Estate,142,4.5,PANTAU,D,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Broksum_ACCUM***,33,30,50,50,0,38.0,21.9,16.7,DN,100,-176.2,BELOW,CONTINUATION,NONE,BEARISH,11.5,142,162,130,161,176,190,8.5,13.4,1.58,8333,1183286,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",311048.3819721304,-0.2153142037371811,-11247303.876123877,NO,4397249,624409358.0,0.27,1598999785,7800760000,False,-0.8,2006390,1034952612,146963270904.0,559649924,0.42,0.27,RETAIL_DOMINANT,1598999785,reported,7800760000,1107707953152,0.0,NEUTRAL,0,55.0,BUY,-0.68,0.87,45.81,-0.55,NEUTRAL,0.0,16.3% Modal (Beli ±114 Lot),BIG_ACCUMULATION,15000,3804.89,0.027436,0.4284
MKPI,Properti & Real Estate,21825,3.5,PANTAU,D,Macro_Defensive- | Sector_COLD- | RS_Strong* | Broksum_ACCUM***,32,35,15,50,0,37.8,74.4,61.2,DN,100,-89.8,BELOW,CONTINUATION,NONE,BULLISH,8.6,21625,23075,21110,23017,23911,24805,3.3,5.5,1.67,139,3033675,100000,RANGING,Bear,Bear,NEUTRAL,50,"AD_RISING, VPT_FALLING",-2477.907597921452,0.012959577954138053,43925.4767495885,NO,819192,17878865400.0,0.5,163838441,948194000,False,0.0,45383,105675795,2306374225875.0,57343454,0.78,0.5,RETAIL_DOMINANT,163838441,reported,948194000,20694333128704,0.0,NEUTRAL,0,65.0,ULTRA BUY,-0.68,0.87,32.75,-366.993,NEUTRAL,0.0,23.8% Modal (Beli ±1 Lot),BIG_ACCUMULATION,15000,3778.57,0.01195,-0.0328
PMUI,Pantauan Khusus (High Volatility),101,7.7,PANTAU,D,Macro_Defensive- | PER_Murah* | PBV_Murah | RS_Strong* | Broksum_ACCUM***,32,35,15,50,0,43.7,37.1,8.3,DN,100,-112.6,BELOW,CONTINUATION,NONE,BEARISH,9.2,101,109,93,115,125,135,7.9,13.9,1.76,12500,1262500,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",310906.71311794966,-0.4606737841059942,-24085931.630591627,NO,3190000,322190000.0,0.27,1160000000,5800000000,False,-0.8,4339736,750810000,75831810000.0,406000000,0.42,0.27,RETAIL_DOMINANT,1160000000,reported,5800000000,585800024064,0.0,NEUTRAL,0,75.0,ULTRA BUY,-0.68,0.87,49.29,-0.106,NEUTRAL,0.0,25.0% Modal (Beli ±247 Lot),BIG_ACCUMULATION,15000,4367.01,0.021354,0.2538
GLVA,Teknologi & Telco,352,11.5,PANTAU,D,Macro_Defensive- | Sector_COLD- | Overbought- | PER_Murah* | PBV_Murah | RS_Strong*,32,30,25,50,15,56.6,17.9,78.6,UP,100,189.9,ABOVE,CONTINUATION,NONE,BULLISH,6.0,330,352,332,385,409,433,5.7,9.4,1.65,5000,1760000,100000,RANGING,Bull,Bear,ACCUMULATION,80,"VPT_RISING, CMF_POSITIVE",13198.602790336008,0.20212199891015162,224886.6666666665,YES,5428620,1910874240.0,0.9,603180000,1500000000,False,3.2,46086,386638380,136096709760.0,211113000,1.4,0.9,RETAIL_DOMINANT,603180000,reported,1500000000,527999991808,0.0,NEUTRAL,0,80.0,ULTRA BUY,-0.68,0.87,51.96,-0.199,NEUTRAL,0.0,25.0% Modal (Beli ±71 Lot),BIG_ACCUMULATION,15000,5663.03,0.019827,0.2982
WEGE,Infrastruktur & Konstruksi,55,6.5,PANTAU,D,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Broksum_ACCUM***,32,30,40,50,0,43.8,21.7,21.4,DN,100,-151.5,BELOW,REVERSAL,NONE,BEARISH,13.4,52,60,50,63,68,74,9.1,14.5,1.59,20000,1100000,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"CMF_NEGATIVE, AD_FALLING",4391432.235846877,-0.37046805533549265,-149626402.38095242,NO,6365427,350098485.0,0.27,2314701040,9572000000,False,-0.8,14641076,1498190249,82400463695.0,810145364,0.42,0.27,RETAIL_DOMINANT,2314701040,reported,9572000000,526459994112,0.0,NEUTRAL,0,65.0,ULTRA BUY,-0.68,0.87,32.91,-1.066,NEUTRAL,0.0,23.8% Modal (Beli ±431 Lot),BIG_ACCUMULATION,15000,4384.69,0.026535,0.3233
HAIS,Transportasi & Logistik,185,4.5,PANTAU,D,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,30,35,50,20,0,31.7,41.4,5.0,DN,89,-149.3,BELOW,NONE,NONE,BEARISH,10.7,185,202,179,194,201,208,3.2,4.9,1.53,16666,3083210,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-207952.9843576746,-0.08775694803960214,-3551943.809523806,NO,1443281,267006985.0,0.27,524829800,2626250000,False,-0.8,1678293,339696089,62843776465.0,183690430,0.42,0.27,RETAIL_DOMINANT,524829800,reported,2626250000,485856247808,0.0,NEUTRAL,0,65.0,ULTRA BUY,-0.68,0.87,34.04,-3.413,NEUTRAL,0.0,23.8% Modal (Beli ±128 Lot),BIG_ACCUMULATION,15000,2843.56,0.013225,0.6009
BPTR,Transportasi & Logistik,82,5.2,PANTAU,D,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,30,35,50,20,0,46.0,38.2,15.2,DN,100,-85.5,BELOW,CONTINUATION,NONE,BEARISH,15.2,79,93,74,96,107,117,9.8,17.1,1.74,12500,1025000,100000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_RISING, VOL_SPIKE_DOWN, CMF_NEGATIVE",4376542.808184357,-0.6441324737603725,-110363287.61904761,YES,1565093,128337626.0,0.22,695597220,3534000000,False,-1.8,8306146,450573101,36946994282.0,243459026,0.35,0.22,RETAIL_DOMINANT,695597220,reported,3534000000,289788002304,0.0,NEUTRAL,0,75.0,ULTRA BUY,-0.68,0.87,47.41,0.501,NEUTRAL,0.0,25.0% Modal (Beli ±304 Lot),BIG_ACCUMULATION,15000,4595.98,0.038075,0.3778
TLKM,Teknologi & Telco,2950,4.5,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | RS_Strong* | News_BEARISH--- | Broksum_ACCUM***,29,30,15,50,0,45.9,28.8,71.4,UP,84,-14.5,ABOVE,CONTINUATION,NONE,BULLISH,14.3,2810,3120,2837,3138,3278,3419,3.8,6.4,1.68,884,2607800,100000,TRENDING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-13637980.310971692,-0.12420434695696805,-263826695.24606973,NO,106555133,314337642350.0,0.22,47357837267,99062216599,False,-1.8,96343806,30676039091,90494315318450.0,16575243043,0.35,0.22,RETAIL_DOMINANT,47357837267,reported,99062216599,292233534242816,0.0,NEUTRAL,0,75.0,ULTRA BUY,-0.68,0.87,46.77,-61.749,NEUTRAL,0.0,25.0% Modal (Beli ±8 Lot),BIG_ACCUMULATION,15000,3867.19,0.016825,0.5704
CAMP,Consumer & Retail,199,6.5,TUNGGU,E,Macro_Defensive- | PBV_Murah | RS_Strong* | Broksum_ACCUM***,29,30,15,50,0,41.9,21.7,16.7,DN,100,-48.8,BELOW,CONTINUATION,NONE,BEARISH,8.2,198,210,192,210,218,227,3.5,5.5,1.57,14285,2842715,100000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-6009.179515452357,-0.12493126717895041,-896240.6060606055,NO,1054665,209878335.0,0.22,468740250,5885000000,False,-1.8,346120,303626498,60421673102.0,164059087,0.35,0.22,RETAIL_DOMINANT,468740250,reported,5885000000,1171115081728,0.01,NEUTRAL,10,65.0,ULTRA BUY,-0.68,0.87,39.21,-1.157,NEUTRAL,0.0,23.8% Modal (Beli ±119 Lot),BIG_ACCUMULATION,15000,4191.21,0.011089,0.2918
AALI,Agrikultur,8075,10.7,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,28,20,50,50,15,54.3,40.0,34.6,DN,100,-2.4,BELOW,CONTINUATION,BEARISH_DIV,BULLISH,9.2,7749,8475,7794,8543,8894,9244,3.5,5.8,1.66,355,2866625,100000,TRENDING,Bull,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING, VWAP_BELOW_DELTA_NEG",225158.93322010367,0.08674132550756708,2807771.5079365256,NO,2737003,22101299225.0,0.7,391000435,1924688333,False,0.8,1970336,251413280,2030162236000.0,136850152,1.09,0.7,RETAIL_DOMINANT,391000435,reported,1924688333,15541858205696,0.0,NEUTRAL,0,75.0,ULTRA BUY,-0.68,0.87,58.5,208.263,NEUTRAL,0.0,25.0% Modal (Beli ±3 Lot),BIG_ACCUMULATION,15000,5426.51,0.019283,0.2249
SAME,Kesehatan,334,5.5,TUNGGU,E,Macro_Defensive- | RS_Strong* | Broksum_ACCUM***,28,30,0,50,0,45.5,22.2,3.8,UP,100,37.0,BELOW,CONTINUATION,NONE,BEARISH,6.4,332,354,316,364,386,409,5.4,9.0,1.67,5555,1855370,100000,RANGING,Bear,Bull,DISTRIBUTION,60,"VPT_RISING, VOL_SPIKE_DOWN, CMF_NEGATIVE",118233.25179607421,-0.30950558320145916,-6307203.333333328,YES,5895021,1968937014.0,0.22,2620009512,17164632545,False,-1.8,913256,1697111162,566835128108.0,917003329,0.35,0.22,RETAIL_DOMINANT,2620009512,reported,17164632545,5732987043840,0.0,NEUTRAL,0,65.0,ULTRA BUY,-0.68,0.87,60.18,1.496,NEUTRAL,0.0,23.8% Modal (Beli ±71 Lot),BIG_ACCUMULATION,15000,4551.94,0.019093,0.2488
ADMR,Energi & Tambang,1825,4.0,HINDARI,RISK,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | RS_Strong* | Broksum_ACCUM***,28,30,-5,50,0,47.4,10.4,40.0,DN,100,-76.0,BELOW,REVERSAL,NONE,BEARISH,7.4,1785,1910,1728,1987,2108,2229,5.3,8.9,1.68,1030,1879750,100000,RANGING,Bull,Bull,NEUTRAL,50,AD_FALLING,2077773.201637432,-0.11593259338141121,-141190848.06674123,NO,30629042,55898001650.0,0.5,6125808552,40882331500,False,0.0,54158260,3951146517,7210842393525.0,2144032993,0.78,0.5,RETAIL_DOMINANT,6125808552,reported,40882331500,74610259263488,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-0.68,0.87,42.29,-4.608,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,4736.59,0.01815,0.4173
