Ticker,Sektor,Harga,Skor,Sinyal,Strength,Konfirmasi,Confidence%,Tech_Score,Fund_Score,RS_Score,Sent_Score,RSI,ADX,Stoch,MACD,Volume,CCI,VWAP_Signal,Pattern,Divergence,Ichimoku,BB_Width%,Support,Resistance,Stop_Loss,Target_1,Target_2,Target_3,Risk%,Reward%,RRR,Position_Shares,Position_IDR,Risk_Amount,Regime,Weekly_Trend,Monthly_Trend,MM_Activity,MM_Confidence,MM_Signals,VPT_Trend,CMF_Signal,AD_Trend,Volume_Spike,MM_Shares,MM_Value_IDR,MM_Float_Pct,MM_Float_Shares,MM_Shares_Outstanding,MM_Float_Estimated,MM_Intensity,MM_Volume_Base,Retail_Shares,Retail_Value_IDR,Institutional_Shares,MM_vs_Retail_Ratio,MM_vs_Float_Ratio,Dominance,Float_Shares,Float_Source,Shares_Outstanding,Market_Cap_IDR,Sentiment_Score,Sentiment_Label,News_Count,AI_Win_Prob%,AI_Verdict,IHSG_Change,USD_Change,RSI_1d,MACD_1d,Foreign_Status,Net_Foreign_5d,Saran_Lot,Broksum_Status,Broksum_Net_Vol,RSI_Vol_Interaction,Rolling_Vol_20,Sector_Corr
BBTN,Perbankan,1370,13.0,TUNGGU,E,Macro_Defensive- | Sector_HOT** | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,21,0,50,75,15,52.4,18.0,34.1,DN,100,44.4,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,14.5,1275,1490,1309,1471,1547,1623,4.5,7.4,1.64,1639,2245430,100000,RANGING,Bull,Bull,ACCUMULATION,40,"CMF_POSITIVE, AD_RISING",9527775.940618396,0.18942786330294217,147513747.04409972,NO,35595701,48766110370.0,0.7,5085100244,14034444412,False,0.8,28769293,3269719458,4479515657460.0,1779785085,1.09,0.7,RETAIL_DOMINANT,5085100244,reported,14034444412,19227188658176,0.0,NEUTRAL,0,56.18,BUY,-2.86,0.42,59.4,22.928,NEUTRAL,0.0,17.1% Modal (Beli ±12 Lot),BIG_ACCUMULATION,15000,5235.21,0.032327,0.4737
VIVA,Konglomerat & Investasi,45,8.0,TUNGGU,E,Macro_Defensive- | PER_Murah* | RS_Strong* | Alpha_Leader*** | News_BULLISH*** | Broksum_ACCUM***,21,15,25,50,0,48.3,22.6,16.7,DN,100,-18.6,BELOW,CONTINUATION,BEARISH_DIV,BEARISH,62.7,35,59,41,51,56,61,8.9,13.3,1.49,25000,1125000,100000,TRENDING,Bull,Bull,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-4844242.0649541505,-0.17688209426483287,-272332100.0,NO,19957412,898083540.0,0.22,8869961035,15429450400,False,-1.8,43153320,5745517261,258548276745.0,3104486362,0.35,0.22,RETAIL_DOMINANT,8869961035,reported,15429450400,740892147712,0.61,POSITIVE,1,60.28,ULTRA BUY,-2.86,0.42,55.79,3.911,NEUTRAL,0.0,20.2% Modal (Beli ±449 Lot),BIG_ACCUMULATION,15000,4828.97,0.070557,0.3631
BBNI,Perbankan,3860,14.0,TUNGGU,E,Macro_Defensive- | Sector_HOT** | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,21,0,50,75,15,52.0,17.4,60.6,UP,76,126.3,ABOVE,CONTINUATION,NONE,BULLISH,8.9,3670,3980,3727,4082,4249,4416,3.4,5.8,1.71,751,2898860,100000,RANGING,Bear,Bear,ACCUMULATION,40,"VPT_RISING, VWAP_ABOVE_DELTA_POS, AD_FALLING",1361458.818596621,-0.07798160553777173,-25806604.752747238,NO,103824156,400761242160.0,0.7,14832022427,578683733,False,0.8,55760490,9536990422,36812783028920.0,5191207849,1.09,0.7,RETAIL_DOMINANT,14832022427,reported,578683733,143811242098688,0.0,NEUTRAL,0,54.62,BUY,-2.86,0.42,58.64,11.494,NEUTRAL,0.0,16.0% Modal (Beli ±4 Lot),BIG_ACCUMULATION,15000,4000.26,0.020657,0.5206
CTRA,Properti & Real Estate,700,7.5,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Murah | News_BULLISH*** | Broksum_ACCUM***,21,15,50,20,30,45.8,17.7,31.2,DN,87,-50.6,BELOW,CONTINUATION,NONE,BEARISH,13.7,675,760,671,748,783,819,4.1,6.9,1.68,3448,2413600,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-57295.78866585344,-0.08654372104433124,-27728157.142857134,NO,23754003,16627802100.0,0.27,8637819346,18535695255,False,-0.8,12562570,5590828572,3913580000400.0,3023236771,0.42,0.27,RETAIL_DOMINANT,8637819346,reported,18535695255,12974986100736,0.32,POSITIVE,10,58.56,BUY,-2.86,0.42,48.58,-10.522,NEUTRAL,0.0,18.9% Modal (Beli ±27 Lot),BIG_ACCUMULATION,15000,3983.95,0.022086,0.5597
DILD,Properti & Real Estate,126,6.0,TUNGGU,E,Macro_Defensive- | PBV_Murah | RS_Strong* | Alpha_Leader*** | Broksum_ACCUM***,21,15,25,50,0,44.3,14.2,6.7,DN,100,-103.6,BELOW,CONTINUATION,NONE,BEARISH,8.9,125,137,121,134,141,147,4.0,6.3,1.57,20000,2520000,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_RISING, CMF_NEGATIVE, AD_FALLING",2163280.653933719,-0.1306668308211311,-62261600.0,NO,15617351,1967786226.0,0.27,5679036874,10365854185,False,-0.8,23138916,3675756618,463145333868.0,1987662905,0.42,0.27,RETAIL_DOMINANT,5679036874,reported,10365854185,1306097614848,0.0,NEUTRAL,0,47.18,WEAK,-2.86,0.42,47.51,-0.349,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,4425.75,0.020086,0.6127
DSNG,Agrikultur,1660,5.5,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Broksum_ACCUM***,21,15,25,50,0,48.0,26.7,14.0,DN,69,-117.6,BELOW,CONTINUATION,NONE,BEARISH,13.4,1635,1860,1563,1822,1943,2065,5.8,9.8,1.69,1030,1709800,100000,TRENDING,Bull,Bull,NEUTRAL,50,AD_RISING,1834999.8245478226,0.013172390594411613,2375781.1582861543,NO,15340621,25465430860.0,0.5,3068124383,10599842400,False,0.0,12864453,1978940228,3285040778480.0,1073843534,0.78,0.5,RETAIL_DOMINANT,3068124383,reported,10599842400,17595738619904,0.0,NEUTRAL,0,59.24,BUY,-2.86,0.42,48.71,41.76,NEUTRAL,0.0,19.4% Modal (Beli ±11 Lot),BIG_ACCUMULATION,15000,3329.65,0.035955,0.2234
ERAA,Consumer & Retail,406,14.5,TUNGGU,E,Macro_Defensive- | Sector_HOT** | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,21,0,50,75,15,53.4,12.3,41.7,UP,80,43.1,BELOW,CONTINUATION,BEARISH_DIV,BULLISH,7.5,388,416,392,429,446,463,3.4,5.7,1.68,7142,2899652,100000,RANGING,Bull,Bear,ACCUMULATION,40,"CMF_POSITIVE, AD_RISING",3512190.3944044467,0.14582780766809825,110383853.96825403,NO,48131191,19541263546.0,0.7,6875884439,15642296878,False,0.8,47747506,4421193695,1795004640170.0,2406559553,1.09,0.7,RETAIL_DOMINANT,6875884439,reported,15642296878,6350772895744,0.0,NEUTRAL,0,43.59,WEAK,-2.86,0.42,57.69,5.496,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,4306.85,0.012162,0.6575
GLVA,Teknologi & Telco,336,9.5,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader*** | Broksum_ACCUM***,21,15,25,50,0,46.6,18.6,21.4,UP,100,-42.6,BELOW,CONTINUATION,NONE,BEARISH,6.5,326,348,316,369,394,419,6.0,9.8,1.63,5000,1680000,100000,RANGING,Bear,Bear,NEUTRAL,50,"AD_RISING, VWAP_BELOW_DELTA_NEG",7368.1395763729815,0.010060654008438802,15986.666666666046,NO,3015900,1013342400.0,0.5,603180000,1500000000,False,0.0,29696,389051100,130721169600.0,211113000,0.78,0.5,RETAIL_DOMINANT,603180000,reported,1500000000,503999987712,0.0,NEUTRAL,0,43.32,WEAK,-2.86,0.42,51.98,-0.174,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,4661.07,0.02082,0.2901
SSMS,Agrikultur,1390,7.0,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | RS_Strong* | Alpha_Leader***,21,15,5,50,15,49.1,12.4,52.9,UP,53,34.3,BELOW,CONTINUATION,NONE,BEARISH,12.4,1310,1430,1324,1500,1583,1666,4.7,7.9,1.68,1515,2105850,100000,RANGING,Bear,Bear,ACCUMULATION,60,"VPT_RISING, CMF_POSITIVE",585009.2691709264,0.10854208917468293,20660342.50300424,NO,22222206,30888866340.0,0.8,2777775750,9525000000,False,1.8,6772013,1783332032,2478831524480.0,972221512,1.25,0.8,RETAIL_DOMINANT,2777775750,reported,9525000000,13239750492160,0.0,NEUTRAL,0,50.41,BUY,-2.86,0.42,52.52,3.116,NEUTRAL,0.0,12.8% Modal (Beli ±9 Lot),BIG_ACCUMULATION,15000,2634.31,0.022019,0.0731
TPMA,Infrastruktur & Konstruksi,555,2.7,HINDARI,RISK,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | Broksum_ACCUM***,21,35,5,0,0,35.5,35.9,43.8,DN,94,-86.1,BELOW,CONTINUATION,NONE,BEARISH,14.3,535,600,536,587,611,635,3.4,5.8,1.71,5263,2920965,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-2665447.3767499975,-0.09626504684417768,-20121372.222222224,NO,2857288,1585794840.0,0.27,1039014037,3496480134,False,-0.8,7074983,672501837,373238519535.0,363654912,0.42,0.27,RETAIL_DOMINANT,1039014037,reported,3496480134,1940546519040,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.86,0.42,35.52,-12.456,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,3342.78,0.017345,0.3898
PTBA,Energi & Tambang,2860,5.5,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Broksum_ACCUM***,21,15,25,50,0,45.5,10.3,5.9,DN,100,-94.4,BELOW,CONTINUATION,NONE,BEARISH,4.8,2860,3000,2772,3007,3117,3226,3.1,5.1,1.65,1136,3248960,100000,RANGING,Bull,Bull,NEUTRAL,50,"VPT_RISING, AD_FALLING",224490.97044709697,0.012533443777120944,-329221.90476179123,NO,18884697,54010233420.0,0.5,3776939465,11514357245,False,0.0,23304246,2436125956,6967320234160.0,1321928812,0.78,0.5,RETAIL_DOMINANT,3776939465,reported,11514357245,32931059859456,0.0,NEUTRAL,0,36.8,WEAK,-2.86,0.42,47.21,5.261,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,4547.28,0.01406,0.1696
BNLI,Konglomerat & Investasi,3420,7.0,TUNGGU,E,Macro_Defensive- | RS_Strong* | Alpha_Leader*** | Broksum_ACCUM***,20,15,0,50,15,55.5,21.7,80.9,UP,100,67.0,ABOVE,CONTINUATION,NONE,BULLISH,18.0,2890,3440,3159,3856,4183,4509,7.6,12.7,1.67,383,1309860,100000,RANGING,Bear,Bear,ACCUMULATION,80,"VPT_RISING, CMF_POSITIVE",50204.38883433254,0.15281798582159056,127362.96088320285,NO,240967,824107140.0,0.9,26774171,26880234,False,3.2,90070,17162245,58694877900.0,9370959,1.4,0.9,RETAIL_DOMINANT,26774171,reported,26880234,123740088172544,0.0,NEUTRAL,0,55.16,BUY,-2.86,0.42,56.2,3.27,NEUTRAL,0.0,16.4% Modal (Beli ±4 Lot),BIG_ACCUMULATION,15000,5553.79,0.054175,0.5265
ADMG,Konglomerat & Investasi,204,5.5,HINDARI,RISK,Macro_Defensive- | PER_Murah* | PBV_Mahal- | RS_Strong* | Alpha_Leader*** | Broksum_ACCUM***,20,15,-5,50,15,46.1,14.4,36.2,DN,100,-39.8,BELOW,CONTINUATION,NONE,BEARISH,10.6,200,218,189,229,247,265,7.4,12.3,1.66,6666,1359864,100000,RANGING,Bull,Bull,ACCUMULATION,40,"CMF_POSITIVE, AD_RISING",257575.59137054905,0.2626409884384527,3406478.2010582015,NO,3949695,805737780.0,0.7,564242170,3889179559,False,0.8,564900,362807716,74012774064.0,197484759,1.09,0.7,RETAIL_DOMINANT,564242170,reported,3889179559,793392644096,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.86,0.42,47.99,0.74,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,4613.86,0.026272,0.2986
UNTR,Konglomerat & Investasi,27400,4.0,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Murah | Broksum_ACCUM***,20,30,25,0,0,34.5,18.5,0.0,DN,95,-183.9,BELOW,CONTINUATION,NONE,BEARISH,12.5,27400,31381,26318,29203,30556,31908,3.9,6.6,1.69,92,2520800,100000,RANGING,Bear,Bull,DISTRIBUTION,60,"VPT_FALLING, AD_FALLING",-548935.7031983882,0.013576286333288053,-2893153.620893359,NO,3042946,83376720400.0,0.22,1352420849,3526906636,False,-1.8,3196336,876030606,24003238604400.0,473347297,0.35,0.22,RETAIL_DOMINANT,1352420849,reported,3526906636,96637242310656,0.0,NEUTRAL,0,60.33,ULTRA BUY,-2.86,0.42,47.96,-20.601,NEUTRAL,0.0,20.2% Modal (Beli ±1 Lot),BIG_ACCUMULATION,15000,3297.85,0.024342,0.6066
MEDC,Energi & Tambang,1600,2.5,HINDARI,RISK,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RS_Strong* | Alpha_Leader*** | Broksum_ACCUM***,20,15,-5,50,15,41.0,12.5,11.5,DN,100,-144.0,BELOW,CONTINUATION,NONE,BEARISH,14.6,1555,1800,1502,1763,1886,2008,6.1,10.2,1.67,1020,1632000,100000,RANGING,Bear,Bull,ACCUMULATION,40,"VPT_RISING, AD_RISING",10310760.683920562,0.10433577645746682,286930022.8088578,NO,42190781,67505249600.0,0.7,6027254538,24680621344,False,0.8,107335106,3875524669,6200839470400.0,2109539088,1.09,0.7,RETAIL_DOMINANT,6027254538,reported,24680621344,39488994672640,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.86,0.42,39.52,1.825,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,4104.43,0.031784,-0.1316
PPRE,Infrastruktur & Konstruksi,125,8.0,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Murah | RS_Strong* | Alpha_Leader***,20,15,15,50,0,44.3,19.6,13.8,UP,100,-30.0,BELOW,CONTINUATION,NONE,BEARISH,41.2,99,159,105,159,184,209,16.0,27.2,1.7,5000,625000,100000,TRENDING,Bear,Bear,NEUTRAL,50,AD_RISING,596202040.9486659,0.005650431599426702,84807939.63953078,NO,11343317,1417914625.0,0.5,2268663492,10116212300,False,0.0,272204053,1463287953,182910994125.0,794032222,0.78,0.5,RETAIL_DOMINANT,2268663492,reported,10116212300,1264526557184,0.0,NEUTRAL,0,58.92,BUY,-2.86,0.42,48.2,-3.349,NEUTRAL,0.0,19.2% Modal (Beli ±153 Lot),BIG_ACCUMULATION,15000,4432.1,0.122177,0.3508
TINS,Energi & Tambang,3490,4.0,TUNGGU,E,Macro_Defensive- | Sector_COLD- | PER_Murah* | News_BULLISH*** | Broksum_ACCUM***,20,30,25,0,0,44.0,17.5,13.6,DN,81,-72.5,BELOW,CONTINUATION,NONE,BEARISH,14.5,3490,4100,3195,3981,4349,4718,8.5,14.1,1.66,338,1179620,100000,RANGING,Bull,Bull,DISTRIBUTION,80,"VOL_SPIKE_DOWN, VPT_FALLING",-16044433.609421894,-0.3186720035915615,-287204813.55426943,YES,4561748,15920500520.0,0.17,2606713709,7447753453,False,-3.2,43386430,1689802163,5897409548870.0,912349798,0.27,0.17,RETAIL_DOMINANT,2606713709,reported,7447753453,25992659730432,0.48,POSITIVE,1,61.99,ULTRA BUY,-2.86,0.42,61.23,51.943,NEUTRAL,0.0,21.5% Modal (Beli ±6 Lot),BIG_ACCUMULATION,15000,3599.56,0.047056,0.6573
TOTO,Industri Dasar & Logam,260,5.5,TUNGGU,E,Macro_Defensive- | Sector_HOT** | PER_Murah* | PBV_Murah | Broksum_ACCUM***,20,15,25,45,0,33.2,29.0,16.7,DN,100,-126.9,BELOW,CONTINUATION,NONE,BEARISH,9.4,258,276,253,272,282,291,2.7,4.6,1.7,14285,3714100,100000,RANGING,Bear,Bull,DISTRIBUTION,60,"AD_RISING, VOL_SPIKE_DOWN, VPT_FALLING",-267541.5429122646,0.13294004162664105,2587811.666666668,YES,1802336,468607360.0,0.22,801038400,10320000000,False,-1.8,833156,518872624,134906882240.0,280363440,0.35,0.22,RETAIL_DOMINANT,801038400,reported,10320000000,2683200077824,0.0,NEUTRAL,0,41.97,WEAK,-2.86,0.42,35.47,-2.901,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,3316.42,0.01076,0.2317
PANI,Transportasi & Logistik,8600,3.5,TUNGGU,E,Macro_Defensive- | PBV_Mahal- | RS_Strong* | Broksum_ACCUM***,19,15,-20,50,0,49.0,17.7,26.5,UP,85,-30.7,BELOW,CONTINUATION,NONE,BEARISH,12.3,8450,9425,8042,9530,10227,10924,6.5,10.8,1.66,179,1539400,100000,RANGING,Bear,Bear,NEUTRAL,50,"VPT_RISING, AD_FALLING",1098525.9437865317,-0.0970888214115423,-15211093.387216717,NO,14414811,123967374600.0,0.5,2882962283,18117025598,False,0.0,5420010,1859510673,15991791787800.0,1009036799,0.78,0.5,RETAIL_DOMINANT,2882962283,reported,18117025598,155806414667776,0.0,NEUTRAL,0,57.3,BUY,-2.86,0.42,59.54,60.691,NEUTRAL,0.0,18.0% Modal (Beli ±2 Lot),BIG_ACCUMULATION,15000,4163.46,0.040136,0.7753
ADRO,Energi & Tambang,2490,11.7,HINDARI,RISK,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | RS_Strong* | Alpha_Leader***,19,15,5,50,0,59.5,32.4,62.6,UP,76,93.2,ABOVE,CONTINUATION,NONE,BULLISH,10.0,2325,2530,2411,2622,2721,2820,3.2,5.3,1.66,1265,3149850,100000,RANGING,Bull,Bull,NEUTRAL,50,"VPT_RISING, VWAP_ABOVE_DELTA_POS, CMF_NEGATIVE, AD_FALLING",5378010.151291549,-0.11505805629200498,-150316421.2698442,NO,54031167,134537605830.0,0.5,10806233429,28800494200,False,0.0,72279196,6970020562,17355351199380.0,3782181700,0.78,0.5,RETAIL_DOMINANT,10806233429,reported,28800494200,71713228324864,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.86,0.42,61.04,46.766,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,4554.99,0.01338,0.1704
PGAS,Energi & Tambang,1870,6.0,HINDARI,RISK,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | RS_Strong* | Alpha_Leader***,19,15,5,50,0,44.5,16.2,16.7,UP,77,-28.6,BELOW,CONTINUATION,NONE,BEARISH,7.3,1820,1945,1801,1985,2072,2158,3.7,6.1,1.65,1449,2709630,100000,TRENDING,Bear,Bull,NEUTRAL,50,"AD_RISING, VWAP_BELOW_DELTA_NEG",2252939.7635868127,0.0596515571122332,57145873.98777698,NO,52142272,97506048640.0,0.5,10428454411,24241508195,False,0.0,37303580,6726353096,12578280289520.0,3649959043,0.78,0.5,RETAIL_DOMINANT,10428454411,reported,24241508195,45331622395904,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.86,0.42,50.82,-12.991,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,3455.86,0.015162,0.3894
ADMR,Energi & Tambang,1825,6.0,HINDARI,RISK,Macro_Defensive- | Sector_COLD- | PER_Murah* | PBV_Mahal- | RS_Strong* | Alpha_Leader***,19,15,-5,50,0,46.5,10.0,26.2,UP,100,-25.1,BELOW,CONTINUATION,NONE,BEARISH,9.2,1732,1910,1733,1978,2093,2208,5.0,8.4,1.68,1086,1981950,100000,RANGING,Bull,Bull,NEUTRAL,50,"VPT_RISING, AD_FALLING",7526254.0282199085,-0.18752414623509317,-127793149.68164802,NO,30629042,55898001650.0,0.5,6125808552,40882331500,False,0.0,51936840,3951146517,7210842393525.0,2144032993,0.78,0.5,RETAIL_DOMINANT,6125808552,reported,40882331500,74610259263488,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.86,0.42,51.77,4.142,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,4645.0,0.018273,0.4191
KREN,Teknologi & Telco,16,4.0,TUNGGU,E,Macro_Defensive- | PER_Murah* | PBV_Mahal- | RS_Strong* | Broksum_ACCUM***,19,15,-5,50,0,43.4,26.9,20.0,DN,100,-35.1,BELOW,CONTINUATION,NONE,BEARISH,25.9,15,19,15,18,19,20,6.2,12.5,2.02,100000,1600000,100000,RANGING,Bear,Bear,NEUTRAL,50,AD_RISING,4960864.616013071,0.25051562691936746,156549000.0,NO,65226730,1043627680.0,0.5,13045346016,18204247800,False,0.0,27337576,8414248181,134627970896.0,4565871105,0.78,0.5,RETAIL_DOMINANT,13045346016,reported,18204247800,291267969024,0.0,NEUTRAL,0,57.5,BUY,-2.86,0.42,43.45,-0.092,NEUTRAL,0.0,18.1% Modal (Beli ±1132 Lot),BIG_ACCUMULATION,15000,4344.68,0.038464,0.0265
ENRG,Energi & Tambang,1690,1.0,HINDARI,RISK,Macro_Defensive- | Sector_COLD- | PBV_Mahal- | RS_Strong* | Broksum_ACCUM***,19,15,-20,50,0,47.2,21.4,12.9,DN,100,-79.0,BELOW,CONTINUATION,NONE,BEARISH,20.8,1690,2090,1541,1939,2125,2312,8.8,14.7,1.67,671,1133990,100000,TRENDING,Bull,Bull,NEUTRAL,50,AD_RISING,27280711.57088375,0.007225510359562039,65835481.05319035,NO,2840248,4800019120.0,0.52,548791976,26346230250,False,0.0,142012426,353874537,598047967530.0,192077191,0.8,0.52,RETAIL_DOMINANT,548791976,reported,26346230250,44525129039872,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.86,0.42,52.3,30.968,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,4723.93,0.049861,0.4072
TLKM,Teknologi & Telco,2960,6.7,TUNGGU,E,Macro_Defensive- | PER_Murah* | Broksum_ACCUM***,19,30,15,0,0,46.8,30.5,51.2,UP,86,-15.6,ABOVE,CONTINUATION,NONE,BULLISH,17.4,2810,3210,2852,3140,3276,3411,3.6,6.1,1.69,925,2738000,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-15848284.044818997,-0.0890255744865631,-300430817.46829194,NO,130234052,385492793920.0,0.27,47357837267,99062216599,False,-0.8,98100616,30652360172,90730986109120.0,16575243043,0.42,0.27,RETAIL_DOMINANT,47357837267,reported,99062216599,293224161738752,0.0,NEUTRAL,0,48.69,WEAK,-2.86,0.42,44.13,-79.201,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,4054.93,0.016968,0.4782
BBYB,Perbankan,304,7.5,TUNGGU,E,Macro_Defensive- | Sector_HOT** | PER_Murah* | PBV_Murah | Broksum_ACCUM***,19,15,50,25,0,45.0,14.4,16.0,DN,100,-60.1,BELOW,CONTINUATION,NONE,BEARISH,17.7,300,340,285,336,361,385,6.2,10.5,1.69,5263,1599952,100000,RANGING,Bear,Bear,DISTRIBUTION,60,"VPT_FALLING, CMF_NEGATIVE",-883432.0886292458,-0.2294428748666281,-97605483.80952406,NO,14868799,4520114896.0,0.22,6608355256,13350482346,False,-1.8,25077066,4280562118,1301290883872.0,2312924339,0.35,0.22,RETAIL_DOMINANT,6608355256,reported,13350482346,4058546438144,0.0,NEUTRAL,0,50.97,BUY,-2.86,0.42,52.23,-4.4,NEUTRAL,0.0,13.2% Modal (Beli ±43 Lot),BIG_ACCUMULATION,15000,4495.42,0.033267,0.7747
MLPT,Teknologi & Telco,21125,3.5,HINDARI,RISK,Macro_Defensive- | PBV_Mahal- | RS_Strong* | Alpha_Leader*** | Broksum_ACCUM***,19,15,-20,50,0,46.1,28.5,22.1,DN,100,-35.7,BELOW,CONTINUATION,NONE,BEARISH,50.7,18100,29150,17704,26826,31102,35378,16.2,27.0,1.67,29,612625,100000,TRENDING,Bear,Bear,NEUTRAL,50,AD_RISING,89288.11433197561,0.07177294118772126,65703.62103129525,NO,1410000,29786250000.0,0.5,282000000,1875000000,False,0.0,90956,181890000,3842426250000.0,98700000,0.78,0.5,RETAIL_DOMINANT,282000000,reported,1875000000,39609375391744,0.0,NEUTRAL,0,0.0,TIDAK DIUJI,-2.86,0.42,51.74,104.395,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,4610.87,0.106454,0.4214
CAMP,Consumer & Retail,198,3.5,TUNGGU,E,Macro_Defensive- | Sector_HOT** | PBV_Murah | Broksum_ACCUM***,19,15,15,45,0,39.2,22.3,11.1,DN,100,-91.9,BELOW,CONTINUATION,NONE,BEARISH,7.7,198,210,192,209,216,224,3.0,5.6,1.87,16666,3299868,100000,RANGING,Bear,Bear,DISTRIBUTION,40,"VPT_FALLING, AD_FALLING",-12855.961893690052,-0.07948382386980754,-734106.6666666642,NO,1289035,255228930.0,0.27,468740250,5885000000,False,-0.8,301056,303392128,60071641344.0,164059087,0.42,0.27,RETAIL_DOMINANT,468740250,reported,5885000000,1165230080000,0.01,NEUTRAL,10,43.1,WEAK,-2.86,0.42,42.63,-0.565,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,3920.46,0.012673,0.2718
UNVR,Consumer & Retail,1800,4.5,TUNGGU,E,Macro_Defensive- | Sector_HOT** | PBV_Mahal- | Broksum_ACCUM***,19,15,-20,45,15,51.9,22.5,78.8,UP,100,35.4,ABOVE,CONTINUATION,NONE,BULLISH,33.7,1485,1920,1705,1958,2077,2195,5.3,8.8,1.66,1052,1893600,100000,TRENDING,Bear,Bear,ACCUMULATION,40,"VPT_RISING, VWAP_ABOVE_DELTA_POS, AD_FALLING",3443688.183886973,-0.2916392802098288,-165458530.6025082,NO,38899239,70018630200.0,0.7,5557034244,37981233300,False,0.8,25390126,3573173020,6431711436000.0,1944961985,1.09,0.7,RETAIL_DOMINANT,5557034244,reported,37981233300,68366219870208,0.0,NEUTRAL,0,55.07,BUY,-2.86,0.42,54.43,-70.407,NEUTRAL,0.0,16.3% Modal (Beli ±9 Lot),BIG_ACCUMULATION,15000,5186.42,0.037927,0.4503
DMMX,Teknologi & Telco,216,6.0,TUNGGU,E,Macro_Defensive- | RS_Strong* | Alpha_Leader*** | Broksum_ACCUM***,19,15,0,50,0,43.0,16.7,7.1,UP,100,-43.4,BELOW,CONTINUATION,NONE,BEARISH,9.9,210,232,202,239,257,275,6.5,10.6,1.63,7142,1542672,100000,RANGING,Bear,Bear,NEUTRAL,50,AD_RISING,322777.48905259906,0.26106422283879427,3723018.8311688304,NO,13785769,2977726104.0,0.5,2757153849,7259435200,False,0.0,545806,1778364233,384126674328.0,965003847,0.78,0.5,RETAIL_DOMINANT,2757153849,reported,7259435200,1568037928960,0.0,NEUTRAL,0,45.09,WEAK,-2.86,0.42,43.04,-2.106,NEUTRAL,0.0,0 Lot,BIG_ACCUMULATION,15000,4304.01,0.019353,0.1969
